Code	Presentation	Form	Dosage	Amount	Route 	Agent	Manufacturer	Country
7199	20	Tablet	1mg	20	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
7204	4	Capsule	100mg	4	Oral	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia
7205	15	Capsule	100mg	15	Oral	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia
7211	1000ml PVC Bags 2 entries	Injection		1000	Infusion	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
7212	1000ml PVC Bags 2 entries	Injection		1000	Infusion	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
7214	2	Capsule, hard	150mg	2	Oral	Soins et Santé	Laboratorio Farmaceutico C.T S.r.l.	Italy
7216	1 Flacon x 100ml	Solution Injectable pour perfusion par voie intraveineuse  	500mg/100ml	100	Infusion	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
7220	30g	Herbal Ointment	0.25%	30	Topical	Raymond Georges Abou Adal & Co	Universal Pharmaceutical Industries "Unipharma" Syria for Arwan Pharmaceutical Industries Lebanon	Lebanon
7221	200ml bottle	Oral solution	0.5mg/ml	200	Oral	Raymond Georges Abou Adal & Co	Medana Pharma SA, Sieradz- Poland for Arwan Pharmaceutical Industries Lebanon	Lebanon
7222	28	Tablet, film coated	5mg	28	Oral	Raymond Georges Abou Adal & Co	Adamed Pharma S.A. Ksawerow, Poland  for Arwan Pharmaceutical Industries Lebanon SAL 	Lebanon
7223	30	Tablet, film coated	10mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7224	30	Tablet, film coated	20mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7225	30	Tablet, film coated	5mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7226	30	Tablet		30	Oral	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7227	30	Tablet		30	Oral	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7228	100	Tablet		100	Oral	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
7232	15	Tablet, enteric coated	40mg	15	Oral	Atrissi SARL	Jordan River Pharmaceutical Industries LLC	Jordan
7233	7	Tablet, film coated	500mg	7	Oral	Atrissi SARL	Jordan River Pharmaceutical Industries LLC	Jordan
7234	300g	Powder	93.5%	300	Oral/Rectal	Atrissi SARL	Jordan River Pharmaceutical Industries LLC	Jordan
7235	6	Vaginal Tablets	100mg	6	Vaginal	Atrissi SARL	Jordan River Pharmaceutical Industries LLC	Jordan
7237	1Vial x 20ml	Concentrate for solution for infusion	400mg/20ml	20	Infusion	Mersaco	Amgen Europe BV	The Netherlands
7238	1Vial x 5ml	Concentrate for solution for infusion	100mg/5ml	5	Infusion	Mersaco	Amgen Europe BV	The Netherlands
7239	5 x 3ml	Injectable solution, flex touch	100IU/ml	15	SC	Mersaco	Novo Nordisk AS	Denmark
7242	100ml	Powder for Oral Suspension	250mg/5ml	100	Oral	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
7243	30	Tablet	5mg	30	Oral	Qualipharm	Bluepharma Industria Farmaceutica SA	Portugal
7244	28	Tablet	10mg	28	Oral	Qualipharm	Bluepharma Industria Farmaceutica SA	Portugal
7246	10	Capsule	200mg	10	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
7249	1 Bag	IV solution for infusion	400mg/200ml		Infusion	PharmaLab SARL	Hikma Farmaceutica SA	Portugal
7250	1 Vial	Powder  for injection	500mg		Infusion	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
7251	90 (2bottles of 45)	Tablet, chewable	500mg	90	Oral	Droguerie de l'Union	Hamol Limited	UK
7252	90 (6bottles of 15)	Tablet, chewable	750mg	90	Oral	Droguerie de l'Union	Hamol Limited	UK
7253	15	Pessaries	400mg	15	Rectal/Vaginal	Atrissi SARL	Jordan River Pharmaceutical Industries LLC	Jordan
7257	20	Tablet	20mg	20	Oral	Pharmamedic S.A.R.L.	Faes Farma SA	Spain
7258	20	Tablet	4mg	20	Oral	Mectapharm S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
7261	3	Tablet, film coated	100mg	3	Oral	C. Catafago & Co	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt
7262	20	Capsule	120mg	20	Oral	C. Catafago & Co	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt
7263	30g	Ointment			Topical	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
7264	350ml	Disinfectant Solution			Topical	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
7265	180	Tablet, film coated	800mg	180	Oral	Mersaco	Genzyme Ireland Ltd	Ireland
7266	1Vial	Concentrate for solution for infusion	1mg/ml		Infusion	Mersaco	Genzyme Ltd	UK
7267	1Vial	Injectable solution	20mg/ml		SC	Mersaco	Genzyme Ltd	UK
7268	30	Tablet, film coated	2.5mg	30	Oral	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
7269	30	Tablet	25mg	30	Oral	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan
7270	30	Tablet	50mg	30	Oral	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan
7273	30	Capsule	10mg	30	Oral	Darapharma S.A.L.	Inpharmasci SAS	Greece
7274	30	Capsule	5mg	30	Oral	Darapharma S.A.L.	Inpharmasci SAS	France
7276	1Vial	Powder and solvent for suspension foe intravesical use			Intravesical	Alfamed S.A.L.	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany
7280	1Vial	Lyophilized	200mg		Infusion	Macromed S.A.R.L.	Fresenius Kabi Oncology Limited	India
7281	1Vial	Lyophilized	1,000mg		Infusion	Macromed S.A.R.L.	Fresenius Kabi Oncology Limited	India
7282	28	Tablet, film coated	75mg	28	Oral	Macromed S.A.R.L.	Midpharma	Jordan
7283	1Prefilled syringe	Injectable solution	250IU/ml		IM	Macromed S.A.R.L.	Kedrion SpA 	Italy
7284	28	Gélules	300mg	28	Oral	Raymond Georges Abou Adal & Co	Sophartex	France
7285	200ml	Syrup	27mg/15ml	200	Oral	Levant Alie Houses S.A.L.	Laboratorios Bial- Portela & Ca SA	Portugal
7286	2	Capsule, hard	150mg	2	Oral	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy
7287	10	Capsule, hard	100mg	10	Oral	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy
7289	30	Tablet, coated	200mg	30	Oral	Wellpharm	Laboratorios Rubio SA.	Spain
7290	60	Tablet, film coated		60	Oral	Sadco	A. Menarini Manufacturing Logistics and Services SRL	Italy
7291	3	Tablet, film coated	30mg	3	Oral	Sadco	Menarini Von Heyden GmbH	Germany
7292	3	Tablet, film coated	60mg	3	Oral	Sadco	Menarini Von Heyden GmbH	Germany
7294	30	Capsule, hard	400mg	30	Oral	Raymond Georges Abou Adal & Co	Adamed Pharma S.A., Pabianice, Poland, for Arwan Pharmaceutical industries Lebanon SAL	Lebanon
7296	60	Capsule, hard	100mg	60	Oral	Raymond Georges Abou Adal & Co	Adamed Pharma S.A., Pabianice, Poland, for Arwan Pharmaceutical industries Lebanon SAL	Lebanon
7303	7	Tablet, film coated	500mg	7	Oral	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia
7304	20	Tablet, film coated	5mg	20	Oral	Droguerie Phenicia	Normon SA	Spain
7305	20	Tablet, film coated		20	Oral	Droguerie Phenicia	Roemmers S.A.I.C.F.	Argentine
7306	30	Tablet, film coated	2.5mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7307	24	Tablet, film coated	500mg	24	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7308	120	Tablet, film coated	100mg	120	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7309	30	Capsule	10,000IU	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7310	10	Tablet, film coated	800mg	10	Oral	Mediterranean Pharmaceutical Company	Emcure Pharmaceuticals Ltd	India
7311	30	Tablet, film coated		30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7314	30	Tablet, film coated		30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7315	20	Drinkable ampoules		200	Oral	Power Pharm S.A.R.L.	Faes Pharma SA	Spain
7316	30	Tablet	0.4mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7317	30	Tablet	2.5mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7318	50ml	Injectable solution for infusion	5g/50ml	50	Infusion 	Mediterranean Pharmaceutical Company	Octapharma Pharmazeutika  Produktions GesmbH	Austria
7319	30	Vaginal pessaries	200mg	30	Vaginal	Premium Serve Drugstore Co. P.S.D. SAL	Marcyrl Pharmaceuticals Industries (MPI)	Egypt
7320	15ml	Oral drops	100IU/drop	15	Oral	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals Company	Egypt
7321	150ml	Aerosol powder		150	Topical	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals Company	Egypt
7322	30ml	Emulsion	2g/100ml	30	Oral	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals Company	Egypt
7323	1 Prefilled syringe	Injectable solution	45mg		SC	Abela Frères S.A.L.	Cilag AG	Switzerland
7327	100	Tablet	100mcg	100	Oral	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany
7328	100ml	Syrup	100mg/5ml	100	Oral	Mersaco	Abbvie SRL	Italy
7329	10vials		50mg	50	Infusion	Food & Drug Corporation FDC	Wyeth Lederle SRL	Italy
7330	30	Tablet	5mg	30	Oral	Pharmadex	Pharmadex (Packing)  licensed by Orbucell pharma  Canada	Lebanon
7331	30	Tablet	10mg	30	Oral	Pharmadex	Pharmadex (Packing)  licensed by Orbucell pharma  Canada	Lebanon
7332	30g	Cream	1%	30	Topical	Pharmadex	Pharmadex	Lebanon
7333	30	Tablet, film coated	150mg	30	Oral	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon
7337	30	Tablet, film coated	75mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7338	30	Tablet, film coated	300mg	30	Oral	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon
7339	60	Tablet	200mg	60	Oral	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon
7340	30	Tablet, film coated		30	Oral	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon
7341	60	Tablet, film coated		60	Oral	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon
7342	60	Tablet, film coated	300mg	60	Oral	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon
7343	60	Tablet, film coated	150mg	60	Oral	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon
7344	30	Tablet		30	Oral	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon
7345	20	Tablet, film coated		20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7346	30	Capsule	25mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7347	30	Tablet	10mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7348	100	Tablet, film coated	1mg	100	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7349	30	Tablet, film coated	600mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7350	100	Tablet, film coated	250mg	100	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7352	20	Tablet, film coated	4mg	20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7353	20	Tablet, film coated	3mg	20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7354	20	Tablet, film coated	1mg	20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7355	20	Tablet, film coated	0.5mg	20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7356	20	Tablet, film coated	0.25mg	20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7357	20	Tablet, film coated	2mg	20	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7358	6	Tablet, film coated	250mg	6	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7359	3	Tablet, film coated	500mg	3	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7360	30	Tablet, film coated	5mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7361	30	Tablet, film coated	10mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7362	30	Tablet, mouth dissolving	5mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7363	30	Tablet, mouth dissolving	10mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7365	1Vial x 25ml	Injectable solution	50mg/25ml	25	Infusion	Nobel Pharm Plus SARL	Genepharm SA	Greece
7366	1Vial x 5ml	Injectable solution	10mg/5ml	5	Infusion	Nobel Pharm Plus SARL	Genepharm SA	Greece
7367	1 monodose vial  x 5ml	Injectable concentrate for solution for infusion	30mg/5ml 	5	Infusion	Droguerie Solupharm SAL	Vianex SA- Plant C	Greece
7368	1 multidose vial x 16.7ml	Injectable concentrate for solution for infusion	100mg/16.7ml	16.7	Infusion	Droguerie Solupharm SAL	Vianex SA- Plant C	Greece
7369	1 multidose vial x 50ml	Injectable concentrate for solution for infusion	300mg/50ml	50	Infusion	Droguerie Solupharm SAL	Vianex SA- Plant C	Greece
7371	30	Tablet, film coated	50mg	30	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
7372	100	Tablet, film coated	500mg	100	Oral	Pharmamedic S.A.R.L.	Wiewelhove GmbH	Germany
7373	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	20mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7374	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	40mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7375	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	50mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7376	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	30mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7377	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	150mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7378	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	100mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7379	1 Prefilled syringe with automated needle guard (ANG)	Injectable solution	500mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7381	1 Prefilled syringe with automated needle guard (ANG)	Injectable solution	300mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7383	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	80mcg		IV/SC	Mersaco	Amgen Europe BV	The Netherlands
7384	30	Tablet	20mg	30	Oral	Pharmapro	Mediphar Laboratories	Lebanon
7385	30	Capsule	10,000IU	30	Oral	PMD (Pharmacist's medical drugstore)	Vitex Pharmaceuticals PTY Ltd	Australia
7386	28	Tablet, film coated		28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon
7387	28	Tablet, film coated		28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon
7388	28	Tablet, film coated		28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon
7389	28	Tablet, film coated	300mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon
7390	28	Tablet, film coated	150mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon
7393	20	Tablet, extended release bilayer	600mg	20	Oral	Droguerie Columbus	Reckitt Benckiser Healthcare Imternational Ltd, Nottingham	UK
7394	30	Tablet, orodispersible	5mg	30	Oral	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
7395	30	Tablet, orodispersible	10mg	30	Oral	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
7396	30	Tablet, film coated	100mg	30	Oral	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
7397	30	Tablet, film coated	400mg	30	Oral	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
7400	10 Vials x 5ml	Injection	50mg/5ml	50	Infusion/IV	Pharmamed	Siegfried Hameln GmbH	Germany
7401	1Vial x 100ml	Infusion	5mg/ml	100	Infusion	Pharmamed	Siegfried Hameln GmbH	Germany
7402	1Bottle	Injectable solution for infusion	500mg/100ml	100	Infusion	PharmaLab SARL	Cooper SA	Greece
7404	28	Capsule, hard	50mg	28	Oral	Droguerie de l'Union	Celgene International 	Switzerland
7405	5 x 20ml	Ampoule Injectable IV	1%	100	Infusion 	Abela Frères S.A.L.	Corden Pharma SpA	Italy
7406	1Vial + 1Ampoule of solvent	Injectable powder for solution+diluent	40mg/2ml		IV	Droguerie Pentamed	Laboratorio Italiano Biochimico Farmaceutico Lisapharma SpA	Italy
7408	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7409	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7410	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7411	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7412	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7413	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7414	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7415	10 sachets	Powder for oral solution and Inhalation			Oral/Respiratory	Sadco	SmithKline Beecham SA	Spain
7417	20	Tablet, film coated		20	Oral	Sadco	Dar Al Dawa	Jordan
7419	1Vial	Injectable concentrate for solution for Infusion	4mg/5ml		Infusion	PharmaLab SARL	Hikma Farmaceutica	Portugal
7420	1Vial	Injectable solution	40mg/ml		Intravitreal	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany
7421	60	Tablet		60	Oral	Venus Drugstore	Pharmalab 1982 Inc	Canada
7422	24ml	Liquid	800IU	24	Oral	Venus Drugstore	Fratum Pharma Inc	Canada
7423	60	Tablet, chewable		60	Oral	Venus Drugstore	Pharmalab 1982 Inc	Canada
7427		Injectable	100mg	2	Infusion/IV/IM	Codipha	Biocodex	France
7428	40	Comprimé Enrobé		40	Oral	Codipha	Biocodex	France
7429	100ml	Oral Solution	1mg/ml	100	Oral	Taba Chemipharm	Laboratories Rafarm SA	Greece
7430	28	Tablet, film coated	30mg	28	Oral	Mersaco	Amgen Europe BV	The Netherlands
7431	28	Tablet, film coated	90mg	28	Oral	Mersaco	Amgen Europe BV	The Netherlands
7432	28	Tablet, film coated	60mg	28	Oral	Mersaco	Amgen Europe BV	The Netherlands
7434	16	Tablet	500mg	16	Oral	Mersaco	Sanofi Winthrop Industrie	France
7435	50	Tablet, film coated	500mg	50	Oral	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia
7436	3	Tablet, film coated	500mg	3	Oral	The City Pharmacy	Kern Pharma SL	Spain
7437	150ml	Oral Solution	0.5mg/ml	150	Oral	Darapharma S.A.L.	Delpharm Orleans	France
7440	30	Tablet, film coated	25mg	30	Oral	Darapharma S.A.L.	Eirgen Pharma Ltd	Ireland
7443	1Vial x 5.26ml	Injectable concentrate for solution for Infusion	200mg/Vial	5.26	Infusion	Drugstore 3U S.A.R.L.	Haupt Pharma Wolfratshausen GmbH	Germany
7444	1Vial x 26.3ml	Injectable concentrate for solution for Infusion	1g/Vial	26.3	Infusion	Drugstore 3U S.A.R.L.	Haupt Pharma Wolfratshausen GmbH	Germany
7445	200metered doses	Inhaler		200	Respiratory	Droguerie de l'Union	Cipla Ltd	India
7446	120metered doses	Inhaler (CFC free)		120	Respiratory	Droguerie de l'Union	Cipla Ltd	India
7447	120metered doses	Inhaler (CFC free)		120	Respiratory	Droguerie de l'Union	Cipla Ltd	India
7452	1Vial x 1ml	Injectable solution	1mg/ml	1	Infusion	Drugstore 3U S.A.R.L.	Thymoorgan Pharmazie GmbH	Germany
7455	30	Tablet	10mg	30	Oral	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy
7465	21	Tablet		21	Oral	Pharmaceutica S.A.R.L.	Macors	France
7469	14	Tablet, film coated	50mg	14	Oral	Sadco	Aesica Pharmaceuticals GmbH	Germany
7470	56	Tablet, film coated	100mg	56	Oral	Sadco	Aesica Pharmaceuticals GmbH	Germany
7471	56	Tablet, film coated	150mg	56	Oral	Sadco	Aesica Pharmaceuticals GmbH	Germany
7472	56	Tablet, film coated	200mg	56	Oral	Sadco	Aesica Pharmaceuticals GmbH	Germany
7479	28	Tablet, film coated		28	Oral	Mersaco	Benta SAL (Packing) under license from Sanofi Aventis de Mexico SA de CV, Mexico	Lebanon
7481	28	Tablet, film coated		28	Oral	Mersaco	Benta SAL (Packing) under license from Sanofi Aventis de Mexico SA de CV, Mexico	Lebanon
7482	28	Tablet, film coated		28	Oral	Mersaco	Benta SAL (Packing) under license from Sanofi Aventis de Mexico SA de CV, Mexico	Lebanon
7483	1Vial x 10ml		50mg/10ml	10	Infusion 	Macromed S.A.R.L.	Fresenius Kabi Oncology Limited	India
7484	1Vial x 20ml		100mg/20ml	20	Infusion	Macromed S.A.R.L.	Fresenius Kabi Oncology Limited	India
7485	4	Film, orally soluble	50mg	4	Oral	BroadMed SAL	Pharmadex SAL (Packing) under license from Ctc Bio Inc, Korea	Lebanon
7486	30	Tablet, chewable	4mg	30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
7487	30	Tablet, chewable	5mg	30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
7488	30	Tablet, film coated	20mg	30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
7490	30	Tablet, film coated	40mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7491	60	Tablet, film coated	100mg	60	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7492	10	Capsule	50,000IU	10	Oral	Venus Drugstore	Olds Soft Gels Inc	Canada
7493	60	Tablet	250mg	60	Oral	Venus Drugstore	Pharmalab 1982 Inc	Canada
7494	30g	Cream	0.05%		Topical	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
7495	30	Capsule	500mg	30	Oral	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
7496	30	Tablet	10mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7497	30	Tablet	20mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7498	30	Tablet	40mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7500	50 Cartridges				Intraoral	Pentapharm	Novocol Pharmaceutical of Canada Inc	Canada
7502	1Vial x 8ml		200mg/8ml	8	Intratracheal	Mediterranean Pharmaceutical Company	Laboratorios Richet SA	Argentine
7506	100	Tablet	50mg	100	Oral	Abela Frères S.A.L.	Excella GmbH & Co KG	Germany
7507	60ml	Elixir	0.05mg/ml	60	Oral	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany
7508	100	Tablet	0.25mg	100	Oral	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany
7509	30	Tablet, film coated	5mg	30	Oral	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium
7510	30	Capsule, hard		30	Oral	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium
7511	4 Ampoules	Solution buvable	25,000IU		Oral	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium
7512	30	Tablet	10mg	30	Oral	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
7513	30	Tablet	20mg	30	Oral	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
7514	30	Capsule	60mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
7515	30	Capsule	18mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
7516	30	Capsule	25mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
7517	30	Capsule	10mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
7518	30	Capsule	40mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
7521	1 Vial	Injectable powder for solution	250mcg		SC	Mersaco	Amgen Europe BV	The Netherlands
7525	30	Caplet, film coated	10mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
7526	30	Caplet, film coated	40mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
7527	30 single dose	Eye drops solution	0.1%	30	Ophtalmic	New Larys Pharm SARL	Farmigea SpA	Italy
7530	200ml	Syrup	15mg/5ml	200	Oral	Germanos Heath Care Supplies SARL	Amman Pharmaceutical Industries Co Ltd	Jordan
7531	30g	Skin cream	2%	30	Topical	Germanos Heath Care Supplies SARL	Amman Pharmaceutical Industries Co Ltd	Jordan
7532	15g	Skin cream			Topical	Germanos Heath Care Supplies SARL	Amman Pharmaceutical Industries Co Ltd	Jordan
7533	1Vial + 1Ampoule of solvent	Powder and solution for injection	20mg		Infusion/IV	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland
7534	30 Hard capsules with inhaler	Inhalation Powder	50mcg	30	Respiratory	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland
7535	20	Tablet, coated	20mg	20	Oral	Wellpharm	Laboratorios Rubio SA.	Spain
7536	4	Tablet	50mg	4	Oral	The Lebanese Pharmacists SAL	RAM Pharmaceutical Industries Co Ltd	Jordan
7539	30g	Cream	0.1%		Topical	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
7543	30g	Ointment	0.25% w/w	30	Topical	Picomed SARL	Pharma International Co	Jordan
7544	30	Tablet, coated		30	Oral	Droguerie Phenicia	Macors	France
7547	28	Tablet, film coated		28	Oral	Sadco	A. Menarini Manufacturing Logistics and Services SRL	Italy
7548	20 Sachets	Powder for oral solution	10g		Oral	Bellapharma S.A.R.L.	Casen Recordati SL	Spain
7551	1Vial	Injectable powder for solution	15mg	1	IV/IM/SC	Drugstore 3U S.A.R.L.	Thymoorgan Pharmazie GmbH	Germany
7552	10	Tablet, coated		10	Oral	Sadco	GlaxoSmithKline Pharmaceuticals SA	Poland
7554	1Vial x 5ml	Injectable concentrate for solution for infusion	100mg/5ml	5	Infusion	Drugstore 3U S.A.R.L.	Haupt Pharma Wolfratshausen GmbH	Germany
