Code	UnitQuantity1	UnityType1	UnitQuantity2	UnityType2	PackageQuantity1	PackageType1	PackageQuantity2	PackageType2	PackageQuantity3	PackageType3	Description
7668	10	Pill									10 Pills
7669	500	Pill									500 Pills
7670	15	ml			1	vial					1 Vial of 15 ml
7671	45	ml			1	vial					1 Vial of 45 ml
7674	30	Pill									30 Pills
7675	30	Pill									30 Pills
7676	30	Pill									30 Pills
7677	5	Pill									5 Pills
7678	20	ml			5	ampule					5 Ampules of 4 ml each
7679	10	ml			5	ampule					5 Ampules of 2 ml each
7680	30	Pill									30 Pills
7681	1	Pill									1 Pill
7685	200	ml			1	Bottle					1 Bottle of 200 ml
7687		g			30						30 g
7688	30	Pill									30 Pills
7689	60	Pill									60 Pills
7694	30	Pill									30 Pills
7697		g			30						30 g
7698	4	Pill									4 Pills
7703	20	g									20 g
7706	10	Pill									10 Pills
7707	100	ml			5	non stated					5 non stated of 20 ml each
7708	200	ml									200 ml 
7709	10	Pill									10 Pills
7710	28	Pill									28 Pills
7711	28	Pill									28 Pills
7712	28	Pill									28 Pills
7713	10	ml			5	ampule					5 Ampules of 2 ml each
7715	5	ml			1	vial					1 Vial of 5 ml
7716	16.7	ml			1	vial					1 Vial of 16.7 ml
7717	50	ml			1	vial					1 Vial of 50 ml
7718		ml			350						350 ml
7724	30	Pill									30 Pills
7726	25				1	vial					1 Vial
7727	30	Pill									30 Pills
7728	12	Pill									12 Pills
7729	20	ml									20 ml
7730	200	ml									200 ml 
7731	20	Pill									20 Pills
7732	20	Pill									20 Pills
7733	30	Pill									30 Pills
7734	30	Pill									30 Pills
7735	50	ml			5	Ampule					5 Ampules of 10 ml each
7738	20	Pill									20 Pills
7742	50	ml									50 ml 
7743	25	g			5	Tube					5 tubes with 5 g in each
7744	40	Pill									40 Pills
7745	200	ml									200 ml
7746	50	Pill									50 Pills
7748	18	ml			6	ampule					6 Ampules of 3ml each
7750					1	vial					1 Vial
7752	30	Pill									30 Pills
7753					1	vial					1 Vial
7754					1	vial					1 Vial
7755	4	Pill									4 Pills
7760	3	ml			3	Ampule					3 Ampules of 1 ml each
7761	3	Pill									3 Pills
7762	28	Pill									28 Pills
7763	28	Pill									28 Pills
7764	28	Pill									28 Pills
7765	28	Pill									28 Pills
7766	28	Pill									28 Pills
7767	28	Pill									28 Pills
7768	28	Pill									28 Pills
7769	28	Pill									28 Pills
7770	28	Pill									28 Pills
7771	28	Pill									28 Pills
7772	28	Pill									28 Pills
7773	15	Pill									15 Pills
7774	14	Pill									14 Pills
7775	14	Pill									14 Pills
7776	28	Pill									28 Pills
7777	30	Pill									30 Pills
7778	30	Pill									30 Pills
7779	10	ml			1	vial	1	ampule			1 vial and 1 ampule of 10 ml
7781	28	Pill									28 Pills
7787	10	ml			10	vial					10 vials of 1 ml each
7788	20	Pill									20 Pills
7789	20	Pill									20 Pills
7790	30	Pill									30 Pills
7791	30	Pill									30 Pills
7792	60	Pill									60 Pills
7793					1	vial					1 Vial
7798	4	Pill									4 Pills
7806	120	dose									120 doses
7809	5	ml			5	ampule					5 ampules on 1 ml each
7811	28	Pill									28 Pills
7812	28	Pill									28 Pills
7817	16	Pill									16 Pills
7818	3.5	ml			1	vial	1	ampule			1 vial and 1 ampule of 3.5 ml
7819	2	ml			1	vial	1	ampule			1 vial and 1 ampule of 2 ml
7820	28	Pill									28 Pills
7824					1	vial					1 Vial
7825		g			30						30 g
7826		Pill			2						2 Pills
7827		Pill			8						8 Pills
7832	28	Pill									28 Pills
7836					1	vial					1 Vial
7837	14	Pill									14 Pills
7838	28	Pill									28 Pills
7839	5	ml									5 ml 
7840	10	Pill									10 Pills
7841	28	Pill									28 Pills
7842	28	Pill									28 Pills
7843	28	Pill									28 Pills
7844	28	Pill									28 Pills
7846	30	Pill									30 Pills
7847	5	Pill									5 Pills
7849	28	Pill									28 Pills
7850	2	ml			1	ampule					1 Ampule of  2 ml
7851	4	ml			1	ampule					1 Ampule of 4 ml 
7852	1	Pill									1 Pill
7853	30	Pill									30 Pills
7855	30	Pill									30 Pills
7856	30	Pill									30 Pills
7857	20	Pill									20 Pills
7858	60	Pill									60 Pills
7861	30	Pill									30 Pills
7862	30	Pill									30 Pills
7864	30	Pill									30 Pills
7865					10	vial					10 Vials
7866					1	vial					1 Vial
7867					1	vial					1 Vial
7868					10	vial					10 Vials
7869	20	g									20 g
7870	56	Pill									56 Pills
7871	28	Pill									28 Pills
7872	28	Pill									28 Pills
7875		g			30						30 g
7877	10	ml									10 ml
7878	100	Pill									100 Pills
7879	60	Pill									60 Pills
7882	28	Pill									28 Pills
7884	30	Pill									30 Pills
7889	30	Pill									30 Pills
7890	30	Pill									30 Pills
7891	30	Pill									30 Pills
7892	30	Pill									30 Pills
7893	30	Pill									30 Pills
7894	30	Pill									30 Pills
7895	30	Pill									30 Pills
7896	30	Pill									30 Pills
7897		ml			60						60 ml 
7898	5000	ml			50	Bag					50 bags of 100 ml each
7907	30	pre-dispensed dose									30 pre-dispensed doses
7908	30	pre-dispensed dose									30 pre-dispensed doses
7909	200	ml									200 ml 
7910	100	ml									100 ml
7911	16	Pill									16 Pills
7913	20	Pill									20 Pills
7918	30	Pill									30 Pills
7919	20	Pill									20 Pills
7920	20	Pill									20 Pills
7921	60	g									60 g
7922	10	Pill									10 Pills
7923	3.5	ml			1	vial	1	ampule			1 vial and 1 ampule of 3.5 ml
7926	28	Pill									28 Pills
7928	30	Pill									30 Pills
7929	30	Pill									30 Pills
7930	5	ml			5	ampule					5 Ampules of 1 ml each
7932	10	ml									10 ml 
7933	5	ml									5 ml 
7934	28	Pill									28 Pills
7935	28	Pill									28 Pills
7936	28	Pill									28 Pills
7938	10	ml			1	vial					1 Vial of 10 ml
7940	10	Pill									10 Pills
7941	56	Pill									56 Pills
7942	56	Pill									56 Pills
7943	56	Pill									56 Pills
7947	28	Pill									28 Pills
7949	10	Pill									10 Pills
7950	10	Pill									10 Pills
7951	10	Pill									10 Pills
7952	14	Pill									14 Pills
7956					1	vial					1 Vial
7957					1	vial					1 Vial
7959	10	ml									10 ml
7960	113	Pill									113 Pills
7961	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
7964	5	ml			5	vial					5 vials of 1 ml each
7965	0.5	ml			1	vial					1 Vial of 0.5 ml
7966	0.6	ml			1	Pre-filled syringe					1 prefilled syringe of 0.6 ml 
7967	56	Pill									56 Pills
7968	56	Pill									56 Pills
7969		g			30						30 g
7970					1	vial					1 Vial
7972	30	Pill									30 Pills
7973					2	Packet / Sachet					2 Packet / Sachets
7974	25	ml			5	Ampule					5 Ampules of 5 ml each
7976	1500	ml			6	Bottle					6 bottles of 250 ml each
7978					1	vial					1 Vial
7980					1	vial					1 Vial
7982	30	Pill									30 Pills
7985	3.2	ml			1	vial	1	ampule			1 vial and 1 ampule of 3.2 ml
7986	3.2	ml			1	vial	1	ampule			1 vial and 1 ampule of 3.2 ml
7987	6	ml									6 ml 
7989	30	Pill									30 Pills
7990					1	vial					1 Vial
7991	56	Pill									56 Pills
7992	56	Pill									56 Pills
7993	28	Pill									28 Pills
7994	14	Pill									14 Pills
7995	56	Pill									56 Pills
7996	28	Pill									28 Pills
7997	28	Pill									28 Pills
7998	28	Pill									28 Pills
7999	56	Pill									56 Pills
8000	56	Pill									56 Pills
8001	56	Pill									56 Pills
8002	42	Pill									42 Pills
8003	42	Pill									42 Pills
8004	42	Pill									42 Pills
8005	42	Pill									42 Pills
8006	42	Pill									42 Pills
8010	10	Pill									10 Pills
8011	10	ml			5	ampule					5 ampules of 2 ml each
8013	30	Pill									30 Pills
8014		g			25						25 g 
8015					1	vial					1 Vial
8016	120	Pill									120 Pills
8017		g			20						20 g
8018					1	Non stated					1 non stated
8024	20	Pill									20 Pills
8025	60	Pill									60 Pills
8026	60	Pill									60 Pills
8030		g			15						15 g
8031	90	Pill									90 Pills
8032	30	Pill									30 Pills
8033	30	Pill									30 Pills
8034	30	Pill									30 Pills
8035	30	Pill									30 Pills
8036	1	Pill									1 Pill
8048					3	vial	3	ampule			3 vials and 3 ampules of solvent
8049	28	Pill									28 Pills
8050	30	Pill									30 Pills
8052		g			30						30 g
8053					1	vial					1 Vial
8059	10	ml									10 ml 
8060	30	Pill									30 Pills
8062	0.15	ml			1	Pre-filled syringe					Pre-filled syringe of 0.15 ml
8063	0.2	ml			1	Pre-filled syringe					1 Pre-filled syringe of 0.2 ml
8064	0.3	ml			1	Pre-filled syringe					1 Pre-filled syringe of 0.3 ml
8065	0.4	ml			1	Pre-filled syringe					1 Pre-filled syringe of 0.4 ml
8066	0.5	ml			1	Pre-filled syringe					1 Pre-filled syringe of 0.5 ml
8067	60	Pill									60 Pills
8068	50	g									50 g
8069	5	Pill									5 Pills
8070	28	Pill									28 Pills
8075	1477	ml									1477 ml
8076	1448	ml									1448 ml
8081	30	g									30 g
8082	50	ml			1	vial					1 vial of 50 ml
8083	2	ml			4	Pre-filled pen					4 Prefilled pens of 0.5 ml each
8084	2	ml			4	Pre-filled pen					4 Prefilled pens of 0.5 ml each
8085	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
8087	15	ml			5	Pen					5 Pens of 3 ml each
8088	10	ml			1	vial					1 Vial of 10 ml 
8089	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
8090					10	vial					10 Vials
8092	100	ml			1	Bottle					Bottle of 100 ml
8093	0.5	ml			1	vial					1 Vial of 0.5 ml
8094	30	Pill									30 Pills
8095	30	Pill									30 Pills
8096	28	Pill									28 Pills
8098	6	Pill									6 Pills
8099	12	ml			12	Ampule					12 Ampules of 1 ml each
8100	20	ml			5	ampule					5 Ampules of 4 ml each
8101					5	vial					5 Vials
8102					5	vial					5 Vials
8103	60	Pill									60 Pills
8104	60	Pill									60 Pills
8105	60	Pill									60 Pills
8106	30	Pill									30 Pills
8107	10	ml			5	ampule					5 ampules of 2 ml each
8111	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
8112	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
8113	15	ml			5	Pen					5 Pens of 3 ml each
8118	30	Pill									30 Pills
8119	30	Pill									30 Pills
8120	20	Pill									20 Pills
8121	10	Pill									10 Pills
8125	14	Pill									14 Pills
8127	28	Pill									28 Pills
8128	28	Pill									28 Pills
8130	30	Pill									30 Pills
8131	30	Pill									30 Pills
8132	30	Pill									30 Pills
8133	30	Pill									30 Pills
8138	25	ml			5	ampule					5 ampules of 5 ml each
8141	50	Pill									50 Pills
8142					10	vial					10 Vials
8143					10	vial					10 Vials
8144	20	Pill									20 Pills
8145	10	ml			5	ampule					5 Ampules of 2 ml each
8147	120	dose									120 doses
8148	120	dose									120 doses
8149	120	dose									120 doses
8155	20	ml			10	vial					10  of 0.8 ml each
8156		g			30						30 g
8157	60	Pill									60 Pills
8158	30	Pill									30 Pills
8159	30	Pill									30 Pills
8165	60	ml			6	Packet / Sachet					6 Packets / Sachets of 10 ml each
8169	48	Pill									48 Pills
8173	30	Pill									30 Pills
8174	30	Pill									30 Pills
8175	4	Pill									4 Pills
8176	25	ml			5	ampule					5 Ampules of 5 ml each
8177	28	Pill									28 Pills
8181					1	vial					1 Vial
8183	180	Pill									180 Pills
8186	10	ml			1	vial	1	vial			1 vial with a vial of water
8187	5	ml			1	vial	1	vial			1 vial with a vial of water
8188	5	ml			1	vial					1 Vial of 5 ml
8189	10	ml			1	vial	1	pre-filled syringe 			1 vial and 1 prefilled syringe of 10 ml
8191	20	g									20 g
8192	20	g									20 g
8193		g			20						20 g
8194	100	Pill									100 Pills
8195	100	Pill									100 Pills
8196	100	Pill									100 Pills
8201	40	ml			1	vial					1 Vial of 40 ml
8202					4	Pre-filled syringe					4 Pre-Filled Syringes
8203	30	Pill									30 Pills
8204	30	Pill									30 Pills
8210	30	Pill									30 Pills
8214	4	Pill									4 Pills
8215	4	Pill									4 Pills
8216	30	Pill									30 Pills
8217	30	Pill									30 Pills
8222	20	Pill									20 Pills
8223	56	Pill									56 Pills
8224	200	ml			100	vial					100 vials of 2 ml each
8225	80	g									80 g equal to 64 doses
8226	15	Pill									15 Pills
8227	50	ml									50 ml
8230	100	ml			10	ampule					10 Ampules of 10 ml each
8231	30	Pill									30 Pills
8232	28	Pill									28 Pills
8233	28	Pill									28 Pills
8234	28	Pill									28 Pills
8235	28	Pill									28 Pills
8236	2 - 1	ml - ml			2	ampule					(3x2ml) (3x1ml)
8237	20	Pill									20 Pills
8239	4	ml			1	vial					1 Vial of 4 ml
8240	14	Pill									14 Pills
8241	28	Pill									28 Pills
8242	60	Pill									60 Pills
8243	60	Pill									60 Pills
8244	60	Pill									60 Pills
8245	30	Pill									30 Pills
8246	200	ml			20	Ampule					20 ampules of 10 ml each
8249	50	ml			50	ampule					50 ampules of 1 ml each
8250		ml			120						120 ml 
8251		ml			1000						1000 ml 
8252	30	ml			1	vial					1 Vial of 30 ml
8253	28	Pill									28 Pills
8254	200	ml			100	vial	100	ampule			100 vials and 100 ampules of 2 ml each
8255	15	Pill									15 Pills
8256	15	Pill									15 Pills
8260	30	Pill									30 Pills
8261	30	Pill									30 Pills
8262	30	Pill									30 Pills
8263	30	Pill									30 Pills
8264	30	Pill									30 Pills
8269	21	Pill									21 Pills
8270	20	Pill									20 Pills
8272	1	ml			1	ampule					1 Ampule of 1 ml
8273	20	g									20 g
8274		g			60	pack					1 pack of 60 g
8275		g			180	pack					3 packs of 60 g each
8278	28	Pill									28 Pills
8279	20	ml			10	ampule					10 ampules of 2 ml each
8281					1	vial					1 Vial
8284	20	ml									20 ml 
8285					2	vial					2 Vials
8286	5	ml			1	vial					1 Vial of 5 ml 
8287					16	Packet / Sachet					16 Packet / Sachets
8288	10	Pill									10 Pills
8289	5	ml			1	vial					1 Vial of 5 ml
8290	60	Pill									60 Pills
8292	5	Pill									5 Pills
8299	30	Pill									30 Pills
8300	30	Pill									30 Pills
8301	21	Pill									21 Pills
8302	28	Pill									28 Pills
8304	30	Pill									30 Pills
8306	30	Pill									30 Pills
8307	30	Pill									30 Pills
8308	10	Pill									10 Pills
8309	10	Pill									10 Pills
8312	30	Pill									30 Pills
8313	30	Pill									30 Pills
8314	25	g									25 g
8315					1	vial	1	vial			1 vial and 1 vial of solvent
8316	28	Pill									28 Pills
8317	28	Pill									28 Pills
8318	28	Pill									28 Pills
8319					60	Packet / Sachet					60 Packet / Sachets
8320					60	Packet / Sachet					60 Packet / Sachets
8321					50	Packet / Sachet					50 Packet / Sachets
8322	20	Pill									20 Pills
8323	5	g									5 g
8324	15	g									15 g
8325					30	non stated					30 Non Stated
8326					30	non stated					30 Non Stated
8329	150	ml									150 ml
8331	10	ml			1	vial					1 Vial of 10 ml
8332	4	ml			1	vial					1 Vial of 4 ml
8333	30	Pill									30 Pills
8338	28	Pill									28 Pills
8339	60	Pill									60 Pills
8340	10	Pill									10 Pills
8341	15	Pill									15 Pills
8342	30	Pill									30 Pills
8343	30	Pill									30 Pills
8345	50	Pill									50 Pills
8346	20	Pill									20 Pills
8347	7	Pill									7 Pills
8348	28	Pill									28 Pills
8349	28	Pill									28 Pills
8350	28	Pill									28 Pills
8351	28	Pill									28 Pills
8352	28	Pill									28 Pills
8353	30	Pill									30 Pills
8354	30	Pill									30 Pills
8357	30	Pill									30 Pills
8360	10	g									10 g
8362	120	dose									120 doses
8363	5	g									5 g
8364	30	Pill									30 Pills
8365		g			500						500 g
8366	40	Pill									40 Pills
8368	1	ml			1	vial					1 Vial of 1 ml
8372	5000	ml			50	Bag					50 bags of 100 ml each
8373	30	Pill									30 Pills
8374	20	ml			10	non stated					10 non stated of 2 ml each
8377	30	Pill									30 Pills
8378	16	Pill									16 Pills
8379	16	Pill									16 Pills
8380		ml			30						30 ml
8381		g			30						30 g
8382	30	Pill									30 Pills
8383	60	Pill									30 Pills
8384	30	Pill									30 Pills
8385	60	Pill									60 Pills
8386	30	Pill									30 Pills
8387	60	Pill									60 Pills
8388	30	Pill									30 Pills
8389	60	Pill									60 Pills
8390	60	Pill									60 Pills
8394	60	dose									60 doses 
8395	60	dose									60 doses
8396	60	dose									60 doses
8397	20	Pill									20 Pills
8398					1	vial					1 Vial
8399	2	ml			1	vial					1 vial of 2 ml
8402	1000	ml			10	vial					10 vials of 100 ml each
8403	30	Pill									30 Pills
8404	14	Pill									14 Pills
8405	120	ml									120 ml 
8406	10	Pill									10 Pills
8407					28	Packet / Sachet					28 Packets / Sachets
8408	56	Pill									56 Pills
8409	500	ml									500 ml 
8410	30	Pill									30 Pills
8411		g			50						50 g
8412					1	vial					1 Vial
8413	4.5	ml			3	Pre-filled pen					3 Prefilled pens of 1.5 ml each
8414	7.5	ml			5	Pre-filled pen					5 Prefilled pens of 1.5 ml each
8418	12	ml									12 ml
8419	30	Pill									30 Pills
8420	30	Pill									30 Pills
8421	50	ml			5	vial					5 vials of 10 ml each
8422	60	Pill									60 Pills
8423	100	ml			20	Ampule					20 ampules of 5 ml each
8424	100	ml									100 ml
8425					1	vial	1	ampule			1 vial and 1 ampule of solvant
8428	50	ml			1	vial					1 Vial of 50 ml
8433	20	Pill									20 Pills
8435	50	ml			20	non stated					20 non stated of 2.5 ml each
8436	5	ml			5	ampule					5 Ampules of 1 ml each
8437	15	ml			5	ampule					5 Ampules of 3 ml each
8438	50	Pill									50 Pills
8441					2	Pre-filled pen					2 Pre-Filled Pens
8443	15	ml									15 ml 
8444	50	ml									50 ml 
8445	28	Pill									28 Pills
8446	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
8447	28	Pill									28 Pills
8448	28	Pill									28 Pills
8449	56	Pill									56 Pills
8451		ml			60						60 ml
8452	1	ml			1	non stated					1 non stated of 0.5 ml
8453	0.5	ml			1	non stated					1 non stated of 0.5 ml
8454	0.5	ml									0.5 ml
8455	0.5	ml									0.5 ml
8456	6	ml			1	vial					1 vial of 6 ml 
8457	3	ml			1	vial					1 Vial of 3 ml 
8458	200	ml			1	Bag					1 bag of 200 ml
8459	150	Pill									150 Pills
8460	4	dose			4	Pre-filled syringe					4 prefilled syringes of 1 dose each
8461	30	g									30 g
8462	30	Pill									30 Pills
8463	30	Pill									30 Pills
8464	30	Pill									30 Pills
8466	30	Pill									30 Pills
8467	30	Pill									30 Pills
8468	30	Pill									30 Pills
8469	30	Pill									30 Pills
8470	30	Pill									30 Pills
8471	30	Pill									30 Pills
8472	30	Pill									30 Pills
8473	10	Pill									10 Pills
8474	30	Pill									30 Pills
8475	15	Pill									15 Pills
8477					20	Packet / Sachet					20 Packet / Sachets
8478	5	ml			1	vial					1 Vial of 5 ml
8479	120	Pill									120 Pills
8480	1	Pill									1 Pill
8481	60	Pill									60 Pills
8482	60	Pill									60 Pills
8483	60	Pill									60 Pills
8484	60	Pill									60 Pills
8485	30	Pill									30 Pills
8486	30	Pill									30 Pills
8487	10	ml			1	vial					1 Vial of 10 ml
8488	20	ml			1	vial					1 Vial of 20 ml
8489	60	Pill									60 Pills
8491					30	non stated					30 Non Stated
8492	10	ml			1	vial					1 Vial of 10 ml
8493	10	ml			1	vial					1 Vial of 10 ml
8496	10	ml			1	vial					1 Vial of 10 ml 
8497	10	ml			1	vial					1 vial of 10 ml
8498					1	vial					1 Vial
8499					1	vial					1 Vial
8502	5	ml									5 ml 
8503	10	ml			1	vial					1 Vial of 10 ml
8504	20	ml			1	vial					1 Vial of 20 ml
8506	120	Pill									120 Pills
8507	504	Pill									504 Pills
8508	20	Pill									20 Pills
8509	30	Pill									30 Pills
8510	30	Pill									30 Pills
8512	30	Pill									30 Pills
8513	30	Pill									30 Pills
8514	30	Pill									30 Pills
8515	100	Pill									100 Pills
8516	100	Pill									100 Pills
8517	100	Pill									100 Pills
8518					10	vial					10 Vials
8519					10	vial					10 Vials
8520	21	Pill									21 Pills
8521	21	Pill									21 Pills
8522	21	Pill									21 Pills
8524	60	Pill									60 Pills
8525	60	Pill									60 Pills
8526	30	Pill									30 Pills
8527					1	vial					1 Vial
8528	10	ml				Ampule					1 ampule of 10 ml solvant with powder
8529	100	ml			10	ampule					10 Ampules of 10 ml each
8530	28	Pill									28 Pills
8531	4	Pill									4 Pills
8532	1	Pill									1 Pill
8534	56	Pill									56 Pills
8535	56	Pill									56 Pills
8541	1	ml			1	Pre-filled pen					1 prefilled pen of 1 ml
8542	2	ml			2	Pre-filled pen					2 prefilled pen of 1 ml each
8543	60	dose									60 puffs
8544	30	Pill									30 Pills
8546	200	ml			20	Ampule					20 ampules of 10 ml each
8547	100	Pill									100 Pills
8548	30	Pill									30 Pills
8551	1	Pill									1 Pill
8553	14	Pill									14 Pills
8556	30	Pill									30 Pills
8558					1 	pre-filled syringe 	1	pre-filled syringe 			1powder vial, 1prefilled syringe, 1butterfly needle, 2alcohol swabs, 1vial adapter
8559	10	ml			5	non stated					5 non stated of 2 ml each
8560		g			30						30 g
8561	100	Pill									100 Pills
8562	100	Pill									100 Pills
8563		g			30						30 g
8565	2	ml			1	Ampule					1 Ampule of 2 ml
8566	125	ml			25	ampule					25 ampules of 5 ml each
8569	30	Pill									30 Pills
8570	30	Pill									30 Pills
8571	30	Pill									30 Pills
8572	30	Pill									30 Pills
8573	30	Pill									30 Pills
8575	20	Pill									20 Pills
8577		ml			10	Non stated					10 non stated, of 1 ml each
8578					10	ampule					10 Ampules
8579	30	Pill									30 Pills
8580	30	Pill									30 Pills
8581	30	Pill									30 Pills
8582	30	Pill									30 Pills
8584	30	Pill									30 Pills
8585	30	Pill									30 Pills
8586	10	ml									10 ml
8587	10	ml			10	ampule					10 ampules of 1 ml each
8588	28	Pill									28 Pills
8589	30	Pill									30 Pills
8590	40	ml			10	ampule					10 ampules of 4 ml each
8593		Pill			30						30 Pills
8594	2.5	ml									2.5 ml 
8596	20	g									20 g
8597	10	Pill									10 Pills
8603	30	Pill									30 Pills
8605					1	Pre-filled syringe					1 Pre-Filled Syringe
8606	1.25	ml			1	Pre-filled syringe					1 Pre-filled syringe of 1.25 ml
8607	1.5	ml			1	Pre-filled syringe					1 Pre-filled syringe of 1.5 ml
8608	10	ml			10	vial					10 vials of 1 ml each
8609					1	Vial					1 Vial
8610	15	ml			5	ampule					5 ampules of 3 ml each
8613	2	Pill									2 Pills
8616	30	Pill									30 Pills
8617	10	Pill									10 Pills
8620	12	Pill									12 Pills
8621	12	Pill									12 Pills
8622		Pill			21						21 Pills
8628	30	Pill									30 Pills
8633	10	ml									10 ml 
8634	20	Pill									20 Pills
8635	75	ml									75 ml 
8637	15	Pill									15 Pills
8638	15	Pill									15 Pills
8639					25	vial					25 Vials
8640					25	vial					25 Vials
8641	25	ml			5	ampule					5 ampules of 5 ml each
8643	10	Pill									10 Pills
8644	30	Pill									30 Pills
8649	60	Pill									60 Pills
8650	60	Pill									60 Pills
8651	100	ml									100 ml
8652		g			30						30 g
8653	24	Pill									24 Pills
8654	24	Pill									24 Pills
8655	24	Pill									24 Pills
8656	30	Pill									30 Pills
8657	20	Pill									20 Pills
8658	10	Pill									10 Pills
8659	10	Pill									10 Pills
8660	30	Pill									30 Pills
8661	200	ml			50	ampule					50 ampules of 4 ml each
8662	175	ml			50	ampule					50 ampules of 3.5 ml each
8663	100	ml			50	ampule					50 ampules of 2 ml each
8664	12	Pill									12 Pills
8669	30	Pill									30 Pills
8670	30	Pill									30 Pills
8671	30	Pill									30 Pills
8672	12.5	ml			25	non stated					25 single doses with 0.5 ml each
8673					1	vial					1 Vial
8674					1	vial					1 Vial
8675	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
8680	60	Pill									60 Pills
8681	60	Pill									60 Pills
8682	60	Pill									60 Pills
8683	60	Pill									60 Pills
8684		Pill			63						63 Pills
8685	15	Pill									15 Pills
8686	30	Pill									30 Pills
8687	30	Pill									30 Pills
8688	30	Pill									30 Pills
8689	10	ml			5	ampule					5 Ampules of 2 ml each
8690	20	ml			5	ampule					5 Ampules of 4 ml each
8692	20	Pill									20 Pills
8695	4	Pill									4 Pills
8701	1.5	ml			1	vial	1	vial			1 vial and 1 vial of 1.5 ml
8704	90	Pill									90 Pills
8705	90	Pill									90 Pills
8706					1	vial					1 Vial
8707	30	ml			10	ampule					10 ampules of 3 ml each
8708	90	ml									90 ml
8709	16	Pill									16 Pills
8710	30	Pill									30 Pills
8711	30	Pill									30 Pills
8712	12	Pill									12 Pills
8713	5	Pill			1	Packet / Sachet					1 Packet / Sachet of 5 pills
8714	5	Pill			1	Packet / Sachet					1 Packet / Sachet of 5 pills
8715	5	Pill			1	Packet / Sachet					1 Packet / Sachet of 5 pills
8719	30	Pill									30 Pills
8720	30	Pill									30 Pills
8721	28	Pill									28 Pills
8722	28	Pill									28 Pills
8723	28	Pill									28 Pills
8724		Pill			30						30 Pills
8725		Pill			30						30 Pills
8726	10	ml									10 ml
8728	25	ml			5	Ampule					5 Ampules of 5 ml each
8729	25	ml			5	Ampule					5 Ampules of 5 ml each
8731					1	Pack					1 Pack
8732					1	Pack					1 Pack
8733	20	ml			1	vial					1 Vial of 20 ml
8734	1	ml			1	vial					1 Vial of 1 ml
8735	4	ml			1	vial					1 Vial of 4 ml
8736	20	ml			1	vial					1 vial of 20 ml
8737	0.5	ml			1	syringe					1 syringe of 0.5 ml
8738	10	Pill									10 Pills
8739	7	Pill									7 Pills
8740	7	Pill									7 Pills
8741	30	Pill									30 Pills
8742	50	g				Tube					1 tube of 50 g
8743	90	ml			50	Cartridge					50 cartridges of 1.8 ml each
8744	2	ml			1	vial	1	ampule			1 vial and 1 ampule of 2 ml
8745					6	ampule					6 Ampules
8746	3	ml			3	ampule 	3	ampule			3 ampules and 3 ampules of solvent
8747	3	ml			3	ampule 	3	ampule			3 ampules and 3 ampules of solvent
8748	30	g									30 g 
8751	40	ml			10	ampule					10 ampules of 4 ml each
8753	30	Pill									30 Pills
8754	30	Pill									30 Pills
8756	50ml	ml									50 ml
8757		g			55						55 g
8758	100	ml			10	Non stated					10 non stated of 10 ml each
8759	10	Pill									10 Pills
8760	20	Pill									20 Pills
8761	25	g									25 g 
8763	10	Pill									10 Pills
8764	30	Pill									30 Pills
8765	30	Pill									30 Pills
8766	30	Pill									30 Pills
8767	30	Pill									30 Pills
8768	30	Pill									30 Pills
8769	30	Pill									30 Pills
8773					10	vial					10 Vials
8774					10	vial					10 Vials
8775	100	Pill									100 Pills
8777	4	Pill									4 Pills
8778	4	Pill									4 Pills
8779	80	g									80 g 
8782	40	ml			20	non stated					20 non stated of 2 ml each
8783	20	Pill									20 Pills
8785	1	Pill									1 Pill
8786					10	vial					10 Vials
8787					10	vial					10 Vials
8788					1	Pre-filled syringe					1 Pre-Filled Syringe
8789	28	Pill									28 Pills
8790	28	Pill									28 Pills
8791	30	Pill									30 Pills
8792	30	Pill									30 Pills
8793	30	Pill									30 Pills
8794	20	Pill									20 Pills
8796	28	Pill									28 Pills
8797	56	Pill									56 Pills
8800	40	ml			20	non stated					20 non stated of 2 ml each
8804	1	ml			1	vial					1 Vial of 1 ml
8805	45	ml			1	vial					1 Vial of 45 ml
8806	15	ml			1	vial					1 Vial of 15 ml
8807	15	g									15 g
8809	60	Pill									60 Pills
8810	60	Pill									60 Pills
8811	60	Pill									60 Pills
8812	20	Pill									20 Pills
8814	20	g									20 g
8815	28	Pill									28 Pills
8816	28	Pill									28 Pills
8817	28	Pill									28 Pills
8818	28	Pill									28 Pills
8819	28	Pill									28 Pills
8820	14	Pill									14 Pills
8822	20	Pill									20 Pills
8823	14	Pill									14 Pills
8824	14	Pill									14 Pills
8825	28	Pill									28 Pills
8826	100	ml			10	ampule					10 Ampules of 10 ml each
8827	30	Pill									30 Pills
8828	30	Pill									30 Pills
8829	30	Pill									30 Pills
8830	28	Pill									28 Pills
8831	28	Pill									28 Pills
