Code,DrugName
L02AE04,GONAPEPTYL
L02AE04,GONAPEPTYL CR
G03GA02,MENOPUR
L02AE03,ZOLADEX LA
L02BG03,ZORTEX
C09BA04,BI-PRETERAX ARGININE
C09BA04,PRETERAX ARGININE
J01FA10,ZETRON
N06AB10,CITADEP E-10
R01AD09,METASPRAY
R03BB04,TIOVA-T
J01DH51,CILANEM
R03BB04,SPIRIVA RESPIMAT
J01CR02,CURAM IV
G04CB01,PROSCAR
A04AA01,ONDANSETRON RENAUDIN
R06AX,FRENALER CORT
R06AX,FRENALER CORT
J01DE01,CEFIPEX 500 BENTA
J01DE01,CEFIPEX 1000 BENTA
N02AB03,DUROGESIC
N02AB03,DUROGESIC
A11CC05,PEDIAVIT D
A12AX,CI-CAL+D
C09AA05,APO-RAMIPRIL
C09AA05,APO-RAMIPRIL
N01AB06,ISOFLURANE HIKMA
N06AB06,SOLOTIK
J07BC02,AVAXIM PEDIATRIQUE (vaccin inactivé de l'hépatite A adsorbé)
L01BB05,FLUDARABIN EBEWE
L01BC05,GEMCITABIN EBEWE
L01BC05,GEMCITABIN EBEWE
M03BX04,MYDOCALM
N07BC01,BUPRENORPHINE ARROW
N07BC01,BUPRENORPHINE ARROW
N07BC01,BUPRENORPHINE ARROW
R06AX13,LORADAD
A10BA02,GLUCOPHAGE XR
J01MA12,LEVOFLOXACIN NORMON
C08CA01,LOTENSE
J01DD08,WINEX
J01DD08,WINEX
L02BB03,CASODEX
L01XX02,ERWINASE
J01XA02,TARGOCID
N06DA03,EXELON TRANSDERMAL PATCH 5
N06DA03,EXELON TRANSDERMAL PATCH 10
A11DB,TRILAGAVIT
J01DD04,TRIAXONE
J01DD02,NEGACEF
J01CA04,JULPHAMOX
A01AD11,PYRALVEX
S02DC,WAXSOL
C09BB02,ZANIPRESS
C09BB02,ZANIPRESS
J07CA02,"TETRAXIM (Vaccin Diphterique, tetanique, coquelucheux acellulaire et Poliomyelitique inactivé adsorbé)"
M01AE01,BRUFEN
M01AE01,BRUFEN
C04AD03,APO-PENTOXIFYLLINE SR
H05AA02,FORTEO
L01EA01,GLIMATINIB BENTA
A10BJ02,VICTOZA
J05AH02,FLUMIVIR
C10AA07,SINLIP
J01DD08,FIXIM
A11CC05,EURO D 10000 IU
L01BC06,CAPEDA
N02BE01,PARACETAMOL PANPHARMA
N02BE01,PARACETAMOL PANPHARMA
A10BD07,JANUMET
A10BD07,JANUMET
J01DC02,CEFORA
B01AC04,CLODOR
M05BB03,FOSAVANCE
L01BC05,GEMCITABINE THYMOORGAN
R05X,ACTISOUFRE
J05AR10,LOPIMUNE
D06BB10,ALDARA
N05AH03,PREXAL 10
N05AH03,PREXAL 5
M01AE01,ADVIL LIQUI-GELS
J06BA02,SANDOGLOBULIN LIQUID
J06BA02,SANDOGLOBULIN LIQUID
J06BA02,SANDOGLOBULIN LIQUID
M05BA07,OSTERAL
G04BD06,MICTONORM
N05AH04,SEROQUEL XR
N05AH04,SEROQUEL XR
L01BC05,GEMCITABINE THYMOORGAN
N06DX01,EBIXA
N05AX08,PMS-RISPERIDONE
N04BC05,SIFROL ER
N04BC05,SIFROL ER
N04BC05,SIFROL ER
A10BD02,GLIMARYL XR 2/500
C10AB05,NANOFIB
C09DA07,TELMICARD 80 PLUS
N06AB10,CITOLES
N03AX09,LAMOTRIGINE NORMON
N03AX09,LAMOTRIGINE NORMON
N03AX09,LAMOTRIGINE NORMON
J01DC02,NORMOCEF
J01MA12,LEVOXIN
P01AB01,METRIS
L01XA03,OXALIPLATIN HOSPIRA
L01XA03,OXALIPLATIN HOSPIRA
A10AD04,HUMALOG MIX 50 KWIKPEN
A10AD04,HUMALOG MIX 25 KWIKPEN
A10AB04,HUMALOG KWIKPEN
A10AD05,NOVOMIX 50
A10BD02,GLUCOVANCE
H01CB02,SANDOSTATIN LAR
H01CB02,SANDOSTATIN LAR
C10AB05,FENOSUP LIDOSE
R05CB06,MUCOVIC FORTE
V01AA,STALORAL
V01AA,STALORAL
C10AA05,LIPODAR
L01CD02,DOCETAXEL EBEWE
L01CD02,DOCETAXEL EBEWE
N06AX16,DEFAXINE
C05CA05,VENOSMIL
R01BA52,HUMEX RHUME
C09BB04,COVERAM
C09BB04,COVERAM
C09BB04,COVERAM
C09BB04,COVERAM
S01CA,ZYLET
L01XA02,MEGAPLATIN
L02BB03,BICAMIDE
R03AC18,ONBREZ BREEZHALER
M05BA08,ZOLEDRONIC ACID HIKMA
N03AX16,GABRIKA 300
L01EG02,AFINITOR
L04AC07,ACTEMRA
L04AC07,ACTEMRA
L04AC07,ACTEMRA
J01CR02,AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA
N02BE01,PARACETAMOL NORMON
L01BC05,GEMCITABINE
L01BC05,GEMCITABINE
A02BC02,GASTROPAN
A02BC02,GASTROPAN
R05CB01,FLUIMUCIL
R05CB01,FLUIMUCIL MUCOLYTIC
M01AE01,SPIDIFEN
R01AB08,RINOFLUIMUCIL
J01XX01,MONUROL
R03BA08,CICLOHALE INHALER
R03BA08,CICLOHALE INHALER
A10BB12,JOSWE GLEMAX 2
A10BB12,JOSWE GLEMAX 3
A10BB12,JOSWE GLEMAX 4
J01MA02,CIPROLON 200
J01MA02,CIPROFLOXACINE PANPHARMA
N03AX09,LAMICTAL
J01DC02,ZINNAT
A10BA02,BROT
R03AC02,ASTHALIN
J07BH01,"ROTATEQ ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT"
C07AB07,APO-BISOPROLOL
D08AG02,BETADINE ANTISEPTIC SOLUTION
L01CX01,YONDELIS
C07AB07,B-COR 2.5
N05AX08,RESPAL 1
A10BG03,ACTOS
N01AH03,SUFENTANIL RENAUDIN
N01AH03,SUFENTANIL RENAUDIN
J01DC02,"CEFUROXIME – PANPHARMA
POUDRE POUR SOLUTION INJ. IM/IV"
J01FA09,CLARIDAR DAR AL DAWA
N06AB06,SERTINE
N07CA01,VERTINEX
R03DC03,LEUKOTRIS
R03DC03,LEUKOTRIS
L02BB03,CASODEX
G04BE08,CIALIS
G04BD06,MICTONORM XL
R01AD12,AVAMYS
J01FA10,APO-AZITHROMYCIN Z
B01AC04,APO-CLOPIDOGREL
G04CA01,APO-ALFUZOSIN
R03AK07,SYMBICORT
G03DA04,PROGESTOGEL
J02AC01,FUNZOL 50
R06AX26,FENADEX 180
C10AA05,TORVACOL 40
B02BD02,FACTANE
B02BD02,FACTANE
N06AX22,VALDOXAN
A02BC02,GASTROPAN
A03FA03,DOMIDONE CHAPHA SUGAR FREE
N06AB05,APO-PAROXETINE
J07AL02,SYNFLORIX
N06AB05,PMS-PAROXETINE
N03AX16,LYRICA
N03AX16,LYRICA
J01DC02,ZINNAT
R06AE07,CETALLERG
D07CC01,ZETA-CORT
C09DA06,BLOPRESS PLUS 8MG
C09DA06,BLOPRESS PLUS 16MG
J01CR02,AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA
A02BC01,OMEPRAL
A02BC01,OMEPRAL
D07AC13,METASONE
H02AB06,PREDALONE
G04CA02,TALUSIN
J02AC01,FLUZAN
A10BA02,DIANORM XR 750
J01FA09,CLARIDAR DAR AL DAWA
R05CB13,PULMOZYME
M02AA31,ROXONIN
L04AX04,REVLIMID
L04AX04,REVLIMID
L04AX04,REVLIMID
L04AX04,REVLIMID
J01MA12,MATADOR
N02BG06,ACUPAN
M01AH05,ARCOXIA
M01AH05,ARCOXIA
M01AH05,ARCOXIA
B01AC04,PLAVIX 75
R03AK08,INUVER
R06AX26,FEXINE CIPLA-120
R06AX26,FEXINE CIPLA-180
R03CC02,LEVOLIN INHALER
N06DA02,ALZEPIL
N06DA02,ALZEPIL
C10AA05,APO-ATORVASTATIN
C10AA05,APO-ATORVASTATIN
C10AA05,APO-ATORVASTATIN
L02BB03,APO-BICALUTAMIDE
D11AX01,MINOXIDIL BAILLEUL
R03AL02,DUOLIN RESPULES
N03AX09,PMS-LAMOTRIGINE
C10AA08,LIVAZO
C10AA08,LIVAZO
N05AX08,RESPIROX
N05AX08,RESPIROX
N05AX08,RESPIROX
L01FG01,AVASTIN
L01FG01,AVASTIN
R06AB54,HUMEXLIB PARACETAMOL CHLORPHENAMINE
M02AC,MOBILAT N
M02AC,MOBILAT N
R03BB01,IPRAVENT
G04BE08,TAGRA 20
J01DD08,WINEX
R03AK06,SEROFLO-S 100
R03AK06,SEROFLO-S 500
R03AK06,SEROFLO-S 250
R03AK06,SEROFLO-S 500
R03AK06,SEROFLO-S 250
C10AA05,TOVAST
C10AA05,TOVAST
C10AA05,TOVAST
A10BB09,DIAMICRON MR
J01CR05,PIPERACILINA/TAZOBACTAM SALA
J01MA12,MATADOR
D11AX01,HAIRGROW
A02BC02,PANTOMAX
A02BC02,PANTOMAX
A02BC02,PANTOMAX
A02BC02,PANTOMAX
R03AK07,FORACORT 160
R03BA02,BUDECORT 200
L01CA05,JAVLOR
L01CA05,JAVLOR
G04BE08,CIALIS
N03AX16,PLENICA
G01AA51,POLYGYNAX
J01GB06,AMIKACIN SULPHATE
A02BC05,NEXIUM
G01AC05,FLUOMIZIN
S01EE03,LUMIGAN
C10AA05,LIPONORM
V06DD,KETOSTERIL
A11JC,CYSTINE B6 BAILLEUL
N06BX06,SOMAZINA
L04AA24,ORENCIA
A03FA03,PROKININ
L01BA01,METHOTREXAT EBEWE
L01EA03,TASIGNA
B03XA01,HEMAX
A02BC01,GASTRAZOLE
G01AX,ENTEROGERMINA 
J01XX08,LINESPAN 600MG
J01XX08,LINESPAN 200MG
R03BA02,BUDECORT
B01AC04,CERUVIN
A10BA02,GLUCOPHAGE XR
D03BA,SERODASE
C09CA04,ZIOREL
C09CA04,ZIOREL
C09DA04,ZIOREL PLUS
C09DA04,ZIOREL PLUS
L02BX02,FIRMAGON
L02BX02,FIRMAGON
A02BC01,GASTRISEC
L02BG04,FEMAPLEX
R06AX27,ORADUS
L01EB01,IRESSA
B03AC,FERINJECT
D10AF01,CLINIMYCIN T
N03AX12,NURONA
N03AX12,NURONA
R03DC03,LUKAST
M01AE03,BI-PROFENID LP
R03AC13,FORATEC-F ROTACAPS
J01CR02,AUGMENTIN ES
M01AE03,PROFEMIGR
A07EC02,PENTASA
J01DH51,IMIPENEM-CILASTATIN LABATEC
A08AB01,ELIZA 120
N06AB10,ZELAX 10
A11CC03,ONE-ALPHA
C09BA04,BI-PRETERAX ARGININE
A02BC05,EXONAR
A02BC05,EXONAR
B01AC04,ANTIPLEX
A12BA02,UROKIT
A10BA02,SIOFOR
N03AX11,TOPIRATE 50 BENTA
N03AX11,TOPIRATE 100 BENTA
J01DB04,HIKMA CEFAZOLIN
G03AA12,YAZ
A08AB01,LESSFAT
A08AB01,LESSFAT
J01CR05,PIPERACILLIN/TAZOBACTAM SANDOZ
G04BC,URISODA
R03DC03,MOTRINEX
N05AH03,ZYPREXA VELOTAB
N05AH03,ZYPREXA VELOTAB
J06BA02,GAMUNEX-C
M01AB55,DICLO-NEUROBION
C10AA07,ROSUCOR
C10AA07,ROSUCOR
C10AA07,ROSUCOR
L03AA02,ZARZIO
L03AA02,ZARZIO
L04AA27,GILENYA
J01MA02,BACTALL 500
C07AB07,CARDIOSAFE 5
C07AB07,CARDIOSAFE 10
M01AE01,DOLORAZ 400
N03AX12,GABANET 300
N03AX12,GABANET 400
M01AC06,OXIMAL 7.5
M01AC06,OXIMAL 15
L02AE02,LEUPRO-SANDOZ
L02AE02,LEUPRO-SANDOZ
M01AB05,REMETHAN
J01XA01,VANCOMYCIN HIKMA
J01XA01,VANCOMYCIN HIKMA
N03AX12,PMS-GABAPENTIN
L01XA03,OXALTIE
L01XA03,OXALTIE
N03AX12,PMS-GABAPENTIN
L03AB07,REBIF
D10AF01,MEDACIN T
D10AF05,NADOXIN
C07BB12,NEBILET PLUS
C07BB12,NEBILET PLUS
C09AA05,"APO-RAMIPRIL
"
C10AA07,CRESULIP 10
C10AA07,CRESULIP 20
G04CA04,SILOSIN
G04CA04,SILOSIN
N02BE01,DOLIPRANE
J01CR02,MEGAMOX-JPI
G04B,FONCITRIL 4000
A05AX,VIBTIL
C10AA05,LORVAST
C10AA05,LORVAST
C10AA05,LORVAST
N06AB10,ZELAX 20
N03AX11,TOPIRATE 200 BENTA
S01CA01,NETILDEX
J01XA01,VANCOMYCIN HYDROCHLORIDE FOR INJ USP
J01XA01,VANCOMYCIN HYDROCHLORIDE FOR INJ USP
V07AB01,WATER FOR INJECTIONS BP
D02AC,DEXERYL
B03XA01,BINOCRIT
B03XA01,BINOCRIT
B03XA01,BINOCRIT
N02AJ13,MOLCET
A08AB01,ELIZA 60
A04AA01,EMISTOP
L01XA03,OXALIPLATINE MYLAN 5MG/ML
L01XA03,OXALIPLATINE MYLAN 5MG/ML
D01AE15,TERAFAN
N07CA01,VERTINEX
R06AX27,DELINE
N06AB04,LECITAL 20
D10AF01,MEDACIN T
L01BC06,XELODA
N02BE01,TYLENOL
N02BE01,TYLENOL
N02BE01,TYLENOL
A02BC04,REBACIP 20
D10AF05,NADIXA
G04BD09,SPASMEX
D11AX01,MINOXIDIL BAILLEUL
J01FF01,CLINDAMYCIN VIANEX BA FREE
L01XA02,CARBOPLATIN VIANEX
J01XA01,VOXIN
C08CA01,AMLORINE 10
A02BC01,REMEPRAZOLE 20
C10AB04,ANTALIP 600
J01FA09,CLAREM 500
L01CD02,DOCETAXEL HOSPIRA
L01CD02,DOCETAXEL HOSPIRA
L01CD02,DOCETAXEL HOSPIRA
G01AX,ENTEROGERMINA 
G01AX,ENTEROGERMINA 
J01DC10,CEFPROZ 250
N01BB01,BUPICAN HEAVY
L01DB03,EPIRUBICINE THYMOORGAN
P02CA03,ZENTEL
A10BB12,JOSWE GLEMAX 6
A02BC04,RAZOLE 10
A02BC04,RAZOLE 20
C04AX21,NAFTILUX 
B03XA01,EPOTEX 4000 BENTA
J05AH01,RELENZA
J05AR03,TENVOR-EM
J05AR06,VIRADAY-V
J07AJ51,BOOSTRIX
D01AC13,FONGAMIL
L01XA03,OXALIPLATIN EBEWE
L01XA03,OXALIPLATIN EBEWE
J01CR02,MEGAMOX-JPI
A06AB58,PICOPREP
J01XX08,ZYVOX IV
C09DB04,TWYNSTA
C09DB04,TWYNSTA
L01CE02,IRINOTECAN THYMOORGAN
L01CE02,IRINOTECAN THYMOORGAN
J01DD02,CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS
J07AX,BRONCHO-VAXOM CHILDREN
J07AX,BRONCHO-VAXOM ADULTS
L03AB07,REBIF
L01XA02,CARBOPLATINE MYLAN 10MG/ML
G03GA30,PERGOVERIS
C08CA01,AMLORINE 5
J01MA17,KINODROX
R03AK13,BUTOSOL
J01CR05,PIPERACILLIN/TAZOBACTAM PANPHARMA
C09CA03,ARBITEN 80
C09DA03,ARBITEN PLUS 
C09AA05,ACURIL
C09AA05,ACURIL
M02AA13,DOLORAZ 
N02AJ06,ALGOCOD
N06BA04,CONCERTA
N06BA04,CONCERTA
N06BA04,CONCERTA
N06BA04,CONCERTA
A07FA02,YOMOGI
L01BC08,DACOGEN
J01DD02,CEFTAZIDIME PANPHARMA
J01DD08,CEFIXIME NEOCEF
J01DH02,ROPENEM 1000 BENTA
C07AB02,BETALOC ZOK
B01AC24,BRILINTA
B01AE07,PRADAXA
N03AX09,LAMICTAL LIQUI-TABS
N03AX09,LAMICTAL
N03AX09,LAMICTAL
J01DC04,CECLOR
J01DC04,CECLOR
L01XA02,CARBOPLATINE MYLAN 10MG/ML
V06DX,NUTRIFLEX LIPID PERIEMULSION
V06DX,NUTRIFLEX LIPID PERIEMULSION
V06DX,NUTRIFLEX LIPID PERIEMULSION
N01AX10,PROPOFOL-LIPURO
N01AX10,PROPOFOL-LIPURO
N06AB05,PARLOTIN
B02BD04,OCTANINE F
J01DH02,MEROPENEM LABATEC
B01AC04,CLOPI TAD
L02BG04,EMVIA
M05BA06,ADROMUX 
C07BB07,BISOHEXAL PLUS
G04BE08,RAVANA
G03AD02,ELLAONE
L01BB04,LITAK 10
L01DB01,CAELYX
N03AX12,NEUROPLEX
N03AX12,NEUROPLEX
A02BC02,PANTO TAD
C09DA03,CO-ANGINET
C09DA03,CO-ANGINET
C09DA03,CO-ANGINET
A08AB01,UNI-CAL
C09CA08,VOTUM
C09CA08,VOTUM
C09CA08,VOTUM
A12AX,OROCAL VITAMINE D3
H01BB03,PABAL
J07AH08,MENACTRA MENINGOCOCCAL POLYSACCHARIDE DIPHTERIA TOXOID CONJUGATE VACCINE
M01AB05,VOLTAREN 12.5
M01AB05,VOLTAREN 75
M01AB05,VOLTAREN D
N06AA04,ANAFRANIL SR
N06AA04,ANAFRANIL 25
M01AB05,VOLTAREN  25
M01AB05,VOLTAREN 100
M01AB05,VOLTAREN 50
M01AB05,VOLTAREN SR
M03BX01,LIORESAL 25
M03BX01,LIORESAL 10
N03AF01,TEGRETOL CR 400
N03AF01,TEGRETOL CR 200
C01DA02,NITRODERM TTS 5
M01AB05,CATAFLAM
J01DB01,KEFLEX
J01DB01,KEFLEX
J01DC04,CECLOR MR
J01DC04,CECLOR MR
N06AB05,SEROXAT
N06AB05,SEROXAT CR
N06AB05,SEROXAT CR
N03AF01,TEGRETOL 200
N06AA04,ANAFRANIL 10
L01DB03,EPIRUBICIN THYMOORGAN
N03AX12,GABATREX
N03AX12,GABATREX
N03AX12,GABATREX
M03BB53,PARAXONE-JPI
B01AB12,HIBOR
B01AB12,HIBOR
B01AB12,HIBOR
J06BA02,KIOVIG
J06BA02,KIOVIG
J07BH01,ROTARIX ORAL
N03AX12,APO-GABAPENTIN
N02BE01,PARACETAMOL PANPHARMA
N02BE01,PARACETAMOL PANPHARMA
M01AB05,VOLTFAST
M03AX01,NEURONOX
B01AC04,PLAVIX 75
L01CD01,PACLITAXEL MYLAN PHARMA 6MG/ML
L01CD01,PACLITAXEL MYLAN PHARMA 6MG/ML
L01CD01,PACLITAXEL MYLAN PHARMA 6MG/ML
L01DB03,EPIRUBICINE MYLAN 2MG/ML
L01DB03,EPIRUBICINE MYLAN 2MG/ML
L01XA01,CISPLATINE MYLAN 1MG/ML
L01XA01,CISPLATINE MYLAN 1MG/ML
B03AD03,FOLIFER
B03BB01,FOLICIL
M05BA03,PAMIDRONATE DISODIUM OMEGA
M01AG01,MEFEX
G03DB08,VISANNE
A02BC03,JOSWE LANZOTEC 30
A02BC03,JOSWE LANZOTEC 15
S01GX08,BRUNISTILL
M03BX02,SIRDALUD
M03BX02,SIRDALUD
N03AF02,TRILEPTAL
N03AF02,TRILEPTAL
N03AF02,TRILEPTAL
N03AF02,TRILEPTAL
C08CA05,NIFELAT 30 LA
C08CA05,NIFELAT 60 LA
A01AB09,MYCOHEAL
N03AX12,VOLAR
R06AB54,ALERGICAL EXPECTORANT
S01AA26,AZYTER
S01BA01,DEXAFREE
B05XA,PEDITRACE
D07AD01,DECLOBAN
D07AD01,DECLOBAN
R06AX26,FENADEX 60
A10BB12,GLYPRIDE
A10BB12,GLYPRIDE
A10BB12,GLYPRIDE
A10BB12,GLYPRIDE
A06AG11,MINILAX
P01AB01,METRONIDAZOLE 250
C09AA01,CAPTOPRIL
C07BB07,BISCORDEX PLUS
J01DC02,CEFUREX
N03AX14,ZITERA
N03AX14,ZITERA
J06BB01,IMMUNORHO
B03AB05,ENRICH N
R01AB01,VAPICIL MICRODOSER
C10AA01,ZOCOR
C10AA01,ZOCOR
C10AA01,ZOCOR
J01DC02,CEFUREX
G03DA04,PROGESTOGEL
G03DA04,UTROGESTAN
A03AX12,SPASMOVAX
M01AE01,DOLORAZ
A02BC02,RAZON 20
S01CA01,API-TOBRASON
S03AA07,API-CIPROCIN
S02AA30,OTOCOL
A10BH05,TRAJENTA
M04AA03,ADENURIC
G03CA03,VAGIFEM
M04AA03,ADENURIC
R06AA52,MENTEX
R01AD09,TABUNEX
C09CA08,VOTUM
C09CA08,VOTUM
C09CA08,VOTUM
G03DA04,ENDOMETRIN
M01AE17,KETESSE
L04AB05,CIMZIA
G04BE09,LEVITRA
B01AF01,"XARELTO
"
B01AF01,"XARELTO
"
J01DH51,IMIPENEME CILASTATINE PANPHARMA
L01CB01,ETOPOSIDE MYLAN 20MG/ML
J01CR05,YANOVEN 
J01CR05,YANOVEN 
J01DD04,LEBACEF
J01DD04,LEBACEF
J01DD04,LEBACEF
J01DD04,LEBACEF
B03XA01,BINOCRIT
N05AX13,INVEGA SUSTENNA
N05AX13,INVEGA SUSTENNA
N05AX13,INVEGA SUSTENNA
N05AX13,INVEGA SUSTENNA
A06AX05,RESOLOR
A06AX05,RESOLOR
N01AX10,DORMIFOR 
A03A,SPASMOBROM
C09DB06,LOSANET AM
C09DB06,LOSANET AM
C09CA06,ANDESART 16
C09CA06,ANDESART 8
B03BA05,COBAL
R01AD08,TICANASE
B05BA02,SMOFLIPID 
B05BA01,AMINOVEN INFANT
A11BA,VITALIPID N INFANT
B05BA02,SMOFLIPID 
R01AD09,METASONE
R05DB13,TUSSIN
C09BB06,ENEAS
A10BB12,GLIM
A10BB12,GLIM
A10BB12,GLIM
A10BB12,GLIM
R06AX,LORINASE
J01XX08,ZYVOX
C09CA01,COZAAR
C09CA01,COZAAR
C09DA01,HYZAAR
C09DA01,HYZAAR
C09DA01,FORTZAAR
N05CD08,MIDAZOLAM PANPHARMA
J01DD08,CEFIX
C09DA03,ARBITEN PLUS 
C09CA03,ARBITEN 160
N03AX09,PMS-LAMOTRIGINE
B01AB12,HIBOR
B01AB12,HIBOR
C01CX08,SIMDAX
L02BA03,FASLODEX
J06BB01,RHESONATIV
B03AB,ENRICH N
A01AB09,MICOZOLE
A11A,BEBE-VIT
D05AX52,DAIVOBET
N03AX16,NEUREXAL
N03AX16,NEUREXAL
A11CC05,D-VITAL
A08AB01,ONLEFIT
N06AB05,DEPROX
N06AB05,DEPROX
N02AJ13,ALGODOL
N03AX14,LEPITAM
A07EC02,PENTASA
J01DD04,LEBACEF
J01DD04,LEBACEF
J01DH02,AROPEM
J01DH02,AROPEM
N06AB04,LECITAL 40
L01XA02,CARBOPLATINE MYLAN 10MG/ML
H02AB04,METHYL PREDNISOLONE MYLAN 1G
D07AC13,ELISONE
L01CE02,IRINOTECAN HYDROCHLORIDE
L01CE02,IRINOTECAN HYDROCHLORIDE
J06BA02,ARAGAM
J01DD04,MEDAXONUM
H01BA02,MINIRIN MELT
H01BA02,MINIRIN MELT
J01MA14,EVAFLOX
G03XC01,VEXIPHEN
N03AX14,LEVIPRAM 500
J02AC02,TRACON
A02BC05,APO-ESOMEPRAZOLE
A02BC05,APO-ESOMEPRAZOLE
A02BC03,LANSAZOL
C05CA03,DIOVENOR 600
L01EG02,AFINITOR
N05AH03,ZYRWAN OD
N05AH03,ZYRWAN OD
B01AC04,NORMIGORE
A02BC01,IPPROTON
R03DC03,RELIEFAST
R03DC03,RELIEFAST
R03DC03,RELIEFAST
A07BC05,SMECTALIA
R01AC03,ZALASTIN
J01FA10,ZITHROMAX
L01EC01,ZELBORAF
N03AF01,TEGRETOL
J01AA02,TOLEXINE
B02BD04,IMMUNINE
L01BB02,PURI-NETHOL
J01FA09,MAXPECTRA XL
J02AX04,CANCIDAS
J02AX04,CANCIDAS
D01AE14,ONYTEC
L02BB03,CALUTIDE-C
L01BC05,ONCOGEM 200
L01BC05,ONCOGEM 1000
R01AD58,DUONASE-D
L01EA01,IMATIB
L02BG04,LETARA
D01AC52,NADIMIX
D10AF05,NADOXIN
J01XA02,TEICOPLANIN LABATEC
M05BA08,ZOLDRIA
L01CD01,PACLITAX 300
L01CD01,PACLITAX 150
L01CD01,PACLITAX 30
R06AX27,AERIALLERG
J01CR02,MEGAMOX-JPI
R03DC03,LUKAST
R03DC03,LUKAST
S01BA01,OZURDEX
N05CD08,HIKMA MIDAZOLAM
J01DH02,MEROPENEM PANPHARMA
J01CA04,PENAMOX
N01BB01,BUPICAN
N03AX09,AMOGINE
N05C,SEDISTRESS 200
B01AC06,ASPIRIN PROTECT
N03AX11,TORAMAT
N03AX11,TORAMAT
A02BC01,OMEZOL BENTA
N05AH03,OLANZAX 2.5
N05AH03,OLANZAX 7.5
C10AA05,LIPIGARD 
C10AA05,LIPIGARD 
J01DH51,MAXINEM
J01DH02,MIRAN
B03AC,FEROMAX
J01CR02,JULMENTIN ES
N01BB52,DILOCAIN 2%
N06AB10,ESCITALOPRAM NORMON
N06AB10,ESCITALOPRAM NORMON
N06AB10,ESCITALOPRAM NORMON
H01AC01,OMNITROPE
N05AX08,RAXIDONE 2
N05AX08,RAXIDONE 4
C10AA07,SUPERSTAT
C10AA07,SUPERSTAT
H02AB06,PREDO
C10AA05,TORALAC 10 MG
C10AA05,TORALAC 
C10AA05,TORALAC 
C09CA03,ANGINET
C09CA03,ANGINET
R03DC03,UNICAST
A10BG03,UNIGLIT
C02CA04,CURCARD
L01BC05,GEMNIL
L01BC05,GEMNIL
L01DB01,ONCODOX-O 10
L01DB01,ONCODOX-O 50
L01XA03,X-PLAT 100
S01AD09,VIRGAN
N03AX11,TOPAGAN
N03AX11,TOPAGAN
N03AX11,TOPAGAN
N03AX11,TOPAGAN
C09CA03,TABUVAN
C09CA03,TABUVAN
C09CA03,TABUVAN
L01BB04,LITAK 10
G03DA04,BIOGEST
J06BA02,CLAIRYG
J06BA02,CLAIRYG
J06BA02,CLAIRYG
J06BA02,CLAIRYG
H02AB08,TRIACORT
N07XX07,FAMPYRA
C09DA01,CARDZAAR
C03DA04,HEPERONA 25
C03DA04,HEPERONA 50
A07FA01,LACTEOL 
J01MA02,CIPROFLOXACINE PANPHARMA
J01MA02,CIPROFLOXACINE PANPHARMA
D07AC13,MOMETAMED
D06AX01,FUCIMED
L01CD02,DOCETAX-80
L01CD02,DOCETAX-20
L01CD02,DOCETAX-120
N01BB09,ROPIVACAINA MOLTENI
C10AA05,TORVALIP 20
C10AA05,TORVALIP 10
L04AD02,TACROGRAF 0.5
L04AD02,TACROGRAF 1
L04AD02,TACROGRAF 5
J05AB11,VALCYK BENTA
N06DX01,EXENTA
B05DB,DIANEAL PD4 CYCLER 2.27% GLUCOSE
J01MA12,LEVOFLOXACIN HIKMA
B05BA10,OLIMEL N9E
B05BA10,OLIMEL N9
B05BA10,OLIMEL N9E
B05BA10,OLIMEL N7E
B05BA10,OLIMEL N7E
B05BA10,PERIOLIMEL N4E
B05BA10,PERIOLIMEL N4E
J01FA10,ZITHROMAX
J02AC01,DIFLUCAN
R03,TRIOHALE-T
L01EB02,ERLOCIP-E
L01BC06,CAPACER
H01CB03,SOMATULINE AUTOGEL
H01CB03,SOMATULINE AUTOGEL
H01CB03,SOMATULINE AUTOGEL
L03AB07,AVONEX
M03BB53,RELAXON
S01EA05,BRIMO 
D01BA02,LAMIFEN
D01AE15,LAMIFEN
J01AA07,TETRAN
H02AB02,DEXAMETHASONE
A07EA06,BUDENOFALK
M05BA07,PMS-RISEDRONATE
C08CA05,NIFELAT R
J01FA09,CLAREM 250
C10AA01,SIMVASTATIN-REMEDICA
C10AA01,SIMVASTATIN-REMEDICA
C09AA05,RAMIPRIL-REMEDICA
C09AA05,RAMIPRIL-REMEDICA
C09CA01,LOSARTAN-REMEDICA
C09DA01,LOSARTAN/HYDROCHLOROTHIAZIDE REMEDICA
M01AH01,JOSWE FLAMEX 400
C10AA05,JOSWE ATORVAST 20
G03GA02,MENOPUR
G03GA02,MENOPUR
N02BE51,SOLPADEINE
G02AD02,PROPESS
C10AB05,FINACOR
V07AB01,WATER FOR INJECTIONS BP
N01BB02,2% W/V LIDOCAINE HCL INJECTION USP
J05AB14,VALCYTE
A10AB05,NOVORAPID
B02BD01,OCTAPLEX
M05BA07,MADRONATE
J01MA12,JOSWE AVOXIN 500
J01MA12,JOSWE AVOXIN 750
A02BC02,PANTOPRAZOL SALA
