Code	Form LNDI
7405	Injectable emulsion
7406	Injectable powder for solution+diluent
7408	Tablet, film coated
7409	Tablet, film coated
7410	Tablet, film coated
7411	Tablet, film coated
7412	Tablet, film coated
7413	Tablet, film coated
7414	Tablet, film coated
7415	Powder for solution
7417	Tablet, film coated
7419	Injectable concentrate for solution
7420	Injectable solution
7421	Tablet
7422	Liquid
7423	Tablet, chewable
7427	Injectable lyophilised powder for solution+diluent
7428	Tablet, coated
7429	Solution
7430	Tablet, film coated
7431	Tablet, film coated
7432	Tablet, film coated
7434	Tablet
7435	Tablet, film coated
7436	Tablet, film coated
7437	Solution
7440	Tablet, film coated
7443	Injectable concentrate for solution
7444	Injectable concentrate for solution
7445	Metered dose inhaler
7446	Metered dose inhaler
7447	Metered dose inhaler
7452	Injectable solution
7455	Tablet
7465	Tablet
7469	Tablet, film coated
7470	Tablet, film coated
7471	Tablet, film coated
7472	Tablet, film coated
7479	Tablet, film coated
7481	Tablet, film coated
7482	Tablet, film coated
7483	Injectable solution
7484	Injectable solution
7485	Film, orally soluble
7486	Tablet, chewable
7487	Tablet, chewable
7488	Tablet, film coated
7490	Tablet, film coated
7491	Tablet, film coated
7492	Capsule
7493	Tablet
7494	Cream
7495	Capsule
7496	Tablet
7497	Tablet
7498	Tablet
7500	Injectable solution
7502	Suspension
7506	Tablet
7507	Elixir
7508	Tablet
7509	Tablet, film coated
7510	Capsule, hard
7511	Solution
7512	Tablet
7513	Tablet
7514	Capsule
7515	Capsule
7516	Capsule
7517	Capsule
7518	Capsule
7521	Injectable powder for solution
7525	Caplet, film coated
7526	Caplet, film coated
7527	Drops solution
7530	Syrup
7531	Cream
7532	Cream
7533	Injectable powder + solvent
7534	Capsule, inhalation
7535	Tablet, coated
7536	Tablet
7539	Cream
7543	Ointment
7544	Tablet, coated
7547	Tablet, film coated
7548	Powder for solution
7551	Injectable powder for solution
7552	Tablet, coated
7554	Injectable concentrate for solution
7555	Drops solution
7558	Solution
7559	Tablet
7560	Gel
7562	Tablet, film coated
7569	Tablet, film coated
7570	Tablet
7571	Capsule, hard, gastro-resistant
7573	Tablet, controlled release
7576	Tablet
7579	Injectable lyophilisate for solution
7582	Capsule, delayed release
7583	Capsule, delayed release
7585	Tablet, film-scored
7586	Injectable concentrate for solution
7587	Injectable powder for concentrate for solution
7589	Capsule
7591	Capsule
7594	Injectable solution
7595	Capsule, prolonged release
7596	Tablet
7597	Injectable solution
7598	Injectable powder for solution
7600	Tablet, film coated
7602	Tablet, film coated
7603	Tablet, film coated
7604	Tablet, film coated
7605	Capsule, gastro-resistant
7606	Capsule, gastro-resistant
7609	Tablet, film coated
7610	Capsule
7611	Tablet
7612	Gel
7613	Capsule, delayed release
7614	Injectable solution
7615	Injectable sterile lyophilised powder for solution
7617	Injectable powder for solution+diluent
7618	Injectable powder for solution+diluent
7622	Tablet, gastroresistant
7624	Injectable solution
7626	Tablet, scored
7628	Injectable powder for solution
7629	Injectable concentrate for solution
7630	Cream
7631	Tablet, film coated
7632	Tablet, film coated
7633	Injectable solution
7635	Tablet
7637	Capsule
7638	Injectable concentrate for solution
7639	Capsule, prolonged release
7640	Capsule, prolonged release
7641	Capsule, prolonged release
7642	Capsule, prolonged release
7643	Injectable lyophilised powder
7644	Tablet, coated
7645	Injectable solution
7646	Injectable powder for solution
7647	Tablet
7648	Tablet
7650	Tablet
7651	Tablet, orodispersible
7653	Injectable solution
7654	Injectable solution
7655	Injectable solution
7658	Tablet
7659	Injectable solution
7660	Gel
7661	Gel
7662	Drops solution
7663	Tablet, enteric coated
7664	Tablet, gastroresistant
7665	Tablet, prolonged release
7666	Tablet, film coated
7668	Capsule
7669	Capsule
7670	Injectable solution
7671	Injectable solution
7674	Tablet, film coated
7675	Tablet, film coated
7676	Tablet, film coated
7677	Capsule
7678	Injectable solution
7679	Injectable solution
7680	Tablet
7681	Ovule
7685	Mouth wash solution
7687	Cream
7688	Tablet, film coated
7689	Tablet
7694	Tablet, film coated
7697	Cream
7698	Tablet, film coated
7703	Cream
7706	Tablet, film coated
7707	Injectable solution
7708	Syrup
7709	Tablet, effervescent
7710	Tablet
7711	Tablet
7712	Tablet
7713	Injectable solution
7715	Injectable concentrate for solution
7716	Injectable concentrate for solution
7717	Injectable concentrate for solution
7718	Solution
7724	Tablet, film coated
7726	Injectable solution
7727	Tablet
7728	Tablet, film coated
7729	Solution
7730	Syrup
7731	Tablet
7732	Capsule
7733	Tablet, prolonged release
7734	Tablet, enteric coated
7735	Injectable solution
7738	Tablet, film coated
7742	Spray
7743	Cream
7744	Tablet, chewable
7745	Solution
7746	Tablet
7748	Injectable solution
7750	Injectable sterile lyophilised powder for solution
7752	Capsule
7753	Injectable powder for concentrate for solution
7754	Injectable powder for concentrate for solution
7755	Tablet, film coated
7760	Solution
7761	Ovule
7762	Tablet, film coated
7763	Tablet, film coated
7764	Tablet, film coated
7765	Tablet, film coated
7766	Tablet, film coated
7767	Tablet, film coated
7768	Tablet, film coated
7769	Tablet, film coated
7770	Tablet, chewable
7771	Tablet, chewable
7772	Tablet, film coated
7773	Tablet, gastroresistant
7774	Tablet, gastroresistant
7775	Tablet, gastroresistant
7776	Tablet, gastroresistant
7777	Capsule
7778	Tablet, enteric coated
7779	Injectable powder for solution+diluent
7781	Capsule, hard, gastro-resistant
7787	Injectable solution
7788	Capsule
7789	Capsule
7790	Capsule, delayed release
7791	Capsule, delayed release
7792	Tablet
7793	Injectable lyophilised powder for solution
7798	Tablet, film coated
7806	Spray
7809	Injectable solution
7811	Tablet, film coated
7812	Tablet, film coated
7817	Tablet
7818	Injectable powder + solvent
7819	Injectable powder + solvent
7820	Tablet, film coated
7824	Injectable lyophilised powder for solution
7825	Gel
7826	Tablet
7827	Tablet
7832	Tablet
7836	Injectable powder for solution
7837	Capsule
7838	Tablet, film coated
7839	Drops solution
7840	Tablet, enteric coated
7841	Tablet
7842	Tablet
7843	Tablet
7844	Tablet
7846	Suppository
7847	Tablet, film coated
7849	Tablet, film coated
7850	Injectable solution
7851	Injectable solution
7852	Tablet, film coated
7853	Tablet, film coated
7855	Tablet, extended release
7856	Tablet, extended release
7857	Capsule
7858	Capsule
7861	Tablet, film coated
7862	Tablet, film coated
7864	Tablet, film coated
7865	Injectable powder for solution
7866	Injectable powder for solution
7867	Injectable powder for solution
7868	Injectable powder for solution
7869	Cream
7870	Tablet, film coated
7871	Tablet, film coated
7872	Tablet, film coated
7875	Gel
7877	Spray, solution
7878	Tablet, film coated
7879	Tablet, coated
7882	Capsule
7884	Tablet
7889	Tablet, film coated
7890	Tablet, film coated
7891	Tablet, film coated
7892	Tablet, film coated
7893	Tablet, film coated
7894	Tablet, film coated
7895	Tablet, film coated
7896	Tablet, film coated
7897	Solution
7898	Injectable solution
7907	Inhalation powder
7908	Inhalation powder
7909	Syrup
7910	Suspension
7911	Tablet, scored
7913	Tablet, film coated
7918	Capsule
7919	Tablet, film coated
7920	Tablet, film coated
7921	Powder for suspension
7922	Tablet, film coated
7923	Injectable powder for solution+diluent
7926	Tablet, film coated
7928	Capsule
7929	Capsule
7930	Injectable solution
7932	Gel
7933	Drops solution
7934	Tablet, film coated
7935	Tablet, film coated
7936	Tablet, film coated
7938	Injectable solution
7940	Suppository
7941	Capsule, hard
7942	Capsule, hard
7943	Capsule, hard
7947	Tablet, film coated
7949	Tablet, modified release
7950	Tablet, modified release
7951	Tablet, modified release
7952	Tablet, film coated
7956	Injectable lyophilised powder for solution
7957	Injectable lyophilised powder for solution
7959	Drops solution
7960	Capsule, soft
7961	Injectable solution
7964	Injectable solution
7965	Injectable solution
7966	Injectable solution
7967	Tablet
7968	Tablet
7969	Cream
7970	Injectable powder for concentrate for solution
7972	Tablet, film coated
7973	Powder for solution
7974	Injectable solution
7976	Inhalation
7978	Injectable solution
7980	Injectable powder for solution+diluent
7982	Tablet, extended release
7985	Injectable lyophilised powder
7986	Injectable lyophilised powder
7987	Drops solution
7989	Capsule, inhalation
7990	Injectable concentrate for solution
7991	Tablet
7992	Tablet
7993	Tablet
7994	Capsule, hard, gastro-resistant
7995	Capsule, hard, gastro-resistant
7996	Tablet, film coated
7997	Tablet, film coated
7998	Tablet, film coated
7999	Tablet
8000	Tablet
8001	Tablet
8002	Tablet, film coated
8003	Tablet, film coated
8004	Tablet, film coated
8005	Tablet, film coated
8006	Tablet, film coated
8010	Tablet, scored
8011	Injectable solution
8013	Tablet
8014	Gel
8015	Injectable concentrate for solution
8016	Tablet, film coated
8017	Cream
8018	Implant
8024	Tablet, film coated
8025	Tablet, film coated
8026	Tablet, film coated
8030	Cream
8031	Tablet, film coated
8032	Caplet, film coated
8033	Caplet, film coated
8034	Caplet, film coated
8035	Caplet, film coated
8036	Tablet, film coated
8048	Injectable lyophilised powder for solution+diluent
8049	Tablet, film coated
8050	Tablet, film coated
8052	Cream
8053	Injectable concentrated powder for solution+diluent
8059	Drops solution
8060	Tablet, film coated
8062	Injectable solution
8063	Injectable solution
8064	Injectable solution
8065	Injectable solution
8066	Injectable solution
8067	Tablet, film coated
8068	Emulsion Gel
8069	Suppository
8070	Tablet, film coated
8075	Injectable emulsion
8076	Injectable emulsion
8081	Ointment
8082	Injectable concentrate for solution
8083	Injectable solution
8084	Injectable solution
8085	Injectable suspension
8087	Injectable solution
8088	Injectable suspension
8089	Injectable solution
8090	Injectable powder for solution
8092	Injectable solution
8093	Injectable lyophilised powder
8094	Tablet, sublingual
8095	Tablet
8096	Tablet, orodispersible
8098	Tablet
8099	Injectable solution
8100	Injectable solution
8101	Injectable powder
8102	Injectable powder
8103	Tablet, prolonged release
8104	Tablet, prolonged release
8105	Tablet, prolonged release
8106	Tablet, coated
8107	Injectable solution
8111	Injectable suspension
8112	Injectable solution
8113	Injectable solution
8118	Tablet, film coated
8119	Tablet, film coated
8120	Tablet
8121	Tablet
8125	Tablet, gastroresistant
8127	Capsule, delayed release
8128	Capsule, delayed release
8130	Tablet, film coated
8131	Tablet, film coated
8132	Tablet, film coated
8133	Tablet, film coated
8138	Injectable solution
8141	Tablet
8142	Injectable powder for solution
8143	Injectable powder for solution
8144	Lozenge
8145	Injectable solution
8147	Inhalation suspension, pressurised
8148	Inhalation suspension, pressurised
8149	Inhalation suspension, pressurised
8155	Injectable solution
8156	Cream
8157	Capsule
8158	Capsule
8159	Tablet, coated, scored, prolonged release
8165	Solution
8169	Tablet, chewable
8173	Tablet, film coated
8174	Tablet, film coated
8175	Tablet, film coated
8176	Injectable solution
8177	Tablet, orodispersible
8181	Injectable concentrated powder for solution
8183	Tablet, film coated
8186	Injectable powder for solution+diluent
8187	Injectable powder for solution+diluent
8188	Injectable powder for solution+diluent
8189	Injectable powder for solution+diluent
8191	Ointment
8192	Cream
8193	Cream
8194	Capsule
8195	Capsule
8196	Capsule
8201	Injectable concentrate for solution
8202	Injectable solution
8203	Tablet, film coated
8204	Tablet, film coated
8210	Tablet, film coated
8214	Tablet
8215	Tablet
8216	Tablet
8217	Tablet
8222	Tablet, film coated
8223	Capsule
8224	Injectable solution
8225	Gel
8226	Capsule
8227	Suspension
8230	Injectable solution
8231	Tablet, coated
8232	Tablet, film coated
8233	Tablet, film coated
8234	Tablet, film coated
8235	Tablet, film coated
8236	Injectable solution
8237	Tablet, film coated
8239	Injectable solution
8240	Capsule, gastro-resistant
8241	Capsule, gastro-resistant
8242	Tablet, film coated
8243	Tablet, film coated
8244	Tablet, film coated
8245	Tablet, film coated
8246	Solution
8249	Injectable solution
8250	Solution
8251	Solution
8252	Injectable solution
8253	Tablet, film coated
8254	Injectable lyophilised powder for solution+diluent
8255	Tablet, film coated
8256	Tablet, film coated
8260	Tablet, orally disintegrating
8261	Tablet, orally disintegrating
8262	Tablet, orally disintegrating
8263	Tablet, orally disintegrating
8264	Tablet, orally disintegrating
8269	Tablet
8270	Tablet
8272	Injectable solution
8273	Cream
8274	Foam
8275	Foam
8278	Tablet
8279	Injectable solution
8281	Injectable powder for concentrate for solution
8284	Drops solution
8285	Injectable lyophilised powder for solution+diluent
8286	Injectable solution
8287	Granules for suspension
8288	Capsule, hard
8289	Injectable concentrated solution
8290	Tablet, film coated
8292	Tablet
8299	Capsule, prolonged release
8300	Capsule, prolonged release
8301	Tablet, coated
8302	Capsule, enteric coated
8304	Tablet, film coated
8306	Tablet, extended release
8307	Tablet, film coated
8308	Tablet, enteric coated
8309	Tablet, enteric coated
8312	Tablet
8313	Tablet
8314	Spray, solution
8315	Injectable powder for solution+diluent
8316	Tablet
8317	Tablet
8318	Tablet
8319	Granules, gastro-resistant, prolonged release
8320	Granules, gastro-resistant, prolonged release
8321	Granules, gastro-resistant, prolonged release
8322	Tablet, film coated
8323	Drops
8324	Gel
8325	Patch
8326	Patch
8329	Solution
8331	Injectable solution
8332	Injectable solution
8333	Tablet
8338	Capsule
8339	Tablet, film coated
8340	Capsule
8341	Tablet
8342	Capsule, delayed release
8343	Capsule, delayed release
8345	Tablet, coated
8346	Tablet, coated
8347	Tablet, film coated
8348	Tablet, film coated
8349	Tablet, film coated
8350	Tablet, film coated
8351	Tablet, film coated
8352	Tablet, film coated
8353	Tablet, film coated
8354	Tablet, film coated
8357	Tablet, film coated
8360	Gel
8362	Spray, suspension
8363	Ointment
8364	Tablet
8365	Ointment
8366	Tablet
8368	Injectable concentrated solution
8372	Injectable solution
8373	Tablet, scored
8374	Inhalation solution for nebuliser
8377	Tablet, film coated
8378	Capsule
8379	Capsule
8380	Solution
8381	Gel
8382	Tablet
8383	Tablet
8384	Tablet
8385	Tablet
8386	Tablet
8387	Tablet
8388	Capsule
8389	Capsule
8390	Capsule
8394	Inhalation powder
8395	Inhalation powder
8396	Inhalation powder
8397	Tablet, scored
8398	Injectable powder for concentrate for solution
8399	Injectable solution
8402	Injectable solution
8403	Tablet, film coated
8404	Tablet, repetab
8405	Syrup
8406	Tablet
8407	Granules
8408	Tablet, enteric coated
8409	Injectable solution
8410	Tablet, sugar coated
8411	Gel
8412	Injectable powder for solution
8413	Injectable solution
8414	Injectable solution
8418	Nail lacquer
8419	Tablet, film coated
8420	Tablet, film coated
8421	Injectable solution
8422	Tablet
8423	Solution
8424	Syrup
8425	Injectable powder for solution+diluent
8428	Injectable solution
8433	Capsule
8435	Inhaltion solution with nebuliser
8436	Injectable concentrate for solution
8437	Injectable concentrate for solution
8438	Tablet, coated
8441	Injectable solution
8443	Spray, solution
8444	Powder for suspension
8445	Tablet, film coated
8446	Injectable solution
8447	Tablet, film coated
8448	Tablet, film coated
8449	Tablet, film coated
8451	Solution
8452	Injectable suspension
8453	Injectable suspension
8454	Injectable suspension
8455	Injectable freeze dried powder + diluent
8456	Injectable suspension
8457	Injectable suspension
8458	Injectable solution
8459	Tablet, sugar coated
8460	Injectable solution
8461	Gel
8462	Tablet
8463	Capsule
8464	Capsule
8466	Tablet, film coated
8467	Tablet, film coated
8468	Tablet, film coated
8469	Tablet, film coated
8470	Tablet, film coated
8471	Tablet, film coated
8472	Tablet, enteric coated
8473	Tablet, enteric coated
8474	Tablet, enteric coated
8475	Tablet, enteric coated
8477	Powder for suspension
8478	Injectable concentrate for solution
8479	Tablet, film coated
8480	Tablet
8481	Tablet, film coated, breakable
8482	Tablet, film coated, breakable
8483	Tablet, film coated, breakable
8484	Tablet, film coated
8485	Tablet, film coated
8486	Tablet, film coated
8487	Injectable powder for solution
8488	Injectable powder for solution
8489	Tablet, film coated
8491	Patch
8492	Injectable solution
8493	Injectable solution
8496	Injectable suspension
8497	Injectable solution
8498	Injectable lyophilised powder for solution+stabilizer
8499	Injectable powder for solution
8502	Drops solution
8503	Injectable solution
8504	Injectable solution
8506	Tablet, enteric coated
8507	Tablet, enteric coated
8508	Tablet, film coated
8509	Tablet, film coated
8510	Tablet, film coated
8512	Tablet, film coated
8513	Tablet, film coated
8514	Tablet, film coated
8515	Tablet
8516	Tablet
8517	Tablet
8518	Injectable powder for solution
8519	Injectable powder for solution
8520	Capsule
8521	Capsule
8522	Capsule
8524	Capsule, soft
8525	Capsule, soft
8526	Capsule, hard
8527	Injectable concentrate for solution
8528	Powder for suspension + solvent
8529	Injectable concentrate for solution
8530	Tablet, film coated
8531	Tablet, film coated
8532	Tablet, film coated
8534	Tablet, prolonged release
8535	Tablet, prolonged release
8541	Injectable solution
8542	Injectable solution
8543	Inhalation solution
8544	Tablet, modified release
8546	Solution
8547	Tablet
8548	Tablet
8551	Capsule, hard
8553	Capsule, hard, gastro-resistant
8556	Tablet, film coated
8558	Injectable powder for solution+diluent
8559	Injectable solution
8560	Cream
8561	Tablet, film coated
8562	Tablet, film coated
8563	Ointment
8565	Injectable suspension
8566	Injectable solution
8569	Tablet, sublingual
8570	Tablet
8571	Tablet
8572	Tablet
8573	Tablet
8575	Tablet
8577	Injectable solution
8578	Injectable solution
8579	Tablet, film coated
8580	Tablet, film coated, extended release
8581	Tablet, film coated, extended release
8582	Tablet, film coated, extended release
8584	Tablet, film coated
8585	Capsule, soft gelatin
8586	Drops
8587	Injectable solution
8588	Tablet, film coated
8589	Capsule
8590	Injectable solution
8593	Capsule, soft gelatin
8594	Nail lacquer
8596	Ointment
8597	Suppository
8603	Tablet, film coated
8605	Injectable solution
8606	Injectable solution
8607	Injectable solution
8608	Injectable solution
8609	Injectable powder for solution
8610	Injectable solution
8613	Capsule
8616	Capsule
8617	Tablet, film coated
8620	Capsule
8621	Tablet, film coated
8622	Tablet, coated
8628	Tablet
8633	Drops
8634	Tablet, film coated
8635	Solution
8637	Tablet, film coated
8638	Tablet, film coated
8639	Injectable powder for solution
8640	Injectable powder for solution
8641	Injectable solution
8643	Tablet, film coated
8644	Capsule
8649	Tablet, film coated
8650	Tablet
8651	Elixir
8652	Cream
8653	Tablet, film coated
8654	Caplet
8655	Tablet, film coated, prolonged release
8656	Tablet, film coated
8657	Tablet, film coated
8658	Suppository
8659	Suppository
8660	Tablet
8661	Injectable solution
8662	Injectable solution
8663	Injectable solution
8664	Tablet
8669	Tablet, scored
8670	Tablet, scored
8671	Capsule
8672	Drops
8673	Injectable powder for solution
8674	Injectable powder for solution
8675	Injectable suspension
8680	Tablet, film coated
8681	Tablet, film coated
8682	Tablet, film coated
8683	Tablet, film coated
8684	Tablet, coated
8685	Tablet, film coated
8686	Tablet, film coated
8687	Tablet, film coated
8688	Tablet, film coated
8689	Injectable concentrate for solution
8690	Injectable concentrate for solution
8692	Tablet, scored
8695	Tablet, film coated
8701	Injectable dry powder for solution+diluent
8704	Capsule
8705	Capsule
8706	Injectable powder for solution
8707	Injectable solution
8708	Syrup
8709	Capsule
8710	Tablet, coated
8711	Tablet
8712	Tablet, film coated
8713	Capsule
8714	Capsule
8715	Capsule
8719	Capsule, hard
8720	Capsule, hard
8721	Capsule, hard
8722	Capsule, hard
8723	Capsule, hard
8724	Capsule, soft
8725	Capsule, soft
8726	Drops solution
8728	Injectable solution
8729	Injectable solution
8731	Implant
8732	Implant
8733	Injectable concentrated solution
8734	Injectable concentrate for solution
8735	Injectable concentrate for solution
8736	Injectable powder for solution
8737	Injectable suspension
8738	Capsule
8739	Tablet, film coated
8740	Tablet, film coated
8741	Tablet, film coated
8742	Gel
8743	Injectable solution
8744	Injectable powder for solution
8745	Injectable solution
8746	Injectable freeze dried substance+diluent
8747	Injectable freeze dried substance+diluent
8748	Gel
8751	Injectable solution
8753	Tablet
8754	Tablet
8756	Spray
8757	Spray, dry powder
8758	Injectable solution
8759	Capsule
8760	Capsule
8761	Cream
8763	Tablet, film coated, breakable
8764	Tablet, dispersible/ chewable
8765	Tablet, dispersible/ chewable
8766	Tablet, dispersible/ chewable
8767	Tablet, film coated
8768	Tablet, film coated
8769	Tablet, film coated
8773	Injectable sterile lyophilised powder for solution
8774	Injectable sterile lyophilised powder for solution
8775	Tablet, gastroresistant
8777	Tablet, film coated
8778	Tablet, film coated
8779	Gel
8782	Inhalation suspension for nebuliser
8783	Tablet
8785	Tablet
8786	Injectable powder for solution
8787	Injectable powder for solution
8788	Injectable solution
8789	Tablet, film coated
8790	Tablet, film coated
8791	Tablet, film coated
8792	Tablet, film coated
8793	Tablet
8794	Tablet
8796	Tablet, coated
8797	Tablet, coated, scored
8800	Inhalation suspension for nebuliser
8804	Injectable solution
8805	Injectable solution
8806	Injectable solution
8807	Ointment
8809	Tablet, coated, scored
8810	Tablet, coated, scored
8811	Tablet, coated, scored
8812	Caplet
8814	Cream
8815	Tablet, film coated
8816	Tablet, film coated
8817	Tablet, film coated
8818	Tablet, film coated
8819	Tablet, film coated
8820	Tablet, film coated
8822	Tablet
8823	Capsule, sustained release
8824	Capsule, sustained release
8825	Tablet
8826	Injectable concentrate for solution
8827	Capsule, extended release
8828	Capsule, extended release
8829	Capsule, extended release
8830	Tablet
8831	Tablet
8832	Injectable solution
8833	Tablet, film coated
8834	Injectable solution
8835	Injectable solution
8836	Tablet, film coated
8838	Tablet, chewable
8839	Capsule
8840	Powder for suspension
8841	Powder for suspension
8842	Tablet
8843	Tablet
8844	Capsule
8847	Solution
8848	Injectable solution
8849	Injectable lyophilised powder for solution+diluent
8850	Injectable lyophilised powder for solution+diluent
8851	Injectable lyophilised powder for solution+diluent
8852	Injectable lyophilised powder for solution+diluent
8853	Injectable solution
8854	Injectable solution
8856	Injectable solution
8857	Injectable solution
8858	Injectable powder for solution
8859	Tablet, coated
8862	Injectable lyophilised powder for solution
8863	Injectable solution
8864	Injectable solution
8865	Injectable solution
8868	Injectable powder for solution
8869	Tablet
8870	Cream
8871	Injectable solution
8876	Injectable powder for solution
8877	Capsule
8879	Powder for suspension
8880	Powder for suspension
8881	Tablet, film coated
8882	Capsule, hard
8883	Capsule, hard
8886	Capsule
8887	Gel
8888	Capsule, gastro-resistant
8889	Capsule, gastro-resistant
8892	Tablet, extended release
8893	Powder for suspension
8894	Injectable suspension, prolonged release
8895	Injectable suspension, prolonged release
8896	Injectable suspension, prolonged release
8897	Injectable suspension, prolonged release
8898	Tablet, film coated
8899	Injectable concentrate for solution
8900	Injectable concentrate for solution
8901	Injectable concentrate for solution
8903	Tablet, film coated
8904	Tablet, film coated
8905	Tablet, film coated
8906	Injectable solution
8907	Injectable solution
8908	Injectable solution
8909	Injectable solution
8910	Injectable powder for solution+diluent
8911	Injectable powder for solution+diluent
8912	Injectable powder for concentrate for solution
8913	Drops solution
8914	Drops solution
8915	Drops solution
8918	Tablet, film coated
8919	Tablet
8920	Lozenge
8921	Injectable solution
8922	Injectable solution
8923	Capsule, hard, gastro-resistant
8924	Tablet
8925	Injectable powder for solution
8926	Injectable solution
8927	Suspension
8928	Gel
8929	Capsule
8931	Lipocream
8932	Cream
8933	Emulsion
8938	Tablet, coated
8939	Tablet, coated
8942	Injectable powder for concentrate for solution
8943	Injectable powder for concentrate for solution
8944	Injectable solution
8947	Injectable powder for suspension+diluent
8948	Injectable solution
8949	Capsule
8950	Capsule
8951	Capsule
8952	Tablet, effervescent
8953	Solution
8957	Ointment
8958	Injectable solution
8959	Injectable solution
8960	Tablet, film coated
8961	Tablet, film coated
8962	Injectable solution
8963	Injectable solution
8964	Injectable solution
8965	Tablet, prolonged release
8971	Tablet, film coated
8972	Tablet, film coated
8973	Cream
8975	Spray, solution
8976	Spray, solution
8978	Drops solution
8979	Tablet, film coated
8980	Injectable powder for solution
8981	Injectable solution
8982	Injectable solution
8983	Injectable lyophilised powder for solution+diluent
8984	Injectable lyophilised powder for solution+diluent
8985	Injectable lyophilised powder for solution+diluent
8986	Injectable lyophilised powder for solution+diluent
8987	Injectable lyophilised powder for solution+diluent
8988	Injectable lyophilised powder for solution+diluent
8989	Injectable solution
8990	Tablet
8991	Tablet, film coated
8992	Tablet, film coated
8993	Tablet, extended release
8994	Tablet, extended release
8996	Lotion
8998	Tablet, orally disintegrating
8999	Tablet, orally disintegrating
9000	Tablet, film coated
9001	Tablet, film coated
9002	Injectable solution
9003	Injectable solution
9004	Injectable suspension
9005	Tablet, breakable
9006	Tablet, breakable
9007	Tablet
9008	Tablet, film coated
9009	Granules for suspension
9010	Tablet, film coated, breakable
9011	Tablet, film coated, scored
9012	Tablet, film coated
9013	Tablet, orodispersible
9014	Injectable solution
9015	Injectable concentrate for solution
9016	Injectable solution
9017	Ointment
9019	Inhalation
9020	Injectable solution
9021	Injectable solution
9022	Ointment
9023	Tablet
9024	Tablet, scored
9025	Tablet, coated
9026	Tablet, coated
9029	Solution
9031	Injectable solution
9032	Injectable solution
9033	Injectable concentrate for solution
9034	Tablet, coated
9035	Injectable solution
9036	Tablet, film coated
9037	Tablet, film coated
9038	Water for injection, irrigation
9039	Capsule
9040	Tablet
9041	Tablet
9042	Tablet, film coated
9043	Tablet, film coated
9045	Cream
9046	Injectable dry powder
9048	Capsule, soft gelatin
9050	Drops solution
9051	Tablet, film coated
9052	Tablet, film coated
9053	Capsule, hard
9054	Capsule, hard
9055	Capsule, hard
9056	Capsule, hard
9058	Tablet
9059	Tablet
9061	Gel
9063	Tablet
9064	Tablet
9065	Tablet
9066	Tablet, gastroresistant
9067	Tablet, coated
9068	Tablet, coated
9069	Tablet, coated
9070	Tablet
9071	Tablet
9072	Capsule, hard, modified release
9073	Injectable suspension
9081	Tablet, film coated
9083	Powder for suspension
9086	Injectable solution
9087	Injectable solution
9090	Tablet, coated
9092	Tablet, film coated
9093	Capsule, hard, gastro-resistant
9094	Capsule, hard, gastro-resistant
9095	Tablet
9096	Tablet, film coated
9097	Tablet, film coated
9098	Tablet, film coated
9099	Tablet, film coated
9100	Capsule
9101	Capsule
9102	Injectable powder for solution
9103	Injectable powder for concentrate for solution
9104	Injectable powder for concentrate for solution
9105	Injectable solution
9106	Tablet, film coated
9108	Tablet, film coated
9109	Injectable lyophilised powder for solution+diluent
9110	Injectable solution
9111	Injectable powder for solution
9112	Tablet, film coated
9114	Tablet, coated
9115	Tablet, film coated
9116	Injectable solution
9117	Injectable solution
9118	Gel
9120	Ointment
9122	Tablet, film coated
9123	Tablet, film coated
9124	Tablet, film coated
9125	Capsule, hard
9126	Tablet, film coated, prolonged release
9127	Injectable powder for solution
9128	Injectable powder for solution
9129	Injectable powder for solution
9130	Injectable powder for solution
9132	Injectable powder for solution
9133	Injectable solution
9134	Injectable powder for solution
9139	Tablet
9140	Tablet, film coated
9141	Solution
9144	Injectable powder for solution+diluent
9146	Tablet, film coated
9147	Tablet, film coated
9148	Capsule
9149	Tablet
9150	Injectable concentrate for solution
9151	Tablet, film coated
9152	Tablet
9153	Tablet
9154	Tablet, chewable
9155	Syrup
9156	Drops solution
9157	Nail lacquer
9160	Tablet, film coated
9161	Tablet, film coated
9162	Tablet, extended release
9163	Tablet, extended release
9164	Tablet, extended release
9165	Injectable solution
9166	Solution
9167	Tablet, film coated
9169	Tablet, film coated
9170	Tablet, film coated
9172	Capsule, hard
9173	Capsule, hard
9174	Capsule, hard
9175	Tablet
9176	Tablet
9179	Cream
9180	Cream
9181	Capsule, hard, gastro-resistant
9182	Solution
9183	Solution
9184	Injectable solution
9185	Injectable solution
9186	Injectable solution
9189	Injectable solution
9190	Injectable solution
9191	Granules for suspension
9196	Solution
9198	Injectable solution
9199	Tablet, film coated
9200	Tablet, film coated
9201	Tablet, film coated
9202	Injectable concentrate for solution
9203	Injectable concentrate for solution
9204	Granules for suspension
9205	Injectable solution
9206	Injectable solution
9207	Injectable solution
9209	Injectable concentrate for solution
9210	Injectable concentrate for solution
9211	Injectable lyophilised powder for solution
9212	Injectable concentrate for solution
9214	Injectable solution
9215	Cream
9216	Injectable solution
9217	Tablet, film coated
9218	Tablet, film coated
9220	Tablet, coated
9221	Tablet
9222	Tablet
9223	Tablet
9224	Tablet, prolonged release
9227	Injectable solution
9228	Injectable solution
9230	Tablet, gastroresistant
9234	Tablet, coated
9235	Tablet
9236	Tablet
9237	Tablet
9238	Inhalation suspension for nebuliser
