MoPHCode	DFSequence	Form	Route
9982	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
10422	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
1671	S1S2S7	Capsule	O-Oral
3572	S1S2S7	Capsule	O-Oral
6602	S3S5L8	Granules, for suspension	O-Oral
6603	S1S2S7	Capsule	O-Oral
2263	C22C24C23C21	Injectable, powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
3943	C22C24C23C21	Injectable, powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
6283	C22C24C23C21	Injectable, solution	IV-Intravenous
1498	S3S5L8	Powder, for suspension	O-Oral
1503	S1S2S7	Capsule	O-Oral
1658	S1S2S7	Capsule	O-Oral
1659	S3S5L8	Powder, for suspension	O-Oral
8620	S1S2S7	Capsule	O-Oral
8621	S1S2S7	Tablet, film coated	O-Oral
4092	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
2267	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
2268	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
618	S1S2S7	Tablet, film coated	O-Oral
622	S3S5L8	Granules, for suspension	O-Oral
1394	C221C24	Injectable, lyophilised / freeze-dried / dry powder	IV-IM-Intravenous-Intramuscular
1395	S1S2S7	Tablet, film coated	O-Oral
1842	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	IV-IM-Intravenous-Intramuscular
2272	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	IV-IM-Intravenous-Intramuscular
2273	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2334	C221C24	Injectable, lyophilised / freeze-dried / dry powder	IV-IM-Intravenous-Intramuscular
5382	S1S2S7	Tablet, film coated	O-Oral
5774	S1S2S7	Tablet	O-Oral
5828	S1S2S7	Tablet, film coated	O-Oral
5944	S1S2S7	Tablet, film coated	O-Oral
5966	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
6012	S3S5L8	Granules, for suspension	O-Oral
6719	S1S2S7	Tablet	O-Oral
6730	S3S5L8	Suspension	
9240	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
9632	C22C24C23C21	Injectable, powder, for solution	Inf-IM-Infusion-Intramuscular
9633	C22C24C23C21	Injectable, powder, for solution	Inf-IM-Infusion-Intramuscular
1820	S3S5L8	Powder, for suspension	O-Oral
6529	S3S5L8	Granules, for suspension	O-Oral
6530	S3S5L8	Granules, for suspension	O-Oral
6604	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6605	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6422	S3S5L8	Powder, for suspension	O-Oral
7242	S3S5L8	Powder, for suspension	O-Oral
1660	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-IM-Infusion-Intravenous-Intramuscular
1850	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2266	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
3354	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-Intramuscular
9132	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
5717	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
6465	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	IV-IM-Intravenous-Intramuscular
6505	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
9129	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
755	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
1570	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
1571	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-Intramuscular
1617	C22C24C23C21	Injectable, powder, for solution	IM-Intramuscular
1618	C22C24C23C21	Injectable, powder, for solution CHOOSE withdiluent	IM-Intramuscular
2271	C22C24C23C21	Injectable, powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2332	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
3263	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-Intramuscular
5201	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-Intramuscular
5202	C22C24C23C21	Injectable, powder, for solution CHOOSE withdiluent	IM-Intramuscular
5716	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
6784	C22C24C23C21	Injectable, powder, for solution	IV-Intravenous
6785	C22C24C23C21	Injectable, powder, for solution CHOOSE withdiluent	IM-Intramuscular
6786	C22C24C23C21	Injectable, powder, for solution CHOOSE withdiluent	IM-Intramuscular
6787	C22C24C23C21	Injectable, powder, for solution	IV-Intravenous
6891	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
6892	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
6912	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-Intramuscular
7617	C22C24C23C21	Injectable, powder, for solution	IV-Intravenous
7618	C22C24C23C21	Injectable, powder, for solution	IV-Intravenous
7779	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
7818	C22C24C23C21	Injectable, powder, for solution	IM-Intramuscular
7819	C22C24C23C21	Injectable, powder, for solution	IM-Intramuscular
7923	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-Intramuscular
8518	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
8519	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9127	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
9144	C22C24C23C21	Injectable, powder, for solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
9696	C22C24C23C21	Injectable, powder, for solution CHOOSE withdiluent	IM-Intramuscular
9697	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-Intramuscular
10075	C22C24C23C21	Injectable, sterile powder, for solution CHOOSE with lidocaine solvent	IM-Intramuscular
10928	C22C24C23C21	Injectable, sterile powder, for solution CHOOSE with lidocaine solvent	IM-Intramuscular
10929	C22C24C23C21	Injectable, powder, for solution	IV-Intravenous
10930	C22C24C23C21	Injectable, powder, for solution	IV-IM-Intravenous-Intramuscular
10931	C22C24C23C21	Injectable, powder, for solution	IV-Intravenous
10932	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-Intramuscular
11034	C22C24C23C21	Injectable, powder, for solution CHOOSE withdiluent	IM-Intramuscular
8876	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
753	S3S5L8	Powder, for suspension	O-Oral
754	S3S5L8	Powder, for suspension	O-Oral
1062	S3S5L8	Powder, for suspension	O-Oral
1122	S1S2S7	Capsule	O-Oral
1123	S1S2S7	Capsule	O-Oral
1124	S3S5L8	Powder, for suspension	O-Oral
1682	S3S5L8	Powder, for suspension	O-Oral
1726	S3S5L8	Powder, for suspension	O-Oral
1727	S1S2S7	Capsule	O-Oral
3590	S1S2S7	Capsule	O-Oral
3591	S3S5L8	Powder, for suspension	O-Oral
5245	S3S5L8	Powder, for suspension	O-Oral
5696	S1S2S7	Capsule	O-Oral
5697	S1S2S7	Capsule	O-Oral
5763	S1S2S7	Capsule	O-Oral
6122	S3S5L8	Suspension	O-Oral
6512	S3S5L8	Suspension	O-Oral
6853	S1S2S7	Capsule	O-Oral
7677	S1S2S7	Capsule	O-Oral
7837	S1S2S7	Capsule	O-Oral
8877	S1S2S7	Capsule	O-Oral
8879	S3S5L8	Powder, for suspension	O-Oral
8880	S3S5L8	Powder, for suspension	O-Oral
9039	S1S2S7	Capsule	O-Oral
10647	S3S5L8	Powder, for suspension	O-Oral
760	S1S2S7	Tablet	O-Oral
761	S3S5L8	Powder, for suspension	O-Oral
2909	S1S2S7	Tablet, film coated	O-Oral
2910	S3S5L8	Granules, for suspension	O-Oral
3777	S3S5L8	Powder, for suspension	O-Oral
3987	S1S2S7	Tablet	O-Oral
8617	S1S2S7	Tablet, film coated	O-Oral
9009	S3S5L8	Granules, for suspension	O-Oral
3560	S3S5L8	Powder, for suspension	O-Oral
3561	S3S5L8	Powder, for suspension	O-Oral
3851	S1S2S7	Capsule	O-Oral
7910	S3S5L8	Suspension	O-Oral
8227	S3S5L8	Suspension	O-Oral
8340	S1S2S7	Capsule	O-Oral
8839	S1S2S7	Capsule	O-Oral
8840	S3S5L8	Powder, for suspension	O-Oral
8841	S3S5L8	Powder, for suspension	O-Oral
5383	S1S2S7	Tablet, film coated	O-Oral
9603	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
5276	C22C24C23C21	Injectable powder for solution CHOOSE with diluent	Inf-IM-Infusion-Intramuscular
5277	C22C24C23C21	Injectable powder for solution CHOOSE with diluent	Inf-IM-Infusion-Intramuscular
5658	C22C24C23C21	Injectable, solution	Inf-IM-Infusion-Intramuscular
5659	C22C24C23C21	Injectable, solution	Inf-IM-Infusion-Intramuscular
8090	C22C24C23C21	Injectable, powder, for solution	Inf-IM-Infusion-Intramuscular
9332	C22C24C23C21	Injectable, powder, for solution	Inf-IM-Infusion-Intramuscular
9443	C22C24C23C21	Injectable, powder, for solution	Inf-IM-Infusion-Intramuscular
6513	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
6542	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
6893	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
6894	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
6997	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
7021	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
7198	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
8142	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
8143	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9134	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9625	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10097	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10187	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10189	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10903	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10904	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10926	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
10927	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
8181	C22C24C23C21	Injectable, concentrated powder, for solution	Inf-Infusion
10994	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
5626	C22C24C23C21	Injectable, solution	Inf-Infusion
6254	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
6776	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
7020	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9130	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9886	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
10096	C22C24C23C21	Injectable, concentrated powder, for solution	Inf-Infusion
10071	C22C24C23C21	Injectable, concentrated powder, for solution	Inf-Infusion
8912	C22C24C23C21	Injectable, concentrated powder, for solution	Inf-Infusion
1679	S3S5L8	Suspension	O-Oral
1681	S1S2S7	Tablet	O-Oral
4392	S1S2S7	Tablet CHOOSE scored	O-Oral
4393	S3S5L8	Suspension	O-Oral
4584	S1S2S7	Tablet	O-Oral
4585	S1S2S7	Tablet	O-Oral
4614	S3S5L8	Suspension	O-Oral
4413	S1S2S7	Tablet CHOOSE scored	O-Oral
1765	S1S2S7	Tablet, film coated	O-Oral
1766	S1S2S7	Tablet, film coated	O-Oral
1556	S1S2S7	Tablet, film coated	O-Oral
1557	S1S2S7	Tablet, film coated	O-Oral
1860	S1S2S7	Tablet, film coated	O-Oral
1861	S1S2S7	Tablet, film coated	O-Oral
4390	S1S2S7	Tablet, film coated	O-Oral
5330	S1S2S7	Tablet, film coated	O-Oral
5331	S1S2S7	Tablet	O-Oral
5967	S3S5L8	Suspension	O-Oral
6047	S3S5L8	Suspension	O-Oral
6410	S1S2S7	Tablet, film coated	O-Oral
6963	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7168	S1S2S7	Tablet, film coated	O-Oral
9578	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9579	S1S2S7	Tablet, film coated	O-Oral
9580	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9581	S3S5L8	Granules, for suspension	O-Oral
9582	S3S5L8	Granules, for suspension	O-Oral
808	S1S2S7	Capsule	O-Oral
1362	S3S5L8	Powder, for suspension CHOOSE with solvent	O-Oral
1363	S1S2S7	Capsule	O-Oral
1720	S1S2S7	Capsule	O-Oral
1721	S3S5L8	Powder, for suspension	O-Oral
1722	S3S5L8	Powder, for suspension	O-Oral
1835	S1S2S7	Capsule	O-Oral
4258	S1S2S7	Tablet, film coated	O-Oral
4259	S3S5L8	Granules, for suspension	O-Oral
4261	S3S5L8	Granules, for suspension	O-Oral
5206	S1S2S7	Capsule	O-Oral
5207	S3S5L8	Powder, for suspension	O-Oral
5590	S3S5L8	Powder, for suspension	O-Oral
5617	S1S2S7	Capsule	O-Oral
5981	S1S2S7	Tablet	O-Oral
6947	S1S2S7	Capsule	O-Oral
7136	S3S5L8	Powder, for suspension	O-Oral
7358	S1S2S7	Tablet, film coated	O-Oral
7359	S1S2S7	Tablet, film coated	O-Oral
7436	S1S2S7	Tablet, film coated	O-Oral
9513	S1S2S7	Tablet, film coated	O-Oral
9514	S1S2S7	Tablet, film coated	O-Oral
9593	S1S2S7	Tablet, film coated	O-Oral
411	S1S2S7	Capsule	O-Oral
412	S1S2S7	Capsule	O-Oral
6404	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
8378	S1S2S7	Capsule	O-Oral
8379	S1S2S7	Capsule	O-Oral
8751	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
10426	C22C24C23C21	Injectable, solution	Inf-IM-Infusion-Intramuscular
3156	C22C24C23C21	Injectable, powder, for solution	Inf-IM-Infusion-Intramuscular
2941	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2942	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2739	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
6180	C22C24C23C21	Injectable, solution	Inf-Infusion
8399	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
8745	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
10853	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
3594	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4450	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
5438	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
786	S1S2S7	Tablet, film coated	O-Oral
1139	S1S2S7	Tablet, film coated	O-Oral
1662	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
1819	S1S2S7	Tablet, film coated	O-Oral
1840	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
2293	C22C24C23C21	Injectable, solution	Inf-Infusion
2295	S1S2S7	Tablet, film coated	O-Oral
2322	S1S2S7	Tablet, film coated	O-Oral
3464	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
3939	C22C24C23C21	Injectable, solution	Inf-Infusion
3956	S1S2S7	Tablet, film coated	O-Oral
4309	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4310	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
5310	C22C24C23C21	Injectable, solution	Inf-Infusion
5931	C22C24C23C21	Injectable, solution	Inf-Infusion
5938	C22C24C23C21	Injectable, solution	Inf-Infusion
6307	S1S2S7	Tablet, film coated	O-Oral
7092	C22C24C23C21	Injectable, solution	Inf-Infusion
7093	C22C24C23C21	Injectable, solution	Inf-Infusion
7898	C22C24C23C21	Injectable, solution	Inf-Infusion
7952	S1S2S7	Tablet, film coated	O-Oral
8458	C22C24C23C21	Injectable, solution	Inf-Infusion
8991	S1S2S7	Tablet, film coated	O-Oral
9397	C22C24C23C21	Injectable, solution	Inf-Infusion
9916	C22C24C23C21	Injectable, solution	Inf-Infusion
4327	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
2974	S1S2S7	Tablet, film coated	O-Oral
4434	S1S2S7	Tablet	O-Oral
5270	S1S2S7	Tablet, film coated	O-Oral
5271	S1S2S7	Tablet, film coated	O-Oral
5432	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
5434	C22C24C23C21	Injectable, solution	Inf-Infusion
5436	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
5694	C22C24C23C21	Injectable, solution	Inf-Infusion
5831	C22C24C23C21	Injectable, solution	Inf-Infusion
6059	S1S2S7	Tablet, film coated	O-Oral
6143	S1S2S7	Tablet, film coated	O-Oral
7123	C22C24C23C21	Injectable, solution	Inf-Infusion
7195	S1S2S7	Tablet, film coated	O-Oral
7196	S1S2S7	Tablet, film coated	O-Oral
7216	C22C24C23C21	Injectable, solution	Inf-Infusion
7233	S1S2S7	Tablet, film coated	O-Oral
7303	S1S2S7	Tablet, film coated	O-Oral
7401	C22C24C23C21	Injectable, solution	Inf-Infusion
7402	C22C24C23C21	Injectable, solution	Inf-Infusion
7847	S1S2S7	Tablet, film coated	O-Oral
8739	S1S2S7	Tablet, film coated	O-Oral
8740	S1S2S7	Tablet, film coated	O-Oral
8981	C22C24C23C21	Injectable, solution	Inf-Infusion
9223	S1S2S7	Tablet	O-Oral
9426	C22C24C23C21	Injectable, solution	Inf-Infusion
9427	C22C24C23C21	Injectable, solution	Inf-Infusion
9571	C22C24C23C21	Injectable, solution	Inf-Infusion
10745	S1S2S7	Tablet, film coated	O-Oral
10746	S1S2S7	Tablet, film coated	O-Oral
10747	S1S2S7	Tablet, film coated	O-Oral
10875	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
10876	C22C24C23C21	Injectable, solution	Inf-Infusion
2198	S1S2S7	Tablet, film coated	O-Oral
2199	S1S2S7	Tablet, film coated	O-Oral
5222	C22C24C23C21	Injectable, solution	Inf-Infusion
6917	S1S2S7	Tablet, film coated	O-Oral
9221	S1S2S7	Tablet	O-Oral
9656	C22C24C23C21	Injectable, solution	Inf-Infusion
9666	S1S2S7	Tablet, film coated	O-Oral
10222	C22C24C23C21	Injectable, solution	Inf-Infusion
6473	S1S2S7	Tablet, film coated	O-Oral
4357	S1S2S7	Tablet CHOOSE scored	O-Oral
8010	S1S2S7	Tablet CHOOSE scored	O-Oral
8397	S1S2S7	Tablet CHOOSE scored	O-Oral
9139	S1S2S7	Tablet	O-Oral
9140	S1S2S7	Tablet, film coated	O-Oral
1630	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	IV-Intravenous
5366	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-O-Infusion-Oral
6322	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
6323	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
6361	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
6362	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
6406	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
7250	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
7615	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
8774	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
8786	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
8787	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9669	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
10128	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
3203	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal
4057	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal
5709	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal
6980	C22C24C23C21	Injectable, powder, for solution	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal
7985	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	IV-IM-Intravenous-Intramuscular
7986	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	IV-IM-Intravenous-Intramuscular
9228	C22C24C23C21	Injectable, solution	Inf-Infusion
9399	C22C24C23C21	Injectable powder for solution, Inhalation powder	Inf-Inh-Infusion-Inhalation
9528	C22C24C23C21	Injectable powder for solution, Inhalation powder	Inf-Inh-Infusion-Inhalation
9644	C22C24C23C21	Injectable powder for solution, Inhalation powder	Inf-Inh-Infusion-Inhalation
10137	C22C24C23C21	Injectable powder for solution, Inhalation powder	Inf-Inh-Infusion-Inhalation
10850	C22C24C23C21	Injectable powder for solution, Inhalation powder	Inf-Inh-Infusion-Inhalation
5195	S1S2S7	Tablet, film coated	O-Oral
998	S1S2S7	Tablet	O-Oral
7591	S1S2S7	Capsule	O-Oral
5916	S3S5L8	Granules, for solution	O-Oral
6215	C22C24C23C21	Injectable, solution	Inf-Infusion
6216	C22C24C23C21	Injectable, solution	Inf-Infusion
6460	C22C24C23C21	Injectable, solution	Inf-Infusion
6844	S1S2S7	Tablet	O-Oral
8859	S1S2S7	Tablet, coated	O-Oral
9412	S1S2S7	Tablet, film coated	O-Oral
10475	C22C24C23C21	Injectable, solution	Inf-Infusion
9924	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
9985	C223C24	Injectable, powder, for liposomal dispersion	Inf-Infusion
1865	S1S2S7	Capsule	O-Oral
3588	S1S2S7	Capsule	O-Oral
4324	S1S2S7	Tablet	O-Oral
4325	S1S2S7	Tablet	O-Oral
4326	S3S5L8	Granules, for suspension	O-Oral
4735	S1S2S7	Capsule	O-Oral
4736	S1S2S7	Capsule	O-Oral
4737	S3S5L8	Powder, for suspension	O-Oral
5146	S1S2S7	Capsule	O-Oral
5309	C22C24C23C21	Injectable, solution	Inf-Infusion
5381	S1S2S7	Capsule	O-Oral
5987	S1S2S7	Capsule	O-Oral
6030	S1S2S7	Tablet	O-Oral
7137	S1S2S7	Capsule	O-Oral
7214	S1S2S7	Capsule, hard	O-Oral
7249	C22C24C23C21	Injectable, solution	Inf-Infusion
7286	S1S2S7	Capsule, hard	O-Oral
7287	S1S2S7	Capsule, hard	O-Oral
8613	S1S2S7	Capsule	O-Oral
8926	C22C24C23C21	Injectable, solution	Inf-Infusion
9100	S1S2S7	Capsule	O-Oral
9101	S1S2S7	Capsule	O-Oral
9396	C22C24C23C21	Injectable, solution	Inf-Infusion
9777	C22C24C23C21	Injectable, solution	Inf-Infusion
9778	C22C24C23C21	Injectable, solution	Inf-Infusion
9779	C22C24C23C21	Injectable, solution	Inf-Infusion
10546	S1S2S7	Capsule	O-Oral
10561	S1S2S7	Tablet	O-Oral
10670	S1S2S7	Capsule	O-Oral
4419	S1S2S7	Capsule	O-Oral
4420	S1S2S7	Capsule	O-Oral
6922	S1S2S7	Capsule	O-Oral
7204	S1S2S7	Capsule	O-Oral
7205	S1S2S7	Capsule	O-Oral
5184	S1S2S7	Tablet, film coated	O-Oral
8938	S1S2S7	Tablet, coated	O-Oral
8939	S1S2S7	Tablet, coated	O-Oral
9111	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
10525	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
10910	S1S2S7	Tablet, film coated	O-Oral
9817	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
10516	S1S2S7	Capsule, hard	O-Oral
10517	C22C24C23C21	Injectable powder, concentrate, for solution	Inf-Infusion
6965	C22C24C23C21	Injectable powder, concentrate, for solution	Inf-Infusion
6966	C22C24C23C21	Injectable powder, concentrate, for solution	Inf-Infusion
9470	C22C24C23C21	Injectable powder, concentrate, for solution	Inf-Infusion
9471	C22C24C23C21	Injectable powder, concentrate, for solution	Inf-Infusion
10116	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
10985	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
10986	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
10595	C22C24C23C21	Injectable powder, concentrate, for solution	Inf-Infusion
10238	S1S2S7	Capsule	O-Oral
511	S3S5L8	Suspension	O-Oral
550	S1S2S7	Tablet	O-Oral
688	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
4285	S1S2S7	Tablet CHOOSE scored	O-Oral
4286	S1S2S7	Tablet CHOOSE scored	O-Oral
4405	S1S2S7	Tablet CHOOSE scored	O-Oral
9448	C22C24C23C21	Injectable, powder, for solution	Inf-Infusion
9474	S1S2S7	Tablet	O-Oral
9475	S1S2S7	Tablet	O-Oral
3404	C22C24C23C21	Injectable, solution	Inf-Infusion
10253	C22C24C23C21	Injectable, solution	Inf-Infusion
8255	S1S2S7	Tablet, film coated	O-Oral
8256	S1S2S7	Tablet, film coated	O-Oral
5291	S1S2S7	Tablet, film coated	O-Oral
7120	S1S2S7	Tablet, film coated	O-Oral
8763	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
9010	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
9217	S1S2S7	Tablet, film coated	O-Oral
9218	S1S2S7	Tablet, film coated	O-Oral
7188	S1S2S7	Tablet, film coated	O-Oral
9069	S1S2S7	Tablet, coated	O-Oral
9819	S1S2S7	Tablet, film coated	O-Oral
10196	S1S2S7	Tablet, film coated	O-Oral
10772	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
7342	S1S2S7	Tablet, film coated	O-Oral
7343	S1S2S7	Tablet, film coated	O-Oral
10039	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
10074	S1S2S7	Tablet, coated	O-Oral
5293	S1S2S7	Tablet, film coated	O-Oral
9323	S1S2S7	Tablet, film coated	O-Oral
9821	S1S2S7	Tablet, film coated	O-Oral
9933	S1S2S7	Tablet, film coated	O-Oral
10100	S1S2S7	Tablet, film coated	O-Oral
10591	S1S2S7	Tablet, film coated	O-Oral
4015	S1S2S7	Tablet	O-Oral
4016	S1S2S7	Tablet	O-Oral
10133	S1S2S7	Tablet, coated	O-Oral
10134	S1S2S7	Tablet, coated	O-Oral
10352	S1S2S7	Tablet, film coated	O-Oral
10353	S1S2S7	Tablet, film coated	O-Oral
