MoPHCode	Form	Scored
10547	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10580	Capsule	
8444	Powder, for suspension	
9353	Capsule	
5252	Tablet	
5278	Tablet	
9063	Tablet	
10814	Tablet	
8541	Injectable, solution	
8542	Injectable, solution	
9064	Tablet	
9065	Tablet	
7510	Capsule, hard	
9160	Tablet, film coated	
9161	Tablet, film coated	
7947	Tablet, film coated	
8312	Tablet	
8313	Tablet	
8686	Tablet, film coated	
8687	Tablet, film coated	
8688	Tablet, film coated	
10190	Tablet, film coated	
10191	Tablet, film coated	
10192	Tablet, film coated	
10635	Capsule, hard	
10636	Capsule, hard	
8034	Caplet, film coated	
8035	Caplet, film coated	
8721	Capsule, hard	
8722	Capsule, hard	
8723	Capsule, hard	
7729	Solution	
7869	Cream	
4646	Gel	
9877	Cream	
7332	Cream	
8273	Cream	
8418	Film forming solution / Varnish / Nail laquer	
2612	Cream	
9496	Gel	
9878	Cream	
4313	Cream	
4318	Spray	
6453	Cream	
2886	Cream	
6978	Cream	
2705	Film forming solution	
2801	Solution	
2802	Powder	
3902	Film forming solution	
4067	Cream	
6968	Film forming solution / Varnish / Nail laquer	
9400	Film forming solution / Varnish / Nail laquer	
4362	Cream	
4714	Cream	
6385	Spray	
7156	Cream	
10122	Cream	
10202	Spray	
3903	Film forming solution / Varnish / Nail laquer	
8594	Film forming solution / Varnish / Nail laquer	
9157	Film forming solution / Varnish / Nail laquer	
10646	Film forming solution / Varnish / Nail laquer	
2748	Cream	
9166	Solution	
4423	Tablet CHOOSE scored	YES
856	Tablet CHOOSE scored	YES
4361	Tablet CHOOSE scored	YES
4715	Tablet	
5589	Tablet	
7155	Tablet	
8341	Tablet	
4568	Ointment	
4641	Ointment	
6367	Cream	
4610	Ointment	
4621	Ointment	
7558	Solution	
10168	Gel	
259	Emulsion	
4499	Solution	
1499	Ointment	
3992	Cream	
7220	Ointment	
7543	Ointment	
1372	Ointment	
1373	Cream	
9504	Cream	
5211	Gel	
5303	Gel	
6220	Tablet, delayed release / enteric coated / gastro-resistant	
10120	Gel	
9045	Cream	
9907	Cream	
164	Spray	
1636	Spray	
9843	Spray	
9953	Jelly	
4481	Lotion	
4567	Ointment	
4600	Ointment	
8081	Ointment	
6872	Gel	
4523	Ointment	
4634	Ointment	
2747	Ointment	
2753	Powder	
4618	Ointment	
7321	Powder	
9022	Ointment	
1088	Ointment	
1089	Cream	
1440	Cream	
1548	Cream	
4400	Cream	
5499	Ointment	
5500	Cream	
7095	Ointment	
7531	Cream	
8191	Ointment	
8192	Cream	
9445	Gel	
8807	Ointment	
1163	Cream	
1164	Cream	
9179	Cream	
9180	Cream	
4397	Cream	
4632	Powder	
9919	Powder	
771	Cream	
772	Gauze	
9320	Cream	
585	Cream	
4287	Cream	
5298	Cream	
10093	Cream	
5783	Cream	
9686	Cream	
8870	Cream	
3698	Gel	
7560	Gel	
4431	Cream	
5027	Cream	
8931	Lipocream	
8932	Cream	
8933	Emulsion	
8996	Lotion	
2800	Cream	
508	Solution	
611	Cream	
612	Ointment	
4684	Cream	
8560	Cream	
4417	Cream	
3559	Cream	
6027	Cream	
6905	Cream	
7094	Lotion	
7539	Cream	
7897	Solution	
9261	Lotion	
9530	Lotion	
10136	Cream	
10967	Ointment	
8017	Cream	
10363	Cream	
10364	Ointment	
9441	Cream	
9488	Cream	
8052	Cream	
4898	Cream	
6696	Ointment	
6697	Cream	
9351	Cream	
9352	Ointment	
10490	Ointment	
10491	Cream	
4505	Cream	
4613	Ointment	
8030	Cream	
1527	Cream	
7969	Cream	
1087	Cream	
4688	Cream	
6014	Cream	
7263	Ointment	
7532	Cream	
8193	Cream	
7687	Cream	
9870	Cream	
3444	Cream	
4411	Cream	
5504	Cream	
8156	Cream	
8563	Ointment	
3526	Cream	
5239	Ointment	
759	Cream	
10366	Cream	
4903	Solution	
4904	Solution	
7264	Solution	
7718	Solution	
8365	Ointment	
3605	Solution	
3611	Ointment	
5954	Solution	
8250	Solution	
8251	Solution	
8757	Spray	
9029	Solution	
4559	Solution	
4532	Solution	
4488	Solution	
4490	Solution	
4492	Solution	
4494	Solution	
4590	Solution	
4591	Solution	
4592	Solution	
4594	Solution	
3414	Cream	
4367	Solution	
4368	Solution	
4369	Solution	
7494	Cream	
9215	Cream	
3415	Gel	
8652	Cream	
10938	Gel	
10939	Gel	
8928	Gel	
4467	Gel	
5095	Gel	
7660	Gel	
7661	Gel	
9061	Gel	
10671	Gel	
3694	Gel	
3695	Gel	
9343	Gel	
5235	Gel	
6240	Gel	
6336	Solution	
6390	Gel	
7825	Gel	
8380	Solution	
8381	Gel	
2767	Lotion	
4414	Solution	
4439	Solution	
7875	Gel	
6337	Cream	
6400	Cream	
6979	Cream	
9330	Gel	
8014	Gel	
10365	Cream	
3976	Capsule, soft / liquid gel / liquid filled / soft gelatin	
3977	Capsule, soft / liquid gel / liquid filled / soft gelatin	
3978	Capsule, soft / liquid gel / liquid filled / soft gelatin	
4075	Capsule, hard	
5114	Capsule, soft / liquid gel / liquid filled / soft gelatin	
5482	Capsule	
5483	Capsule	
8593	Capsule, soft / liquid gel / liquid filled / soft gelatin	
8724	Capsule, soft / liquid gel / liquid filled / soft gelatin	
8725	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10451	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10452	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10453	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10454	Capsule, soft / liquid gel / liquid filled / soft gelatin	
9017	Ointment	
9329	Ointment	
7630	Cream	
10255	Injectable, solution	
10623	Injectable, solution	
10369	Ointment	
10370	Ointment	
10329	Ointment	
2755	Solution	
5205	Solution	
6096	Solution	
6144	Solution	
6402	Solution	
8274	Foam	
8275	Foam	
8451	Solution	
8953	Solution	
10090	Solution	
7697	Cream	
7612	Gel	
8411	Gel	
9687	Spray	
9409	Cream	
9410	Cream	
10290	Ovule	
3711	Capsule	
6169	Capsule	
9769	Tablet	
6182	Tablet	
7681	Ovule	
2579	Ovule	
7235	Tablet	
8098	Tablet	
10852	Tablet	
1459	Ovule	
1460	Ovule	
3268	Ovule	
7761	Ovule	
10289	Ovule	
4315	Cream	
4316	Ovule	
4317	Ovule	
4319	Ovule	
11035	Suppository	
5071	Suppository	
6213	Suspension	
6420	Suspension	
6421	Capsule	
9083	Powder, for suspension	
3610	Solution	
5135	Ovule	
7183	Vaginal delivery system	
2937	Injectable, solution	
8577	Injectable, solution	
10838	Injectable, solution	
10839	Injectable, solution	
2936	Ring	
5208	Implant	
5311	Injectable, solution	
1301	Tablet CHOOSE scored	YES
1302	Tablet CHOOSE scored	YES
7826	Tablet CHOOSE scored	YES
7827	Tablet CHOOSE scored	YES
3411	Injectable, solution	
3412	Injectable, solution	
2905	Tablet	
9601	Tablet, film coated	
8622	Tablet, coated	
8684	Tablet, coated	
544	Tablet, film coated	
6284	Tablet, film coated	
9096	Tablet, film coated	
9108	Tablet, film coated	
9112	Tablet, film coated	
9243	Tablet, film coated	
141	Tablet, sugar coated	
8018	Implant	
3920	Tablet, film coated	
9042	Tablet, film coated	
10861	Tablet, film coated	
7852	Tablet, film coated	
9761	Tablet	
6561	Tablet	
8480	Tablet	
542	Injectable, solution	
8779	Gel	
8270	Tablet	
2043	Tablet, film coated	
6757	Tablet	
8225	Gel	
8761	Cream	
9455	Gel	
8360	Gel	
1007	Tablet	
8664	Tablet	
2904	Tablet	
8272	Injectable, solution	
117	Capsule	
968	Capsule, soft / liquid gel / liquid filled / soft gelatin	
969	Capsule, soft / liquid gel / liquid filled / soft gelatin	
5332	Gel	
5593	Capsule	
5986	Gel	
6738	Gel	
6739	Capsule	
6767	Tablet	
7069	Injectable, solution	
7253	Suppository	
7319	Suppository	
8226	Capsule	
8616	Capsule	
8929	Capsule	
9118	Gel	
9299	Injectable, solution	
3172	Tablet, film coated	
6664	Tablet	
10026	Tablet	
2938	Tablet, film coated	
2012	Tablet, film coated	
2045	Tablet, film coated	
9092	Tablet, film coated	
8269	Tablet	
2041	Tablet, film coated	
8048	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8746	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8747	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
5612	Injectable, powder, for solution CHOOSE with diluent	
7178	Injectable, powder, for solution CHOOSE with diluent	
7179	Injectable, powder, for solution CHOOSE with diluent	
9269	Injectable, powder, for solution CHOOSE with diluent	
9270	Injectable, powder, for solution CHOOSE with diluent	
9356	Injectable, powder, for solution CHOOSE with diluent	
9357	Injectable, powder, for solution CHOOSE with diluent	
3904	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
3905	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
509	Injectable, powder, for solution CHOOSE with diluent	
4025	Injectable, solution	
5334	Injectable, solution	
5595	Injectable, solution	
10086	Injectable, solution	
10087	Injectable, solution	
8908	Injectable, solution	
8909	Injectable, solution	
10507	Injectable, solution	
10508	Injectable, solution	
9920	Injectable, solution	
10975	Injectable, solution	
11021	Injectable, solution	
11022	Injectable, solution	
6470	Injectable, powder, for solution CHOOSE with diluent	
8292	Tablet	
133	Tablet	
138	Tablet	
545	Tablet, film coated	
7465	Tablet	
8301	Tablet, coated	
4596	Tablet	
6918	Tablet, film coated	
9114	Tablet, coated	
10313	Suppository	
6352	Granules	
6290	Granules, effervescents	
10143	Granules	
4246	Tablet, film coated	
5792	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5979	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10106	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10474	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9420	Tablet, film coated	
3980	Tablet, film coated	
3981	Tablet, film coated	
9036	Tablet, film coated	
9037	Tablet, film coated	
10333	Tablet, film coated	
10334	Tablet, film coated	
10695	Tablet, film coated	
10696	Tablet, film coated	
10836	Tablet	
10837	Tablet	
6401	Tablet, film coated	
7733	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3996	Tablet, film coated	
7261	Tablet, film coated	
7485	Film, orally soluble	
7536	Tablet	
8531	Tablet, film coated	
8532	Tablet, film coated	
9151	Tablet, film coated	
9387	Tablet, film coated	
9734	Tablet, film coated	
10011	Tablet	
10012	Tablet	
10020	Tablet, coated	
10243	Tablet, film coated	
10244	Tablet, film coated	
10605	Tablet, film coated	
10606	Tablet, film coated	
10608	Tablet, film coated	
4677	Tablet, film coated	
5157	Tablet, film coated	
5583	Tablet	
5976	Tablet, film coated	
6121	Tablet	
6163	Tablet, film coated	
6557	Tablet	
7600	Tablet, film coated	
7698	Tablet, film coated	
7755	Tablet, film coated	
7798	Tablet, film coated	
8036	Tablet, film coated	
8695	Tablet, film coated	
8741	Tablet, film coated	
9244	Tablet	
9259	Tablet, film coated	
9260	Tablet, film coated	
9340	Tablet, film coated	
9433	Tablet, film coated	
9545	Tablet, film coated	
9936	Tablet, film coated	
9994	Tablet, film coated	
10188	Tablet, film coated	
10335	Film, orodispersible	
10354	Tablet, film coated	
10429	Film, orodispersible	
10562	Tablet	
10563	Tablet	
10600	Tablet, coated	
10798	Tablet, film coated	
10799	Tablet, film coated	
10845	Film, orodispersible	
2708	Tablet, film coated	
6772	Tablet, orally disintegrating / mouth dissolving / orodispersible	
10607	Tablet, orally disintegrating / mouth dissolving / orodispersible	
4608	Tablet, coated	
1204	Capsule	
8231	Tablet, coated	
7291	Tablet, film coated	
7292	Tablet, film coated	
8777	Tablet, film coated	
8778	Tablet, film coated	
3110	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5983	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8306	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8544	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9437	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5087	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5468	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6029	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7316	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8589	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9072	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6344	Capsule	
6345	Capsule	
10948	Capsule	
10949	Capsule	
10913	Capsule	
9318	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5546	Tablet, film coated	
5547	Tablet, film coated	
5639	Tablet, film coated	
8070	Tablet, film coated	
8588	Tablet, film coated	
9081	Tablet, film coated	
9317	Tablet, film coated	
9414	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10181	Capsule	
10692	Capsule	
2815	Capsule	
8285	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
2014	Injectable, solution	
2015	Injectable, solution	
5185	Injectable, solution	
7032	Injectable, solution	
9395	Injectable, powder, for solution CHOOSE with diluent	
9837	Injectable, powder, for solution CHOOSE with diluent	
10863	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
10864	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
6914	Tablet, lyophilised / freeze-dried	
6915	Tablet, lyophilised / freeze-dried	
10205	Syrup	
6583	Injectable, solution	
10749	Injectable, solution	
850	Injectable, solution	
5848	Injectable, powder, for solution CHOOSE with diluent	
5849	Injectable, powder, for solution CHOOSE with diluent	
7147	Injectable, solution	
7148	Injectable, solution	
7149	Injectable, solution	
7653	Injectable, solution	
7654	Injectable, solution	
7655	Injectable, solution	
8446	Injectable, solution	
11039	Injectable, solution	
521	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
522	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8565	Injectable, suspension	
3885	Injectable, solution	
4291	Elixir	
4292	Tablet CHOOSE scored	YES
7159	Elixir	
8279	Injectable, solution	
9014	Injectable, solution	
9289	Injectable, solution	
9693	Injectable, solution	
9694	Injectable, solution	
10206	Injectable, solution	
416	Injectable, powder, for solution	
417	Injectable, powder, for solution	
439	Injectable, powder, for solution CHOOSE with diluent	
441	Injectable, powder, for solution	
442	Injectable, powder, for solution	
5497	Injectable, lyophilised / freeze-dried / dry powder, for solution	
5498	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6904	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7406	Injectable, powder, for solution CHOOSE with diluent	
7868	Injectable, powder, for solution	
8744	Injectable, powder, for solution	
9411	Injectable, powder, for solution	
9884	Injectable, powder, for solution	
9885	Injectable, powder, for solution	
6028	Syrup	
7041	Syrup	
9732	Syrup	
4459	Tablet CHOOSE scored	YES
4460	Tablet CHOOSE scored	YES
4461	Tablet CHOOSE scored	YES
4462	Tablet CHOOSE scored	YES
4664	Tablet CHOOSE scored	YES
4666	Tablet CHOOSE scored	YES
4667	Tablet CHOOSE scored	YES
4668	Tablet CHOOSE scored	YES
7077	Injectable, powder, for solution	
10830	Injectable, powder, for solution	
437	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
2645	Tablet CHOOSE scored	YES
2647	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7427	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8254	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
9729	Injectable, powder, for solution	
11051	Injectable, powder, for solution	
8120	Tablet	
8121	Tablet	
10752	Syrup	
1309	Tablet CHOOSE scored	YES
1310	Tablet CHOOSE scored	YES
1311	Tablet CHOOSE scored	YES
1312	Tablet CHOOSE scored	YES
7327	Tablet CHOOSE scored	YES
4710	Tablet	
8903	Tablet, film coated	
8904	Tablet, film coated	
8905	Tablet, film coated	
9858	Tablet	
2028	Injectable, powder, for solution	
10639	Powder	
5742	Injectable, solution	
10323	Injectable, solution	
10866	Injectable, solution	
9973	Spray	
10027	Injectable, solution	
7430	Tablet, film coated	
7431	Tablet, film coated	
7432	Tablet, film coated	
9486	Tablet, film coated	
9487	Tablet, film coated	
1665	Capsule	
2503	Tablet, coated	
2768	Tablet, film coated CHOOSE scored	YES
4466	Capsule	
6955	Tablet, microgranules	
9938	Tablet	
7284	Capsule	
4560	Capsule	
4562	Capsule	
7158	Capsule	
7329	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7824	Injectable, lyophilised / freeze-dried / dry powder, for solution	
4579	Capsule	
4580	Suspension	
2139	Injectable, powder, for solution	
2140	Injectable, powder, for solution	
3882	Capsule	
4469	Capsule	
4561	Capsule	
4573	Capsule	
4574	Powder, for suspension	
4575	Powder, for suspension	
4637	Powder, for suspension	
4643	Powder, for suspension	
4644	Capsule	
893	Capsule	
899	Capsule	
1479	Capsule	
2137	Injectable, powder, for solution	
2924	Powder, for suspension	
3881	Capsule	
4507	Powder, for suspension	
4518	Powder, for suspension	
4604	Powder, for suspension	
4615	Capsule	
4626	Powder, for suspension	
5044	Injectable, lyophilised / freeze-dried / dry powder, for solution	
5719	Capsule	
6999	Suspension	
7598	Injectable, powder, for solution	
7669	Capsule	
9146	Tablet, film coated	
9147	Tablet, film coated	
8639	Injectable, powder, for solution	
8640	Injectable, powder, for solution	
730	Tablet, film coated	
731	Powder, for suspension	
733	Powder, for suspension	
790	Powder, for suspension	
792	Tablet, film coated	
793	Tablet, film coated	
806	Powder, for suspension	
1104	Tablet	
1105	Powder, for suspension	
1106	Powder, for suspension	
1129	Powder, for suspension	
1130	Powder, for suspension	
1131	Tablet	
1132	Tablet	
1475	Tablet, film coated	
1478	Tablet, film coated	
1853	Tablet	
1854	Powder, for suspension	
1855	Tablet	
3944	Injectable, powder, for solution	
3974	Powder, for suspension	
5094	Powder, for suspension	
5384	Powder, for suspension	
5545	Tablet	
5633	Injectable, powder, for solution	
5904	Injectable, powder, for solution	
6024	Injectable, powder, for solution	
6251	Powder, for suspension	
6351	Tablet	
6457	Tablet	
6988	Suspension	
7025	Powder, for suspension	
8322	Tablet, film coated	
8412	Injectable, powder, for solution	
8736	Injectable, powder, for solution	
8820	Tablet, film coated	
8838	Tablet, chewable	
8919	Tablet	
9367	Powder, for suspension	
9849	Tablet	
10271	Powder, for suspension	
10272	Powder, for suspension	
10280	Powder, for suspension	
10421	Injectable, powder, for solution	
10860	Powder, for suspension	
10922	Powder, for suspension	
6138	Injectable, powder, for solution	
6288	Injectable, powder, for solution	
6475	Injectable, powder, for solution	
6781	Injectable, powder, for solution	
6782	Injectable, powder, for solution	
8609	Injectable powder for solution	
8706	Injectable, powder, for solution	
9982	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10422	Injectable, powder, for solution	
1671	Capsule	
3572	Capsule	
6602	Granules, for suspension	
6603	Capsule	
2263	Injectable, powder, for solution	
3943	Injectable, powder, for solution	
6283	Injectable, solution	
1498	Powder, for suspension	
1503	Capsule	
1658	Capsule	
1659	Powder, for suspension	
8620	Capsule	
8621	Tablet, film coated	
4092	Injectable, powder, for solution	
2267	Injectable, powder, for solution	
2268	Injectable, powder, for solution	
618	Tablet, film coated	
622	Granules, for suspension	
1394	Injectable, lyophilised / freeze-dried / dry powder	
1395	Tablet, film coated	
1842	Injectable, lyophilised / freeze-dried / dry powder, for solution	
2272	Injectable, lyophilised / freeze-dried / dry powder, for solution	
2273	Injectable, lyophilised / freeze-dried / dry powder, for solution	
2334	Injectable, lyophilised / freeze-dried / dry powder	
5382	Tablet, film coated	
5774	Tablet	
5828	Tablet, film coated	
5944	Tablet, film coated	
5966	Injectable, powder, for solution	
6012	Granules, for suspension	
6719	Tablet	
6730	Suspension	
9240	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9632	Injectable, powder, for solution	
9633	Injectable, powder, for solution	
1820	Powder, for suspension	
6529	Granules, for suspension	
6530	Granules, for suspension	
6604	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6605	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6422	Powder, for suspension	
7242	Powder, for suspension	
1660	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
1850	Injectable, lyophilised / freeze-dried / dry powder, for solution	
2266	Injectable, lyophilised / freeze-dried / dry powder, for solution	
3354	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
9132	Injectable, powder, for solution	
5717	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6465	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6505	Injectable, powder, for solution	
9129	Injectable, powder, for solution	
755	Injectable, powder, for solution	
1570	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
1571	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
1617	Injectable, powder, for solution	
1618	Injectable, powder, for solution CHOOSE withdiluent	
2271	Injectable, powder, for solution	
2332	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
3263	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
5201	Injectable, powder, for solution CHOOSE with diluent	
5202	Injectable, powder, for solution CHOOSE withdiluent	
5716	Injectable, powder, for solution	
6784	Injectable, powder, for solution	
6785	Injectable, powder, for solution CHOOSE withdiluent	
6786	Injectable, powder, for solution CHOOSE withdiluent	
6787	Injectable, powder, for solution	
6891	Injectable, powder, for solution	
6892	Injectable, powder, for solution	
6912	Injectable, powder, for solution CHOOSE with diluent	
7617	Injectable, powder, for solution	
7618	Injectable, powder, for solution	
7779	Injectable, powder, for solution	
7818	Injectable, powder, for solution	
7819	Injectable, powder, for solution	
7923	Injectable, powder, for solution CHOOSE with diluent	
8518	Injectable, powder, for solution	
8519	Injectable, powder, for solution	
9127	Injectable, powder, for solution	
9144	Injectable, powder, for solution	
9696	Injectable, powder, for solution CHOOSE withdiluent	
9697	Injectable, powder, for solution CHOOSE with diluent	
10075	Injectable, sterile powder, for solution CHOOSE with lidocaine solvent	
10928	Injectable, sterile powder, for solution CHOOSE with lidocaine solvent	
10929	Injectable, powder, for solution	
10930	Injectable, powder, for solution	
10931	Injectable, powder, for solution	
10932	Injectable, powder, for solution CHOOSE with diluent	
11034	Injectable, powder, for solution CHOOSE withdiluent	
8876	Injectable, powder, for solution	
753	Powder, for suspension	
754	Powder, for suspension	
1062	Powder, for suspension	
1122	Capsule	
1123	Capsule	
1124	Powder, for suspension	
1682	Powder, for suspension	
1726	Powder, for suspension	
1727	Capsule	
3590	Capsule	
3591	Powder, for suspension	
5245	Powder, for suspension	
5696	Capsule	
5697	Capsule	
5763	Capsule	
6122	Suspension	
6512	Suspension	
6853	Capsule	
7677	Capsule	
7837	Capsule	
8877	Capsule	
8879	Powder, for suspension	
8880	Powder, for suspension	
9039	Capsule	
10647	Powder, for suspension	
760	Tablet	
761	Powder, for suspension	
2909	Tablet, film coated	
2910	Granules, for suspension	
3777	Powder, for suspension	
3987	Tablet	
8617	Tablet, film coated	
9009	Granules, for suspension	
3560	Powder, for suspension	
3561	Powder, for suspension	
3851	Capsule	
7910	Suspension	
8227	Suspension	
8340	Capsule	
8839	Capsule	
8840	Powder, for suspension	
8841	Powder, for suspension	
5383	Tablet, film coated	
9603	Injectable, powder, for solution	
5276	Injectable powder for solution CHOOSE with diluent	
5277	Injectable powder for solution CHOOSE with diluent	
5658	Injectable, solution	
5659	Injectable, solution	
8090	Injectable, powder, for solution	
9332	Injectable, powder, for solution	
9443	Injectable, powder, for solution	
6513	Injectable, powder, for solution	
6542	Injectable, powder, for solution	
6893	Injectable, powder, for solution	
6894	Injectable, powder, for solution	
6997	Injectable, powder, for solution	
7021	Injectable, powder, for solution	
7198	Injectable, powder, for solution	
8142	Injectable, powder, for solution	
8143	Injectable, powder, for solution	
9134	Injectable, powder, for solution	
9625	Injectable, powder, for solution	
10097	Injectable, powder, for solution	
10187	Injectable, powder, for solution	
10189	Injectable, powder, for solution	
10903	Injectable, powder, for solution	
10904	Injectable, powder, for solution	
10926	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
10927	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8181	Injectable, concentrated powder, for solution	
10994	Injectable, powder, for solution	
5626	Injectable, solution	
6254	Injectable, powder, for solution	
6776	Injectable, powder, for solution	
7020	Injectable, powder, for solution	
9130	Injectable, powder, for solution	
9886	Injectable, powder, for solution	
10096	Injectable, concentrated powder, for solution	
10071	Injectable, concentrated powder, for solution	
8912	Injectable, concentrated powder, for solution	
1679	Suspension	
1681	Tablet	
4392	Tablet CHOOSE scored	YES
4393	Suspension	
4584	Tablet	
4585	Tablet	
4614	Suspension	
4413	Tablet CHOOSE scored	YES
1765	Tablet, film coated	
1766	Tablet, film coated	
1556	Tablet, film coated	
1557	Tablet, film coated	
1860	Tablet, film coated	
1861	Tablet, film coated	
4390	Tablet, film coated	
5330	Tablet, film coated	
5331	Tablet	
5967	Suspension	
6047	Suspension	
6410	Tablet, film coated	
6963	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7168	Tablet, film coated	
9578	Injectable, powder, for solution	
9579	Tablet, film coated	
9580	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9581	Granules, for suspension	
9582	Granules, for suspension	
808	Capsule	
1362	Powder, for suspension CHOOSE with solvent	
1363	Capsule	
1720	Capsule	
1721	Powder, for suspension	
1722	Powder, for suspension	
1835	Capsule	
4258	Tablet, film coated	
4259	Granules, for suspension	
4261	Granules, for suspension	
5206	Capsule	
5207	Powder, for suspension	
5590	Powder, for suspension	
5617	Capsule	
5981	Tablet	
6947	Capsule	
7136	Powder, for suspension	
7358	Tablet, film coated	
7359	Tablet, film coated	
7436	Tablet, film coated	
9513	Tablet, film coated	
9514	Tablet, film coated	
9593	Tablet, film coated	
411	Capsule	
412	Capsule	
6404	Injectable, solution	
8378	Capsule	
8379	Capsule	
8751	Injectable, solution	
10426	Injectable, solution	
3156	Injectable, powder, for solution	
2941	Injectable, solution	
2942	Injectable, solution	
2739	Injectable, solution	
6180	Injectable, solution	
8399	Injectable, solution	
8745	Injectable, solution	
10853	Injectable, solution	
3594	Tablet, film coated CHOOSE scored	YES
4450	Tablet, film coated CHOOSE scored	YES
5438	Tablet, film coated CHOOSE scored	YES
786	Tablet, film coated	
1139	Tablet, film coated	
1662	Tablet, film coated CHOOSE scored	YES
1819	Tablet, film coated	
1840	Tablet, film coated CHOOSE scored	YES
2293	Injectable, solution	
2295	Tablet, film coated	
2322	Tablet, film coated	
3464	Tablet, film coated CHOOSE scored	YES
3939	Injectable, solution	
3956	Tablet, film coated	
4309	Tablet, film coated CHOOSE scored	YES
4310	Tablet, film coated CHOOSE scored	YES
5310	Injectable, solution	
5931	Injectable, solution	
5938	Injectable, solution	
6307	Tablet, film coated	
7092	Injectable, solution	
7093	Injectable, solution	
7898	Injectable, solution	
7952	Tablet, film coated	
8458	Injectable, solution	
8991	Tablet, film coated	
9397	Injectable, solution	
9916	Injectable, solution	
4327	Tablet, film coated CHOOSE scored	YES
2974	Tablet, film coated	
4434	Tablet	
5270	Tablet, film coated	
5271	Tablet, film coated	
5432	Tablet, film coated CHOOSE scored	YES
5434	Injectable, solution	
5436	Tablet, film coated CHOOSE scored	YES
5694	Injectable, solution	
5831	Injectable, solution	
6059	Tablet, film coated	
6143	Tablet, film coated	
7123	Injectable, solution	
7195	Tablet, film coated	
7196	Tablet, film coated	
7216	Injectable, solution	
7233	Tablet, film coated	
7303	Tablet, film coated	
7401	Injectable, solution	
