MoPHCode	RegistrationNumber	DrugName	Presentation	Form	Agent	Manufacturer	Country	PublicPrice	Stratum
9285	116417/1	MEMANTINE ARROW LAB	28	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	1342499	A2
8796	84616/1	MEMANTINE BIOGARAN	28	Comprimes pellicules	Commercial and Trading Ressources SAL (CTR)	Farmea	France	2444450	B
8797	84516/1	MEMANTINE BIOGARAN	56	Comprimés pelliculés sécables	Commercial and Trading Ressources SAL (CTR)	Farmea	France	2444450	B
8419	138614/1	MEMORA	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	849820	A2
8420	138514/1	MEMORA	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1593413	B
6584	96240/11	MENACTRA MENINGOCOCCAL POLYSACCHARIDE DIPHTERIA TOXOID CONJUGATE VACCINE	1Vial		Mersaco	Sanofi Pasteur Inc	USA	6144048	B
11581	39623/1	MENFIVE	1Vial+1Diluent ampoule	Powder for injection	Unipharm S.A.L.	Serum Institute of India Pvt Ltd	India	3527587	B
9269	109116/1	MENO-CLAIR HP-HMG	1 ampoule powder with 1 ampoule solvent	Injectable powder with solvent for solution for injection (IM and SC)	Mediterranean Pharmaceutical Company	BBT- Biotech GmbH	Germany	1045509	A2
9270	109216/1	MENO-CLAIR HP-HMG	1 ampoule powder with 1 ampoule solvent	Injectable powder with solvent for solution for injection (IM and SC)	Mediterranean Pharmaceutical Company	BBT- Biotech GmbH	Germany	2005013	B
5612	221995/09	MENOPUR	10 vials of powder +10 ampoules of solvent	Powder for injection and solvent	Sadco	Ferring GmbH	Germany	16864077	D
7178	096728/12	MENOPUR	1Vial + 1 prefilled syringe with solvent for reconstitution, 1needle for reconstitution, 9alcohol pads, 9disposable syringes	Injectable powder 	Sadco	Ferring GmbH	Germany	13907829	D
7179	096729/12	MENOPUR	1Vial + 2 prefilled syringes with solvent for reconstitution, 1needle for reconstitution, 18alcohol pads, 18disposable syringes	Injectable powder 	Sadco	Ferring GmbH	Germany	27815659	D
11066	151121/1	MENQUADFI	1single dose vial (0.5ml)	Solution for intramuscular injection	Mersaco	Sanofi Pasteur Inc	USA	4859334	B
6762	219256/09	MENTEX	125ml	Syrup	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	323866	A1
4523	21359	MEPHICYCLINE DERMIQUE	20g	Ointment	Mephico S.A.L.	Mephico SAL	Lebanon	145903	A1
4525	21457	MEPHIGASTRYL	20	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon	296925	A1
9356	122817/1	MERIONAL HG	10vials + 10ampoules of solvent	Powder and solvent for solution for injection	Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland	41777992	E1
9357	122917/1	MERIONAL HG	10vials + 10ampoules of solvent	Powder and solvent for solution for injection	Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland	24771315	D
11905	96524/1	MERIONAL HG	Vial + solvent in prefilled syringe for injection (2ml)	Powder	Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland	25830983	D
10097	29319/1	MEROLIN	Box of 3Vials	Powder for solution for injection or infusion	Drugstore 3U S.A.R.L.	Packed by Pharmadex SAL Lebanon under license from ACS Dobfar SpA, Italy	Lebanon	2402668	B
10187	105319/1	MERONEM	10 Vial x30ml	IV	Droguerie Fattal  S.A.L.	ACS Dobfar S.P.A.	Italy	10398061	C
10189	105419/1	MERONEM	10 Vial x20ml	IV	Droguerie Fattal  S.A.L.	ACS Dobfar S.P.A.	Italy	10398061	C
6542	166843/11	MEROPENEM LABATEC	10 Vials	Injectable powder for Infusion/IV	Levant Alie Houses S.A.L.	ACS Dobfar S.P.A.	Italy	7278513	C
12000	142623/1	MEROPENEM MEDIS	10Vials	Injection or infusion	Medis Pharm Drugstore	Shenzhen Haibin Pharmaceutical Co. Ltd	China	6443725	B
6997	186261/13	MEROPENEM PANPHARMA	10 Flacons/ Boite	Poudre pour solution injectable ou pour perfusion	Minapharm Halabi	ACS Dobfar S.P.A.	Italy	7278513	C
7198	97227/12	MEROPENEM/ ANFARM	10 Vials	powder for solution for injection or infusion	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	6443725	B
11372	112620/1	MEROZAN	10Vials	Powder for solution for injection or infusion	Macromed S.A.R.L.	Demo SA	Greece	6443725	B
7923	106514/1	MESPORIN-1000 IM	1Vial x 3.5ml	Injectable powder for solution+solvent	Mectapharm S.A.L.	Labesfal Laboratorios Almiro SA	Portugal	417935	A1
7779	87414/1	MESPORIN-1000 IV	1Vial x 10ml	Injectable powder for solution+solvent	Mectapharm S.A.L.	Labesfal Laboratorios Almiro SA	Portugal	417935	A1
8459	173715/1	MESTINON	150	Tablet, sugar coated	Omnipharma	ICN Polfa Rzeszow SA	Poland	3090838	B
2217	974004/02	METALYSE	1Vial/ 1Prefilled syringe	powder and solvent for solution for injection	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	77815572	E1
11885	51323/1	METAPRO	56	Tablet, gastroresistant	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	639669	A1
6027	221948/09	METASONE	30g	Cream	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	335321	A1
6834	166621/11	METASONE	120 sprays	Aqueous nasal Spray	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	419791	A1
9530	62417/1	METASONE	30ml	Lotion	Medapharm	Mediphar Laboratories	Lebanon	239332	A1
9531	86516/1	METASONE-D	120sprays	Nasal spray	Medapharm	Mediphar Laboratories	Lebanon	534977	A1
5624	23631/06	METASPRAY	100 metered doses	nasal spray	Droguerie de l'Union	Cipla Ltd	India	349399	A1
3058	236818/99	METEOSPASMYL	30	Capsule	Spephal S.A.L.	Mayoly Spindler	France	481096	A1
3896	194120/05	METFORKEY	30	Tablet, extended release	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	357462	A1
3897	194121/05	METFORKEY	30	Tablet, extended release	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	374932	A1
9011	169116/1	METFORMINE ARROW LAB	30	Tablet, film coated, scored	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	237860	A1
9012	169016/1	METFORMINE ARROW LAB	30	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	237860	A1
9115	98117/1	METFORMINE ARROW LAB	30	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	193513	A1
11932	67524/1	METFORMINE ARROW LAB	90	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	560382	A1
11933	67324/1	METFORMINE ARROW LAB	90	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	689391	A1
11934	67424/1	METFORMINE ARROW LAB	90	Tablet, film coated, scored	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	689391	A1
12081	67324/1	METFORMINE ARROW LAB	30	Tablet, film coated	Darapharma S.A.L.	Generis Farmaceutica SA	Malta	237860	A1
12082	15424/1	METFORMINE ARROW LAB	30	Tablet, film coated	Darapharma S.A.L.	Generis Farmaceutica SA	Malta	193513	A1
12083	15224/1	METFORMINE ARROW LAB	30	Tablet, film coated, scored	Darapharma S.A.L.	Generis Farmaceutica SA	Malta	237860	A1
4642	194482	MET-FORTE	30	Tablet	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	355798	A1
10321	63720/1	METHOFEN PLATINUM	Box of 20	Tablet	Medi Drug S.A.R.L.	Packed by Pharmadex SAL Lebanon under license from Marcan Pharmaceuticals Inc. Canada	Lebanon	668082	A1
6206	167486/10	METHOTREXAT EBEWE	1vialx50ml	Injection	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	1842408	B
5498	222459/08	METHYL PREDNISOLONE VIATRIS 120MG	1 Vial IM/IV	Injectable powder for solution	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	602536	A1
6904	97214/12	METHYL PREDNISOLONE VIATRIS 1G	1 Vial	Powder for solution for injection (IV)	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	1348604	A2
5497	222460/08	METHYL PREDNISOLONE VIATRIS 40MG	1Vial IM/IV	Injectable dry powder for solution	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	258657	A1
4610	2891	METHYL SALICYLATE COMPOUND UNGUENTUM	30g	Ointment	Pharmadex	Pharmadex	Lebanon	165101	A1
2855	L0344/91	METHYL SULFATE DE NEOSTIGMINE RENAUDIN	bt de 10Amps (1ml)	Sol inj	Minapharm Halabi	Renaudin 	France	467657	A1
9884	47719/1	METHYLPREDNISOLONE ORBUCELL INJ.	box of 10Vials		Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon	5784922	B
9885	47619/1	METHYLPREDNISOLONE ORBUCELL INJ.	box of 10Vials		Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon	2143749	B
12258	129325/1	METOCLOPRAMIDE	40 (4*10)	Tablet	Cure Pharmaceutical	Ronald Pharmaceuticals Pvt Ltd	India	172012	A1
9605	90318/1	METOCLOPRAMIDE S.A.L.F.	5Ampoules x 2ml	Injectable solution	New Europharm	SALFSpA Laboratorio Farmacologico	Italy	255330	A1
10800	87720/1	METOFLEX	50	Tablet	Levant Alie Houses S.A.L.	Labatec Farmaceutica SA	Portugal	2941671	B
8063	140014/1	METOJECT	1Prefilled syringe of 0.2ml	Injectable solution	Mersaco	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	1553482	B
8064	140114/1	METOJECT	1Prefilled syringe of 0.3ml	Injectable solution	Mersaco	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	1968729	B
8065	140214/1	METOJECT	1Prefilled syringe of 0.4ml	Injectable solution	Mersaco	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	2134022	B
8066	140314/1	METOJECT	1Prefilled syringe of 0.5ml	Injectable solution	Mersaco	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	2582865	B
7713	48014/1	METORAM	5Ampoules	Injectable solution IV/IM	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	421071	A1
9087	63217/1	METORAM	50Ampoules	Injectable solution IV/IM	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	3026845	B
5833	194113/05	METRIS	100ml	Solution for infusion	Macromed S.A.R.L.	Otsuka Pharmaceutical India Private Limited	India	142447	A1
11159	16522/1	METROGYL	100ml	Powder for oral suspension	Germanos Health Care Supplies SARL	Fulton Medicinali SpA, Italy for Chaoul Pharmaceuticals (Cha-pha) SAL, (Packing) 	Lebanon	500867	A1
1685	24873/80	METROLAG	20	Tablet	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland	130353	A1
1686		METROLAG	24	Tablet	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland	389714	A1
4345	208033/03	METROLAG	100ml	Syrup	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL under licence from Lagap Pharmaceuticals Switzerland	Lebanon	391634	A1
12006	425/1	METROLE	Bottle of 100ml	Syrup	Medis Pharm Drugstore	Alfa Laboratoires S.A.L.	Lebanon	391634	A1
11693	39923/1	METRONIDAL	Bottle of 100ml	Syrup	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	391634	A1
958	973386/01	METRONIDAZOLE	1	Solution	Pharmamed	Pharmaceutical Solutions Industry Ltd	Saudi Arabia	162605	A1
4611	43	METRONIDAZOLE	1000	Tablet	Pharmadex	Pharmadex	Lebanon	6540034	B
6713	167738/11	METRONIDAZOLE 250	20	Tablet	Pharmadex	Pharmadex	Lebanon	131825	A1
1191	MPO822/92	METRONIDAZOLE B. BRAUN	Ecoflac Plus Bottles 100ml	Infusion IV	Droguerie de l'Union	B. Braun Melsungen AG	Germany	102132	A1
2661	236669	METRONIDAZOLE FRESENIUS	10x100ml	Solution for Infusion 	Benta Trading Co s.a.l.	Fresenius Kabi Deutschland GmbH	Germany	1866597	B
8402	138815/1	METRONIDAZOLE PANPHARMA	10Vials x 100ml		Minapharm Halabi	Panpharma GmbH	Germany	1624706	B
11830	20324/1	METRONOR	50Bags of 100ml	Solution for infusion	Droguerie Phenicia	Normon SA	Spain	5359244	B
12131	78224/1	METRO-SOLUTIONS	100ml bag	Injectable solution	A Pharma Solutions SAL	Serum and Solutions SAL	Lebanon	166381	A1
11122	74621/1	MEXAZIL XR 14/10	30	Capsule	Benta Trading Co s.a.l.	Benta SAL	Lebanon	3432174	B
11123	74721/1	MEXAZIL XR 28/10	30	Capsule	Benta Trading Co s.a.l.	Benta SAL	Lebanon	4333444	B
10027	87219/1	MIACALCIC	5x1ml	Ampoule	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	1720118	B
9973	40119/1	MIACALCIC 200 UI/ACTUATION		Nasal Spray	Khalil Fattal & Fils S.A.L.	Delpharm Huningue SAS Huningue	France	5399559	B
8745	130714/1	MIACIN	6 Ampoules	injection IV/IM	Abela Frères S.A.L.	Hikma Farmaceutica SA	Portugal	2015764	B
2265	974489/00	MICARDIS	28	Tablet	Mersaco	Rottendorf Pharma GmbH	Germany	760615	A2
2308	974488/00	MICARDIS	28	Tablet	Mersaco	Rottendorf Pharma GmbH	Germany	998475	A2
2326	974085/02	MICARDIS PLUS	28	Tablet	Mersaco	Rottendorf Pharma GmbH	Germany	1101951	A2
11035	84522/1	MICOGYL	6	Vaginal Suppositories	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	362198	A1
4646	26580/89	MICONAZ	30g	Topical gel	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	427470	A1
4648	28560/93	MICONAZ	30g	Oral gel	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	229093	A1
11663	3323/1	MICOTER GYNO OVULE	1Pessary		Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Bliss GVS Pharma Limited, India	Lebanon	447948	A1
6868	166907/11	MICOZOLE	20g	Oral gel	Macromed S.A.R.L.	Medical Union Pharmaceuticals (MUP)	Egypt	104820	A1
141	22411	MICROGYNON  '30'	21	Dragée	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	161261	A1
5792	219588/09	MICTONORM	28	Tablet, coated	Abela Frères S.A.L.	Apogepha Arzneimittel GmbH	Germany	1261868	A2
10474	34220/1	MICTONORM	56	Tablet, coated	Abela Frères S.A.L.	Apogepha Arzneimittel GmbH	Germany	1917663	B
5979	168028/10	MICTONORM XL	28	Capsule, modified release	Abela Frères S.A.L.	Apogepha Arzneimittel GmbH	Germany	1648895	B
10106	97519/1	MICTONORM XL	28	Capsule, modified release	Abela Frères S.A.L.	Apogepha Arzneimittel GmbH	Germany	1877348	B
8863	165315/1	MIDAZOLAM HAMELN	5 Ampoules x 5ml	Solution for injection IV/IM/RECTAL	Pharmamed	Siegfried Hameln GmbH	Germany	529474	A1
8864	165215/1	MIDAZOLAM HAMELN	5Ampoules x 1ml	Solution for injection IV/IM/Rectal	Pharmamed	Siegfried Hameln GmbH	Germany	561726	A1
570	973896	MIDAZOLAM NORMON.	10	Injection	Droguerie Phenicia	Normon SA	Spain	618168	A1
3909	194042/05	MIDAZOLAM PANPHARMA	10	Injectable solution	Minapharm Halabi	Panpharma GmbH	Germany	826463	A2
6850	97356/12	MIDAZOLAM PANPHARMA	10x5ml	Injectable solution	Minapharm Halabi	Panpharma GmbH	Germany	697454	A1
8529	149415/1	MILRINONE	10Ampoules x 10ml	Concentrate for solution for infusion 	BroadMed SAL	Cenexi 	France	28486446	D
8589	166611/11	MINGO	30	Capsule	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	673201	A1
6712	218671/10	MINILAX	4 Tubes x 10ml	Rectal Solution	Medi drug International SAL (MDI)	Pharmadex (Packing)  licensed by Orbucell pharma  Canada	Lebanon	474824	A1
6914	96689/12	MINIRIN MELT	30 Units	Oral lyophilisate tablets	Sadco	Catalent UK Swindon Zydis Ltd	UK	2484765	B
6915	96688/12	MINIRIN MELT	30 Units	Oral lyophilisate tablets	Sadco	Catalent UK Swindon Zydis Ltd	UK	4970873	B
11404	144321/1	MINOCET	10	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1407003	A2
5163	24368/06	MINOR	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	266209	A1
6096	24906/07	MINOXIDIL BAILLEUL	3 flaconsx60ml	Solution pour application cutanée	Pharmamedic S.A.R.L.	Delpharm Huningue SAS 	France	3675409	B
6402	166842/11	MINOXIDIL BAILLEUL	3Flacons x 60ml	Solution pour application cutanée	Pharmamedic S.A.R.L.	Delpharm Huningue SAS 	France	2839539	B
3733	236885	MIOSTAT STERIL INTRAOCULAR	12 x 1.5ml	Solution	Khalil Fattal & Fils S.A.L.	Alcon Laboratories Inc	USA	8117591	C
10016	54219/1	MIOVISIN	6Ampoules powder + 6Ampoules solvent 2ml	Powder and solvent for solution for injection for intraocular use	New Larys Pharm SARL	Farmigea SpA	Italy	6449100	B
7021	97003/12	MIRAN	1 Vial	Injectable powder	Pharmanet Drugstore S.A.R.L.	ACS Dobfar S.P.A.	Italy	819744	A2
10031	112816/1	MIRATA	30	Tablet, film coated	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	77379009	E1
10032	112916/1	MIRATA	30	Tablet, film coated	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	88599923	E2
11832	12124/1	MIRENA 20mcg/24h Levonorgestrel		Intra-uterine System	Droguerie R. Pharaon & Fils S.A.L.	Bayer OY	Finland	10530753	C
8556	142215/1	MIRTA TAD	30	Tablet, film coated	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	1138235	A2
10394	12120/1	MISOFAR	8	Vaginal tablet	Levant Alie Houses S.A.L.	Industria Quimica Farmaceutica Vir SA	Spain	1855846	B
10395	12020/1	MISOFAR	4	Vaginal tablet	Levant Alie Houses S.A.L.	Industria Quimica Farmaceutica Vir SA	Spain	1546763	B
3952	194342/05	MITOXANTRON EBEWE	1Vial	Concentrate for solution for infusion 	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	11064120	C
2029	27173	MIXTARD 30	10ml	Vial	Mersaco	Novo Nordisk AS	Denmark	752552	A2
8088	144914/1	MIXTARD 30	10ml	Vial	Mersaco	Novo Nordisk Production SAS, Chartres	France	752552	A2
9370	67417/1	MIXTE SIMPLE (1)	500ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	182720	
9371	67517/1	MIXTE SIMPLE (1)	1.000ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	205933	
9710	130818/1	MIXTE SIMPLE (2)	500ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	182720	
9713	130918/1	MIXTE SIMPLE (2)	1000ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	207894	
7644	97205/12	MMF	56	Tablet, coated	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	4087969	B
10164	192219/1	M-M-R II (MEASLES, MUMPS AND RUBELLA VIRUS VACCINE LIVE)	10single doses 0.5ml vials +10single doses 0.7ml vials of sterile diluent 	Solution for injection	Droguerie de l'Union	Merck Sharp & Dohme Corp, Durham	USA	12924401	C
7706	185830/13	MOBITIL	10	Tablet, film coated	Macromed S.A.R.L.	Medical Union Pharmaceuticals (MUP)	Egypt	212327	A1
9007	173116/1	MODAFINIL ARROW	30	Comprimé	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	5361932	B
5056	24706/07	MODODOM	20	Tablet, film coated	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	147823	A1
4321	25483	MODUCREN	30	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	915093	A2
4267	25486	MODURETIC	30	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	798398	A2
9656	72716/1	MOFLOXINE	1 bag	Injectable solution for intravenous infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan	1638144	B
6374	167628/10	MOLCET	20	Tablet	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	317403	A1
9462	167617/1	MOLSIDOMINE BIOGARAN	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	256674	A1
9463	167717/1	MOLSIDOMINE BIOGARAN	90	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	713580	A1
9464	167817/1	MOLSIDOMINE BIOGARAN	30	Comprimés 	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	344024	A1
11229	26621/1	MOMETASONE BIOGARAN	Flacon de 120doses	Suspension pour pulvérisation nasale	Commercial and Trading Ressources SAL (CTR)	Farmea	France	501253	A1
12260	67623/1	MONODOKS	14	Capsule	New Europharm	Deva Holding AS	Turkey	248611	A1
9797	173318/1	MONOPROST	30single dose container	eye drops solution	Square One Group Pharma SAL	Excelvision	France	1187957	A2
3045	27057	MONO-TILDIEM LP/SR	28	Gélule	Mersaco	Sanofi Winthrop Industrie	France	658483	A1
3055	135276	MONO-TILDIEM LP/SR	28	Gélule	Mersaco	Sanofi Winthrop Industrie	France	658483	A1
8761	62516/1	MONTADIOL	25g	Vaginal cream	Mediterranean Pharmaceutical Company	Pharmazeutische Fabrik Montavit GmbH	Austria	1105982	A2
11686	16523/1	MONTELUKAST ARROW LAB	28	Tablet, chewable	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	851996	A2
11687	16623/1	MONTELUKAST ARROW LAB	28	Tablet, chewable	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	851996	A2
11688	16723/1	MONTELUKAST ARROW LAB	28	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	978317	A2
7770	222934/14	MONTELUKAST-SANDOZ	28	Tablet, chewable	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	1184140	A2
7771	222933/14	MONTELUKAST-SANDOZ	28	Tablet, chewable	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	1184140	A2
7772	222932/14	MONTELUKAST-SANDOZ	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	1136296	A2
5916	221709/08	MONUROL	1 Sachet	Granules	BiofinPharma Middle East S.A.L.	Zambon Switzerland Ltd	Switzerland	571133	A1
11665	52923/1	MORPHILINE	60ml	Oral solution	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	189418	A1
2280	973343/01	MORPHINE (CHLORHYDRATE) RENAUDIN	Bt 10Ampoules x 1ml	Sol inj	Minapharm Halabi	Renaudin 	France	626231	A1
11153	69221/1	MORPHINE MEDIS	10Ampoules of 1ml	Injectable solution	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	1050885	A2
3969	194340/05	MOSAR	20	Tablet, coated	Droguerie Phenicia	Laboratorio Elea Phoenix SA	Argentine	798242	A2
3970	194341/05	MOSAR PLUS	30	Tablet, coated	Droguerie Phenicia	Laboratorio Elea Phoenix SA	Argentine	865435	A2
12015	131724/1	MOTIDOL ODT	30	Tablet, orodispersible	L. Pharm SAL	UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Athena Drug Delivery Solutions private Ltd, India	Lebanon	259810	A1
1689	973376/01	MOTILAT	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	221734	A1
11798	99623/1	MOTILIUM	30	Tablet	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	353431	A1
9875	8419/1	MOTILIUM ORAL	200ml	Oral Suspension	Mersaco	Janssen Pharmaceutica NV	Belgium	377620	A1
6293	167833/11	MOTRINEX	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	802274	A2
11854	126624/1	MOUNJARO KWIKPEN	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	39601065	E1
11855	126724/1	MOUNJARO KWIKPEN	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	39601065	E1
11856	126824/1	MOUNJARO KWIKPEN	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	39601065	E1
11857	126524/1	MOUNJARO KWIKPEN	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	39601065	E1
11858	126324/1	MOUNJARO KWIKPEN	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	39601065	E1
11859	126424/1	MOUNJARO KWIKPEN	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	39601065	E1
9645	65318/1	MOVICOL	20	Sachet	Mectapharm S.A.L.	Norgine Ltd	UK	853340	A2
9646	84418/1	MOVICOL PEDIATRIC PLAIN	30 Sachets	Powder for oral solution	Mectapharm S.A.L.	Norgine Ltd	UK	624887	A1
1855	148391/04	MOXICLAV	14	Tablet	New Allpharma	Medochemie Ltd	Cyprus	430030	A1
8412	218131/09	MOXICLAV	1Vial	Powder for solution for injection/ infusion	New Allpharma	Medochemie Ltd	Cyprus	169324	A1
1854	405602/00	MOXICLAV  FORTE	100ml	Powder for oral suspension	New Allpharma	Medochemie Ltd	Cyprus	298333	A1
9367	100015/1	MOXICLAV BIS	70ml	Powder for oral suspension	New Allpharma	Medochemie Ltd	Cyprus	309084	A1
3881	405601/00	MOXILEN	50x10	Capsule	New Allpharma	Medochemie Ltd	Cyprus	3717068	B
5044	195476/04	MOXILEN	10vials	powder for injection	New Allpharma	Medochemie Ltd	Cyprus	998475	A2
9829	186618/1	MOXITEC		Eye drops solution	Levant Alie Houses S.A.L.	Famar SA, batch releaser: pharmathen SA, Greece	Greece	464970	A1
7267	166612/11	MOZOBIL	1Vial	Injectable solution	Mersaco	Euroapi UK Limited	UK	413801327	E2
8744	159715/1	MP 40	1Vial + 1ampoule solvent of 2ml	Freeze dried	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	219046	A1
7868	186480/12	MP 500	10Vials	Freeze dried	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	5316241	B
3632	236276	MST CONTINUS	60	Tablet, prolonged release	Mersaco	Bard Pharmaceuticals Ltd	UK	972942	A2
3633	38940	MST CONTINUS	60	Tablet, prolonged release	Mersaco	Bard Pharmaceuticals Ltd	UK	2289908	B
3634	38941	MST CONTINUS	60	Tablet, prolonged release	Mersaco	Bard Pharmaceuticals Ltd	UK	3839358	B
7393	187413/13	MUCINEX	20	Tablet, extended release bilayer	Droguerie Columbus	Reckitt Benckiser Healthcare International Ltd, Nottingham	UK	749864	A2
9739	154118/1	MUCOSOLVAN	100ml	Syrup	Mersaco	Delpharm Reims	France	380307	A1
9391	9118/1	MUCOSOLVAN LA	10	Capsule	Mersaco	Delpharm Reims	France	345368	A1
