Code	Child
5202	powder for injection + solvent (Lidocaine 1%)
7819	1Vial powder & 1Amp solvent for IM
1618	IM injection
1570	Vial + Solvent
1571	Vial + Solvent
755	Vial
9696	
11583	Powder for IM injection +amp of solvent
8518	IV/IM Powder for solution for injection
2271	Injectable powder for solution
6784	Sterile powder and solvent for IV injectable solution
6785	Sterile powder and solvent for IM injectable solution
6892	Sterile powder for IM/IV injectable solution
7617	Sterile powder and solvent for IV injectable solution
10075	Sterile powder and solvent for IM injectable solution
10928	Sterile powder and solvent for IM injectable solution
10929	Sterile powder and solvent for IV injectable solution
10930	Sterile powder for IM/IV injectable solution
10931	Sterile powder and solvent for IV injectable solution
10932	Sterile powder and solvent for IM injectable solution
5201	Powder for injection + solvent
6912	Powder for injection
9144	
7818	1Vial powder & 1Amp solvent for IM
7923	Injectable powder for solution+solvent
7779	Injectable powder for solution+solvent
9127	
3263	Dry powder injection IM
1617	IM injection
5716	IM, IV
2332	
8519	IV Powder for solution for infusion
9697	
8876	Injectable
1062	Suspension
8879	Suspension
5245	Dry suspension
753	Suspension
1682	Suspension
1124	Suspension
8880	Suspension
1726	Dry suspension
754	Suspension
6512	Oral suspension
3591	Suspension
10647	powder for oral suspension
6122	Oral Suspension
1122	Capsule
8877	Capsule
7837	Capsule, hard
9039	Capsule
5697	Capsule
1123	Capsule
8878	Capsule
1727	Capsule
6853	Capsule
5763	Capsule, hard
3590	Capsule
7677	Capsule
5696	Capsule
2910	Granules
9009	Granules pour suspension buvable
2909	Tablet, film coated
3987	Tablet
8617	Tablet, film coated
760	Tablet
761	Suspension
11471	Powder for oral suspension
3777	Suspension
3560	Suspension
3561	Suspension
8840	Suspension
8841	Suspension
11307	Powder for oral suspension
7910	Suspension
8227	Suspension
8839	Capsule
3851	Capsule
11404	Capsule
8340	Capsule
9603	Powder for concentrate for solution for infusion 
5276	IM/IV
5658	IM,IV
11318	Injectable powder for solution IM/IV
8090	Injectable powder for solution IM/IV
5277	IM/IV
5659	IM,IV
9332	Powder for solution for injection or infusion
10189	IV
8143	Injectable powder for solution/Infusion
6893	Sterile powder for solution for IV injection or infusion
10904	Sterile powder for solution for IV injection or infusion
10926	Sterile powder for solution for IV injection or infusion
11562	Sterile powder for solution for IV injection or infusion
10187	IV
8142	Injectable powder for solution/Infusion
6894	Sterile powder for solution for IV injection or infusion
10903	Sterile powder for solution for IV injection or infusion
10927	Sterile powder for solution for IV injection or infusion
11563	Sterile powder for solution for IV injection or infusion
9134	
10097	Powder for solution for injection or infusion
6542	Injectable powder for Infusion/IV
6997	Poudre pour solution injectable ou pour perfusion
7198	powder for solution for injection or infusion
9625	Powder for solution for injection or infusion
11372	Powder for solution for injection or infusion
7021	Injectable powder
6513	Injectable
8181	Powder for concentrate for solution for infusion
10994	Powder for injection
9130	
11358	Powder for solution fo injection
9886	Powder for solution for infusion
6254	Injectable powder for solution for infusion
6776	Injectable powder for solution for infusion
7984	Powder for IV injectable preparation
10096	Powder for concentrate for solution for infusion
10071	Injectable powder for concentrate for solution for Infusion
8912	Powder for concentrate for solution for infusion
4393	Suspension
4614	Suspension
11509	Tablet
4584	Tablet
4585	Tablet
4392	Tablet, scored
4413	Tablet, scored
1765	Tablet, film coated
1766	Tablet, film coated
4390	Tablet, film coated
7168	Tablet, film coated
1860	Tablet, coated
1556	Tablet, film coated
9579	Tablet, film coated
6410	Tablet, film coated
1861	Tablet, coated
5331	Tablet, film coated
1557	Tablet, film coated
9578	Injectable powder for solution for intravenous infusion
9581	Granules
5967	Suspension
9582	Granules for Oral suspension
6047	Suspension
9580	Tablet,coated, modified release
6963	Tablet, extended release
1362	Powder for oral suspension  + solvent
5590	Powder for oral suspension + solvent
1721	Dry suspension
5207	Suspension
7136	POS
1722	Dry suspension
6947	Capsule
5981	Tablet
7358	Tablet, film coated
9513	Tablet, film coated
1363	Capsule
1720	Capsule
1835	Capsule
11496	Tablet, film coated
7454	Capsule
5617	Capsule
4258	Tablet, film coated
808	Capsule
5206	Capsule
7359	Tablet, film coated
9514	Tablet, film coated
9593	Tablet, film coated
7436	Tablet, film coated
411	Capsule
412	Capsule
8379	Capsule
6404	Solution for injection or infusion
8751	Injectable solution
2941	Injectable solution
11614	
11613	
10853	Solution for infusion for IV or IM injection
6180	Injectable solution
2739	Vial
8745	injection IV/IM
8399	Injectable solution
3594	Tablet
4450	Tablet, film-scored
2295	Tablet
6307	Tablet, film coated
1662	Tablet
1819	Tablet, film coated
1840	Tablet
1139	Tablet, film coated
786	Tablet, film coated
3956	Tablet, film coated
3464	Tablet
7952	Tablets, film coated
8991	Tablet, film coated
3166	Tablet
2322	Tablet
2293	Infusion
5310	Solution pour perfusion
7093	Solution pour perfusion
11162	Solution pour perfusion
5931	Infusion 
3939	Injection
7898	
9397	Solution for IV Infusion 
9916	Solution for IV intravenous infusion
5938	Solution pour perfusion
7092	Solution pour perfusion
8458	
4327	Tablet, film coated
10876	Solution for  Infusion
11371	Injectable solution for infusion
7401	Infusion
5694	Solution for infusion
11568	Solution for infusion
7216	Solution Injectable pour perfusion par voie intraveineuse  
5831	Injectable solution for infusion/IV
9426	Solution for Intravenous infusion
9571	Solution for IV infusion
10875	Tablet, film coated, scored 
10746	Tablet, film coated
10747	Tablet, film coated
8739	Tablet, film coated
7195	Oral Tablet, film coated
5270	Tablet, coated
11534	Tablet, coated, scored
4434	Tablet
2974	Tablet
6059	Tablet, film coated
7303	Tablet, film coated
7847	Tablet, film coated
7233	Tablet, film coated
9223	Tablet
10745	Tablet, film coated
7196	Oral Tablet, film coated
5271	Tablet, coated
6143	Tablet, film coated
11560	Tablet, film coated
2198	Tablet, film coated
2199	Tablet, film coated
6917	Tablet, film coated
9666	Tablet, film coated
9221	Tablet
11157	Tablet
11403	Tablet, film coated
5222	Solution for IV infusion
9656	Injectable solution for intravenous infusion
6473	Tablet, film coated
11118	Tablet
11119	Powder for concentrate for solution for infusion
8397	Tablet
4357	Tablet
9139	Comprimé pelliculé
8010	Tablet
7250	Powder  for injection
1630	Injectable IV
6322	
8787	IV powder for solution for infusion 
5366	powder for solution for infusion or for oral solution
6406	Powder for solution for infusion
7615	Injectable sterile lyophilised powder for solution for IV infusion
8774	Injectable sterile lyophilised powder for solution for IV infusion
11569	Lyophilisate for solution for infusion 
6323	
8786	IV powder for solution for infusion 
9669	Injectable lyophilised powder for solution for IV infusion
10128	Sterile lyophilised powder for solution for IV infusion
5709	Injectable powder +solvent IM/IV
7985	Lyophilisat IV IM
3203	Vial
7986	Lyophilisat IV IM
6980	Powder for solution for injection and infusion
9644	Poudre pour solution injectable et inhalation
9399	Injectable powder for solution for injection or inhalation
9228	Injectable solution
10850	Powder for solution for injection or for nebulizer solution
11113	Powder for solution for injection
5195	Tablet, film coated
11494	Tablet
7591	Capsule
5916	Granules
11164	Granules for oral solution
6216	IV Injection
6460	Solution
6215	IV Injection
11369	Solution pour perfusion 
6844	Tablet
9412	Tablet, film coated
11618	Comprimés pelliculés 
9924	Lyophilized, Injection, powder for solution
9985	Vial
7249	IV solution for infusion
7464	
8926	IV solution for infusion
5309	Solution pour perfusion
9396	Injectable solution for Infusion 
9777	Solution for Intravenous Infusion
4737	Powder for suspension
4326	Powder for suspension
3588	Capsule
4735	Capsule
10561	Tablet
5987	Capsule
4324	Tablet
7287	Capsule, hard
9101	Capsule
7137	Capsule
8613	Capsule
5146	Capsule
10670	Capsule
4736	Capsule
7214	Capsule, hard
6030	Tablet
5196	Capsule
1865	Capsule
4325	Tablet
5381	Capsule, hard gelatin
7286	Capsule, hard
9100	Capsule
10546	Capsule
4419	Capsule
4420	Capsule
7204	Capsule
7205	Capsule
6922	Capsule
11293	Comprimé pelliculé
11600	Tablet, film coated
10910	Tablet, film coated
11294	Comprimé pelliculé
10525	Injectable powder for solution for infusion
11292	Poudre pour solution pour perfusion
9817	Tablet, gastroresistant
10516	Capsule, hard
10517	Powder for concentrate for solution for infusion
6965	Powder for concentrate for solution for infusion
11313	Powder for concentrate for solution for infusion
11297	Poudre pour solution à diluer pour perfusion
6966	Powder for concentrate for solution for infusion
11314	Powder for concentrate for solution for infusion
11296	Poudre pour solution à diluer pour perfusion
10116	for infusion
10986	Powder for solution for infusion 
10985	Powder for solution for infusion 
10595	Powder for concentrate for solution for infusion
10238	Capsule
688	Injection
11204	Lyophilized preparation fot IV infusion
511	Suspension
4405	Tablet, scored
4285	Tablet
4286	Tablet
9474	Tablet
550	Tablet
9475	Tablet
3404	Vial
10253	Vial
8255	Tablet, film coated
8256	Tablet, film coated
9217	Tablet, film coated
9218	Tablet, film coated
8763	Tablet, film coated, breakable
9010	Tablet, film coated, breakable
5291	Tablet, film coated
7120	Tablet, film coated
7188	Tablet, film coated
11604	Tablet, film coated
9819	Tablet, film coated
9069	Comprimes pellicules
10196	Tablet, film coated
10772	Sterile lyophilized powder for solution for infusion
7342	Tablet, film coated
10039	comprimés pelliculés sécables
7343	Tablet, film coated
10074	Comprimés pelliculés
9933	Tablet, film coated
9323	Tablet, film coated
9821	Comprimé pelliculé
10100	Comprimés pelliculés
10591	Tablet, film coated
5293	Tablet
4015	Tablet
10712	Tablet, film coated
10688	Comprimés pelliculés
10133	Comprimés pelliculés
10634	Tablet, film coated
10353	Tablet, film coated
4016	Tablet
10822	Tablet
10711	Tablet, film coated
10689	Comprimés pelliculés
10134	Comprimés pelliculés
10633	Tablet, film coated
10352	Tablet, film coated
9327	Tablet, film coated
7339	Tablet
7349	Tablet, film coated
10160	Tablet, film coated
6443	Powder for inhalation
1602	Capsule
10380	Capsule
5449	Capsule
4682	Capsule
9321	Tablet, film coated
9932	Tablet, film coated
9043	Tablet, film coated
9324	Tablet, film coated
9322	Tablet, film coated
10057	Tablet, film coated
9935	Tablet, film coated
9934	Tablet, film coated
7341	Tablet, film coated
10018	Comprimé pelliculé sécable
9930	Tablet, film coated
6445	Tablet
7340	Tablet, film coated
6446	Tablet
10351	Tablet, film coated
8067	Tablet, film coated
7344	Tablet
9167	Tablet, film coated
9931	Tablet, film coated
9900	Tablet, film coated
10161	Tablet, film coated
11410	Tablet
8304	Tablet, film coated
9328	Tablet, film coated
10268	Tablet, film coated
10303	Tablet, film coated
10640	Concentrate for solution for infusion
10650	Tablet, film coated
7076	Injectable solution for perfusion
10063	Solution for infusion
3272	Solution for IV use
9185	Injectable solution for infusion
6909	Solution for infusion 
7075	Injectable solution for perfusion
6299	IV or SC Solution for infusion
10064	Solution for infusion
6631	Injectable solution for infusion
3273	Solution for IV use
7318	Injectable solution for infusion
9184	Injectable solution for infusion
7074	Injectable solution for perfusion
10062	Solution for infusion
6632	Injectable solution for infusion
3274	Solution for IV use
9186	Injectable solution for infusion
10476	Solution for subcutaneous injection
9716	Solution for injection for subcutaneous use 
10477	Solution for subcutaneous injection
9717	Solution for injection for subcutaneous use 
10479	Solution for subcutaneous injection
10478	Solution for subcutaneous injection
9718	Solution for injection for subcutaneous use 
7073	Injectable solution for perfusion
10065	Solution for infusion
6723	Injectable powder and solvent for IM
4029	solution for IV or IM injection
6865	Injectable solution
8982	
7283	Injectable solution
9031	Solution injectable IM
9032	Solution injectable IM 
11059	
9303	Solution for injection
9302	Solution for injection
11581	Powder for injection
6584	
11243	Powder and solvent for solution in pre-filled syringe conjugate vaccine
11066	Solution for intramuscular injection
6451	Injectable suspension
8848	
10310	Injectable suspension
6002	Injectable suspension
10886	
11308	Injectable suspension
11304	Suspension for injection
10497	Injectable
10950	
1271	Capsule
6466	Capsule
6467	Capsule
10277	Suspension for injection
9809	Suspension injectable
3188	Injectable suspension
32	prefilled syringe
10584	Prefilled syringe
8453	
28	Injection IM
33	Prefilled syringe
5673	Injectable suspension
9073	Suspension for IM Injection, Pediatric dose
11056	Pediatric use
11167	Adult use
3951	Prefilled syringe
10164	Solution for injection
8455	Powder for injection
8093	
9004	Injectable suspension
11058	Freeze dried
5950	
6634	Oral suspension in 1 oral applicator 
10899	Freeze-dried
11057	Liquid
31	Powder and solvent for sol for inj
8947	
11168	
8737	Injectable suspension for IM injection
5134	suspension orale
5733	Injectable suspension
34	
10498	Poudre et suspension pour suspension injectable
5394	(1vial with freeze dried HIB powder +1 prefilled syringe with DTPa-HBV-IPV+2 needles) for suspension for injection
8675	Injectable suspension
8454	
513	Vial
516	Vial
8942	Powder for concentrate for solution for infusion
9104	Injectable powder for concentrate for solution
7587	Injectable powder for concentrate for solution for infusion
8943	Powder for concentrate for solution for infusion
11631	Powder for concentrate for solution for infusion
9103	Injectable powder for concentrate for solution
9333	Powder for concentrate for solution for infusion
10283	Lyophilized powder for injection
10786	Powder for concentrate for solution for infusion
10785	Powder for concentrate for solution for infusion
8715	Capsule, hard
9583	Capsule
9056	Capsule, hard
11608	Capsule, hard
8714	Capsule, hard
10262	Capsule
9055	Capsule, hard
11605	Capsule, hard
8713	Capsule, hard
9054	Capsule, hard
11607	Capsule, hard
10263	Capsule
9053	Capsule, hard
11606	Capsule, hard
7865	Powder for solution for injection or infusion
7867	Powder for solution for  infusion
6206	Injection
9765	Solution for injection
4083	powder for concentrate for solution for infusion
10494	For injection
9444	Powder for concentrate for solution for infusion
10989	Concentrate for solution for infusion
11570	Injectable lyophilised powder
10995	
11263	Powder for concentrate for solution for infusion
11223	Solution à diluer pour perfusion
11224	Solution à diluer pour perfusion
11007	Powder for concentrate fo solution for IV infusion
5513	powder for concentrate for solution for infusion
10495	For injection
10990	Concentrate for solution for infusion
11009	
11222	Solution à diluer pour perfusion
7978	Injectable solution for Infusion
6962	Tablet
6562	Solution for SC or IV injection/infusion
7068	Solution for SC or IV injection/infusion
9538	Tablet
9539	Tablet
9540	Tablet
10977	Tablet
5679	
11012	Injectable solution
7266	Concentrate for solution for infusion
3358	Vial
5327	Vial
8733	Vial
8814	Cream
11524	concentrate for solution for infusion
11010	Powder for solution for infusion
5798	IV infusion
7280	Lyophilized
7050	Powder for solution for infusion
5091	Injection
10974	Lyophilized injectable
7444	Injectable concentrate for solution for Infusion
11523	concentrate for solution for infusion
11011	Powder for solution for infusion
5779	IV infusion
7281	Lyophilized
7051	Powder for solution for infusion
5092	Injection
10955	Lyophilized injectable
11510	Tablet, film coated
8479	Tablet, film coated
9326	Comprimés pelliculés
11620	Tablet, film coated
11152	Tablet, film coated
11266	Tablet, film coated
5766	Tablet, film coated
8016	Tablet, film coated
11267	Tablet, film coated
11477	Injectable 
11177	Powder for suspension for injection
10154	Lyophilizate for injection
11270	Powder for  injection
10683	Powder for suspension for injection
10920	Lyophilized powder for injection for subcutaneous use
6497	
11542	
9051	Tablet, film coated
9052	Tablet, film coated
7452	Injectable solution
2803	Flacon
5153	
2805	Capsule, soft 
2813	Capsule, soft 
2511	Vial
6779	Injectable concentrated solution for infusion 
11458	
7717	Injectable concentrate for solution for infusion
6652	Concentrate for solution for IV infusion
7369	Injectable concentrate for solution for infusion
11456	Injection
11521	
7715	Injectable concentrate for solution for infusion
6650	Concentrate for solution for IV infusion
10960	Concentrate for solution for infusion
10657	Solution for injection
7367	Injectable concentrate for solution for infusion
7716	Injectable concentrate for solution for infusion
6651	Concentrate for solution for IV infusion
10656	Solution for injection
7368	Injectable concentrate for solution for infusion
11457	Injection
3577	
10959	Concentrate for solution for infusion
10655	
11001	Injectable powder for suspension for infusion
1779	Concentrate for solution for infusion
11069	Concentrate for solution for infusion
8835	
8735	Concentrate for solution for infusion
5866	
1731	Concentrate for injection
6411	Injectable concentrated solutionion for infusion
11268	Concentrate for solution for infusion
1780	Concentrate for solution for infusion
11068	Concentrate for solution for infusion
8804	
8734	Concentrate for solution for infusion
5867	
3576	Concentrate for injection
6413	Injectable concentrated solutionion for infusion
6412	Injectable concentrated solutionion for infusion
8834	
8701	
10672	Concentrate for solution for infusion
11520	
5193	Solution for injection
10654	Solution for injection
7554	Injectable concentrate for solution for infusion
1732	Solution for injection
6906	Concentrate for solution for infusion
6464	Injectable concentrated  solution for infusion
10216	Solution for injection
9671	Vial
6907	Concentrate for solution for infusion
6463	Injectable concentrated  solution for infusion
10217	Solution for injection
10715	Injectable concentrated powder for solution for infusion
2480	Vial
7366	Injectable solution
7726	Injectable solution
10684	Concentrate for solution for infusion
2479	Vial
7365	Injectable solution
6568	concentrate for infusion
11020	concentrate for infusion
10996	Powder for solution for infusion
6653	Solution
2497	Vial
6654	Solution
1290	Vial
11601	Vial
3952	Concentrate for solution for infusion 
7551	Injectable powder for solution
7397	Tablet, film coated
8210	Tablet, film coated
10952	Tablet, coated
10956	Tablet, film coated
11264	Tablet, film coated
7294	Capsule, hard
4041	Tablet, film coated
7884	Tablet
7396	Tablet, film coated
7308	Tablet, film coated
7491	Tablet, film coated
6976	Capsule
10951	Tablet, coated
10957	Tablet, film coated
10958	Tablet, film coated
11265	Tablet, film coated
7296	Capsule, hard
4017	Tablet
11103	Tablet
11133	Tablet, film coated
10963	Tablet, film coated
11006	Tablet, film coated
4018	Tablet
11104	Tablet
11132	Tablet, film coated
10965	Tablet, film coated
11005	Tablet, film coated
4019	Tablet
11105	Tablet
11131	Tablet, film coated
10964	Tablet, film coated
11004	Tablet, film coated
10961	Tablet, film coated
10962	Tablet, film coated
5120	Capsule
6207	Capsule
9910	Tablet, film coated
9911	Tablet, film coated
9912	Tablet, film coated
9771	Tablet, film coated
11586	Tablet, film coated
10165	Tablet, film coated
11587	Tablet, film coated
6238	Tablet, fim coated
10823	Tablet
10728	Comprimés pelliculés
10135	Comprimés pelliculés
5562	Tablet, film coated
7632	Tablet, film coated
10821	Tablet
10031	Tablet, film coated
10564	Tablet, film coated
5561	Tablet, film coated
7631	Tablet, film coated
10820	Tablet
10032	Tablet, film coated
10565	Tablet, film coated
8836	Film coated tablet
6951	Tablet, film coated
9727	Capsule
9728	Capsule
9459	Capsule, hard
10442	Tablet, film coated
10443	Tablet, film coated
10444	Tablet, film coated
10036	Tablet
10035	Tablet
8520	Capsule
10663	Tablet, film coated
11271	Capsule
11452	Capsule, hard
8521	Capsule
10664	Tablet, film coated
11272	Capsule
11453	Capsule, hard
11454	Capsule, hard
8522	Capsule
10665	Tablet, film coated
11273	Capsule
9993	Tablet, film coated
9673	Tablet
9674	Tablet
9675	Tablet
9676	Tablet
5897	Tablet
10482	Tablet
11381	Comprimé
6930	Tablet
10483	Tablet
11382	Comprimé
10481	Tablet
11380	Comprimé
10824	Tablet, film coated
7999	Tablet
11479	Tablet
8000	Tablet
11480	Tablet
8001	Tablet
11481	Tablet
10317	Tablet, film coated
10318	Tablet, film coated
10596	Tablet, film coated
11623	Capsule, hard
10597	Tablet, film coated
11002	Tablet, film coated
11003	Tablet, film coated
11014	Tablet, film coated
10486	Capsule, hard
10708	Capsule, hard
10487	Capsule, hard
10488	Capsule, hard
10709	Capsule, hard
5319	Tablet, film coated
8792	Tablet, film coated
8791	Tablet, film coated
10007	Tablet, film coated
9629	Tablet, film coated
9630	Tablet, film coated
9631	Tablet, film coated
8720	Capsule, hard
8719	Capsule, hard
8525	Capsule, soft
8524	Capsule, soft
9659	Capsule, soft
10293	Capsule, soft
10810	Concentrate for solution for infusion
11668	Concentrate for solution for infusion
5574	Vial
11602	injection
9384	Concentrate for solution for infusion
11622	Concentrate for solution for infusion
10673	Concentrate for solution for infusion
10029	Concentrate for solution for infusion
10809	Concentrate for solution for infusion
11669	Concentrate for solution for infusion
5573	Vial
11603	injection
9383	Concentrate for solution for infusion
9385	Concentrate for solution for infusion
11621	Concentrate for solution for infusion
10674	Concentrate for solution for infusion
10030	Concentrate for solution for infusion
8201	Concentrate for solution for infusion
9688	powder for suspension for intravenous infusion only
8899	Injectable concentrate for solution for infusion
8900	Injectable concentrate for solution for infusion
10905	Solution for injection for SC inj only
10326	Powder and solvent for concentrate for solution for IV infusion
8053	
9458	
10653	Powder for concentrate for solution for infusion
9394	Lyophilized powder for IV infusion
11401	Lyophilised powder for IV infusion
11519	Lyophilised powder for IV infusion
11584	Lyophilized powder for injection
10212	Intravenous infusion
10327	Powder for concentrate for solution for IV infusion
10652	Powder for concentrate for solution for infusion
10045	Powder for concentrate for solution for infusion
10211	Intravenous infusion
10044	Powder for concentrate for solution for infusion
7629	Injectable concentrate for solution for infusion
7753	Injectable powder for concentrate for solution for infusion
7754	Injectable powder for concentrate for solution for infusion
5502	Solution for Infusion
7237	Concentrate for solution for infusion
7238	Concentrate for solution for infusion
8331	Injection
8332	Injection
8239	
10033	Injection
10034	Injection
10358	Concentrate for solution for infusion
8901	Injectable concentrate for solution for infusion
10381	Injectable concentrate for solution for infusion
5555	Solution for injection
6110	Solution for injection
11596	injection for intravenous infusion
10794	Concentrate for solution for infusion
11667	Concentrate for solution for infusion
10520	Concentrate for solution for infusion
10325	Concentrate for solution for infusion
10249	Solution for intravenous infusion
5554	Solution for injection
6109	Solution for injection
11597	injection for intravenous infusion
10795	Concentrate for solution for infusion
11666	Concentrate for solution for infusion
10519	Concentrate for solution for infusion
10324	Concentrate for solution for infusion
10287	Solution for intravenous infusion
8492	Injection IV infusion 
8493	Injection IV infusion 
10226	Injection for intravenous infusion only
7938	Injection
7970	Powder for concentrate for solution for infusion
8498	Lyophilized powder + Solution Stabilizer Vial
6655	Injectable concentrated solution for intravenous infusion
6656	Injectable concentrated solution for intravenous infusion
6405	Injectable solution for infusion
2250	Vial
6469	Injectable solution for IV infusion
7670	IV
8806	
5888	Solution IV
6531	Injectable solution for IV infusion
8805	
6903	Injectable solution for IV infusion
9202	Concentrate for solution for infusion
5838	Concentarte for solution for infusion
8488	Powder for solution for infusion
6383	powder for solution for IV infusion 
10954	Lyophilised powder for solution for injection
10661	Injectable lyophilised powder
7484	
5150	Concentrate for solution for infusion
9203	Concentrate for solution for infusion
11522	concentrate for solution for infusion
5837	Concentarte for solution for infusion
8487	Powder for solution for infusion
6384	powder for solution for IV infusion 
10953	Lyophilised powder for solution for injection
6325	Injectable lyophilised powder
10660	Injectable lyophilised powder
7483	
9498	Injectable powder for solution
10328	Powder for injection for IV bolus or SC injection
9386	Injectable lyophilised powder
10687	lyophilised powder for injection
9477	Powder for solution for injection
11619	Powder for solution for injection
10598	Lyophilized powder for solution for injection
11269	Powder for solution for injection
10159	Powder for solution for IV or SC injection
10819	Powder for solution for injection
8499	Powder for solution for injection
9172	Capsule, hard
9173	Capsule, hard
9174	Capsule, hard
8338	Capsule
10371	Tablet, film coated
10372	Tablet, film coated
9831	Capsule
9832	Capsule
11317	Lyophilisate for solution for injection
9300	Powder for concentrate for solution for infusion
7495	Capsule
2465	Capsule
11129	
10583	Powder for solution for injection/infusion
10545	gélule
9331	Injection
7586	Concentrate for solution for infusion
7638	Concentrate for solution for infusion
9153	Tablet
9152	Tablet
9175	Tablet
9176	Tablet
11169	Subcutaneous solution for injection
11170	Subcutaneous solution for injection
6318	One month depot pack of  1 implant
8732	One month depot pack of  1 implant
6319	Three months depot pack of  1 implant
8731	Three months depot pack of  1 implant
6802	1Syringe powder and 1 syringe solvent for solution for injection
11628	1Syringe lyophilized powder and 1 syringe suspension for injection
6803	1Syringe powder and 1 syringe solvent for solution for injection
11627	1Syringe lyophilized powder and 1 syringe suspension for injection
6804	1Syringe powder and 1 syringe solvent for solution for injection
11626	1Syringe lyophilized powder and 1 syringe suspension for injection
1646	Prefilled syringe
5613	Prefilled syringe
2806	Flacon + Solvant
2810	Microsphères et solution pour préparation injectable (IM)
2811	Microsphères et solution pour préparation injectable (IM)
5610	solution for injection
5611	1syringe powder and 1 syringe solvent for suspension for injection
11242	Comprimés
10450	Tablet, film coated
11207	Comprimés
6863	Injectable solution
10988	Solution for injection
10449	Solution for injection
11511	Tablet, film coated
8881	Tablet, film coated
11016	Comprimés pelliculés
11630	Tablet, film coated
5889	Tablet, film coated
5158	Tablet, film coated
11512	Tablet
7960	Capsule, soft
11558	Capsule
9626	Tablet, film coated
11677	Tablet, film coated
10645	Tablet, film coated
1356	Tablet
10916	Tablet, film coated
8445	Tablet, film coated
11165	Tablet, film coated
11017	Comprimés pelliculés
8049	Tablet, film coated
7650	Tablet
8530	Tablet, film coated
5614	Tablet, film coated
890	Tablet, film coated
7317	Tablet
6236	Tablet, fim coated
7306	Tablet, film coated
7268	Tablet, film coated
7694	Tablet, film coated
11019	Comprimés pelliculés
11013	Tablet, film coated
8050	Tablet, film coated
8979	Tablet, film coated
7440	Tablet, film coated
10599	Comprimés pelliculés
7688	Tablet, film coated
11629	Tablet, film coated
6231	Powder and solvent for solution for injection
6232	Powder and solvent for solution for injection
10966	Tablet
10993	Tablet, film coated
11432	Tablet
10796	Tablet
9365	Tablet, film coated
11691	Tablet
11552	Tablet, film coated
5343	Injectable SC/IV
1097	Injectable
7965	Injectable solution
11493	Injectable solution for injection/ infusion
6305	Injectable solution for infusion
10355	Injectable solution for infusion
10777	Injectable solution for infusion
7966	
10448	Solution for injection
3348	Vial
10867	Solution for injection (SC)
3426	Solution for injection
6468	Solution for injection
10088	Solution for injection
10868	Solution for injection (SC)
3447	Solution for injection
6335	Solution for injection
7150	Injectable solution 
11543	Injectable solution 
10084	Solution for injection
9002	Injectable solution
10723	Injectable solution
9003	Injectable solution
10724	Injectable solution
11463	prefilled syringe
11462	Prefilled syringe
7276	Powder and solvent for suspension foe intravesical use
9046	Powder for intravesical instillation (BCG live USP)
10638	Powder for bladder irrigation
9272	Injectable solution
10288	Solution for injection
7267	Injectable solution
11200	Injectable 
9917	Powder for solution for infusion
10518	Tablet, gastroresistant
3906	Capsule
3907	Tablet
5090	Tablet, film coated
7644	Tablet, coated
9983	Tablet
7348	Tablet, film coated
2156	Tablet, film coated
10499	Tablet, film coated
2157	Tablet, film coated
10500	Tablet, film coated
5116	Tablet
5117	Tablet
10731	Concentrate for solution for infusion
11319	Capsule, hard
6306	Capsule hard
10373	Capsule
9783	Capsule
11532	Capsule
7658	Tablet
11482	Tablet, film coated
8892	Tablet, extended release
11483	Tablet, film coated
7849	Tablet, film coated
11044	Tablet
11431	Tablet
9000	Tablet, film coated
10541	Tablet, film coated
11378	Tablet, film coated
9001	Tablet, film coated
10540	Tablet, film coated
11379	Tablet, film coated
8398	Powder for concentrate for solution for infusion
10627	Solution for injection
10628	Solution for injection
10276	Injectable concentrate for solution for infusion
9549	Concentrate for solution for infusion
9407	Tablet, film coated
9408	Tablet, film coated
10630	Tablet, film coated
10629	Tablet, film coated
10631	Tablet, film coated
10374	Tablet, prolonged release
10677	Solution for injection
10377	Solution for injection
10398	Injectable solution
10399	Injectable solution
9755	Solution for injection
9756	Solution for injection
10410	Solution for injection
10397	Injectable solution
9757	Solution for injection
11598	Solution for injection
11599	Solution for injection
10266	Powder for concentrate for solution for Intravenous Infusion
4028	powder for concentrate for solution for infusion
9859	Powder for concentration for solution for infusion
11284	Solution for injection
11288	Solution for injection
11289	Solution for injection
11285	Solution for injection
11286	Solution for injection
11287	Solution for injection
11325	Solution for injection
11326	Solution for injection
11585	Solution for injection
9616	Solution for injection
9617	Solution for injection
10085	
9597	Solution for Injection
9748	Solution for injection 
9749	Solution for injection 
9598	Solution for Injection
9618	Solution for injection
6769	Injectable solution
10282	Solution for injection
10281	Solution for injection
7533	Powder and solution for injection
7323	Injectable solution
8788	Injectable solution
9150	Concentrate for solution for infusion
5900	Concentrate for solution for infusion 
8202	Injectable solution for SC use
5901	Concentrate for solution for infusion 
5902	Concentrate for solution for infusion 
8441	Solution for injection
10632	Solution for injection
8944	Injection for subcutaneous use
9550	Solution for injection
10625	Solution for injection
10195	Solution for injection
11112	Solution for injection
845	Ampoule Infusion 
868	Capsule
867	Capsule
869	Capsule
870	Oral Solution
8194	Capsule
9806	Capsule
7118	Capsule
8195	Capsule
9807	Capsule
7119	Capsule
8196	Capsule
9805	Capsule
7117	Capsule
7641	Capsule, hard, prolonged release
7640	Capsule, hard, prolonged release
7642	Capsule, hard, prolonged release
7639	Capsule, hard, prolonged release
