MoPHCode	FormRaw	RouteRaw
3992	Cream	Topical
1499	Herbal Ointment	Topical
7220	Herbal Ointment	Topical
7543	Ointment	Topical
5211	Gel	Topical
6220	Tablet, enteric coated	Oral
10120	Gel	Topical
9045	Cream	Topical
9907	Cream	Topical
11502	Topical solution	Topical
9843	Pump Spray	Topical
164	Spray	Topical
4481	Lotion	Topical
4600	Ointment	Topical
8081	Ointment	Topical
4567	Ointment	Topical
6872	Gel	Topical
4523	Ointment	Topical
4634	Ointment	Topical
2747	Ointment	Topical
7321	Aerosol powder	Topical
4618	Ointment	Topical
11478		
1089	Cream	Topical
5500	Cream	Topical
8192	Cream	Topical
11819	Cream	Topical
4400	Cream	Topical
7531	Skin cream	Topical
1440	Cream	Topical
1548	Cream	Topical
1088	Ointment	Topical
5499	Ointment	Topical
8191	Ointment	Topical
11180	Ointment	Topical
9445	Gel	Topical
8807	ointment	Topical
9179	Cream	Topical
9180	Cream	Topical
4397	Cream	Topical
9919	Powder	Topical
4632	Powder	Topical
771	Cream	Topical
11376	Cream	Topical
772	Gauze	Topical
9320	Cream	Topical
5298	Cream	Topical
4287	Cream	Topical
5783	Cream	Topical
9686	Cream	Topical
11881	Cream	Topical
8870	Cream	Topical
3698	Gel	Topical
7560	Topical Gel	Topical
4431	Cream	Topical
8932	Cream	Topical
8931	Lipocream	Topical
8933	Topical Emulsion	Topical
8996	Scalp lotion	Topical, Scalp
508	Scalp application	Topical, Scalp
611	Cream	Topical
4684	Cream	Topical
8560	Cream	Topical
612	Ointment	Topical
4417	Cream	Topical
3559	Cream	Topical
6905	Skin cream	Topical
10136	Skin cream	Topical
6027	Cream	Topical
7539	Cream	Topical
10967	Ointment	Topical
9261	Lotion	Topical
7897	Cutaneous solution	Topical
9530	Lotion	Topical
10364	Ointment	Topical
10363	Cream	Topical
8017	Cream	Topical
8052	Cream	Topical
9351	Cream	Topical
10491	Cream	Topical
6697	Cream	Topical
4898	Cream	Topical
9352	Ointment	Topical
10490	Ointment	Topical
6696	Ointment	Topical
4505	Cream	Topical
4613	Ointment	Topical
1527	Cream	Topical
7969	Cream	Topical
1087	Cream	Topical
8193	Cream	Topical
7532	Skin cream	Topical
3514	Cream	Topical
6014	Cream	Topical
4688	Cream	Topical
7687	Cream	Topical
11846	Cream	Topical
4411	Cream	Topical
8156	Cream	Topical
5504	Cream	Topical
8563	Ointment	Topical
3526	Cream	Topical
5239	Ointment	Topical
10366	Cream	Topical
759	Cream	Topical
4903	Solution	Topical
4904	Solution	Topical
4559	Solution	Topical
4532	Solution	Topical
4490	Solution	Topical
4488	Solution	Topical
4492	Solution	Topical
4494	Solution	Topical
4590	Solution	Topical
4594	Solution	Topical
4591	Solution	Topical
4592	Solution	Topical
7494	Cream	Topical
11611	Cream	Topical
9215	Cream	Topical
3414	Crème dermique	Topical
4368	Solution	Topical
4367	Solution	Topical
4369	Solution	Topical
8652	Cream	Topical
10938	Topical gel	Topical
3415	Gel	Topical
10939	Topical gel	Topical
8928	Gel pour application locale	Topical
11171	Cream	Topical
5095	Gel	Topical
4467	Gel	Topical
7661	Gel	Topical
11726	Gel	Topical
7660	Gel	Topical
11727	Gel	Topical
9061	Gel	Topical
10671	Gel	Topical
3695	Water Base Gel 	Topical
3694	Gel dermique	Topical
6336	Topical solution	Topical
5235	Gel	Topical
2767	Lotion	Topical
11805	Lotion	Topical
4439	Solution	Topical
4414	Solution	Topical
7875	Gel	Topical
6400	Cream	Topical
9330	Topical gel	Topical
11370	Gel	Topical
10365	Cream	Topical
3977	Capsule, soft 	Oral
10452	Capsule, soft 	Oral
8593	Capsule, soft 	Oral
8724	Capsule molle	Oral
3978	Capsule, soft 	Oral
10453	Capsule, soft 	Oral
3976	Capsule, soft 	Oral
10451	Capsule, soft 	Oral
4075	capsule, hard	Oral
8725	Capsules molles	Oral
5114	Capsule, soft	Oral
10454	Capsule, soft	Oral
176	Solution	Topical
9017	Ointment	Topical
9329	Ointment	Topical
7630	Cream	Topical
10255	Solution for injection	SC
11809	Solution for injection	SC
10623	Solution for injection	SC
11810	Solution for injection	SC
10329	Depigmentant ointment	Topical
2755	Solution pour application cutanee	Topical, Scalp
6402	Solution pour application cutanée	Topical, Scalp
5205	Cutaneous solution	Topical, Scalp
10090	Cutaneous solution	Topical, Scalp
6144	Solution	Topical, Scalp
6096	Solution pour application cutanée	Topical, Scalp
8274	Cutaneous foam	Topical, Scalp
8275	Cutaneous foam	Topical, Scalp
11861	Cream	Topical
7697	Cream	Topical
8411	Gel	Topical
7612	Gel	Topical
9687	Topical spray	Topical
9409	Cream	Topical
9410	Cream	Topical
10290	Vaginal ovules	Vaginal
3711	Capsule, vaginal	Vaginal
9769	Comprimé vaginal	Vaginal
6182	Vaginal Tablet	Vaginal
11840	Vaginal suppository	Vaginal
2579	Ovule	Vaginal
7235	Vaginal Tablets	Vaginal
8098	Vaginal Tablets	Vaginal
10852	Vaginal tablet	Vaginal
11663		Vaginal
1459	Ovule	Vaginal
1460	Ovule	Vaginal
11310	Vaginal cream	Vaginal
11694	Ovule	Vaginal
10289	Vaginal ovules	Vaginal
7761	Vaginal Ovule	Vaginal
3268	Vaginal Ovule	Vaginal
4316	Ovule	Vaginal
4317	Ovule	Vaginal
4319	Ovule	Vaginal
11035	Vaginal Suppositories	Vaginal
5071	Vaginal Suppositories/ Ovules	Vaginal
6213	oral suspension	Oral
6420	Oral suspension	Oral
6421	Capsule	Oral
9083	Powder for oral suspension	Oral
11121	Oral powder	Oral
5135	Ovules vaginales	Vaginal
7183	Vaginal delivery system	Vaginal
10838	Concentrate for solution for injection/ infusion for IV/IMuse	Infusion/IV/IM
2937	Ampoule	Infusion/IV/IM
8577	Ampoule	Infusion/IV/IM
10839	Concentrate for solution for injection/ infusion for IV/IMuse	Infusion/IV/IM
2936	Vaginal Ring	Vaginal
11832	Intra-uterine System	Intrauterin
1301	Tablet	Oral
1302	Tablet	Oral
7826	Tablet	Oral
7827	Tablet	Oral
11155	Tablet	Oral
11156	Tablet	Oral
3411	Injection	Infusion/IV
3412	Injection	Infusion/IV
2905	Tablet	Oral
544	Tablet, film coated	Oral
6284	Tablet, film coated	Oral
141	Dragée	Oral
8018	Implant for subdermal use	Transdermal
3920	Tablet, film coated	Oral
7852	Tablet, film coated	Oral
6561	Tablet	Oral
542	Ampoule	IM
8270	Tablet	Oral
8225	Gel pour application locale	Topical
9455	Gel	Topical
2043	Tablet, film coated	Oral
6757	Applicator with insert tablets	Vaginal
8761	Vaginal cream	Vaginal
1007	Vaginal Tablet	Vaginal
2904	Tablet	Oral
8272	Ampoule	IM
117	Capsule	Oral/Vaginal
8616	Capsule	Oral/Vaginal
8929	Capsule	Oral/Vaginal
968	Capsule, soft 	Oral/Vaginal
5593	Capsule	Oral/Vaginal
6739	Capsule	Oral/Vaginal
8226	Capsule	Oral/Vaginal
969	Capsule, soft 	Oral/Vaginal
7319	Vaginal pessaries	Vaginal
5332	Vaginal gel	Vaginal
6767	Vaginal Tablet	Vaginal
5986	Gel pour application locale	Topical
6738	Gel pour application locale	Topical
9118	Gel	Topical
7069		IM
11539	Pessary	Rectal/Vaginal
7253	Pessaries	Rectal/Vaginal
9299	Solution for injection	SC
3172	Tablet, film coated	Oral
6664	Tablet	Oral
10026	Tablet	Oral
8269	Tablet	Oral
8048		IM/SC
9269	Injectable powder with solvent for solution for injection (IM and SC)	IM/SC
5612	Powder for injection and solvent	IM/SC
9357	Powder and solvent for solution for injection	IM/SC
7179	Injectable powder 	IM/SC
7178	Injectable powder 	IM/SC
9270	Injectable powder with solvent for solution for injection (IM and SC)	IM/SC
9356	Powder and solvent for solution for injection	IM/SC
3905	SC/IM	IM/SC
3904	SC/IM	IM/SC
10086	Solution for injection	SC
4025	solution for injection	SC
10087	Solution for injection	SC
5334	solution for injection	SC
5595	solution for injection	SC
8909	Injectable solution	IM/SC
10508	Injectable solution	IM/SC
8908	Injectable solution	IM/SC
10507	Injectable solution	IM/SC
10975	solution for inj	SC
11022	Injectable solution	SC
11021	Injectable solution	SC
6470	Powder and Solvent for injection	SC
8292	Tablet	Oral
11225	Tablet	Oral
11316	Tablet	Oral
138	Dragée	Oral
4596	Tablet	Oral
9114	Comprime pellicules	Oral
6352	Granules	Oral
10143	Granules	Oral
4246	Tablet, film coated	Oral
5792	Tablet, coated	Oral
5979	Capsule, modified release	Oral
10106	Capsule, modified release	Oral
10474	Tablet, coated	Oral
11646	Tablet	Oral
11228	Tablet, film coated	Oral
3980	Tablet, film coated	Oral
10695	Tablet, film coated	Oral
11484	Tablet, film coated	Oral
10836	Comprimes	5mg
10334	Tablet, film coated	Oral
9036	Tablet, film coated	Oral
3981	Tablet, film coated	Oral
10696	Tablet, film coated	Oral
11485	Tablet, film coated	Oral
10837	Comprimes	5mg
10333	Tablet, film coated	Oral
9037	Tablet, film coated	Oral
6401	Tablet, film coated	Oral
11864	Tablet, film coated	Oral
7733	Tablet, prolonged release	Oral
11637	Tablet, film coated	Oral
3996	Tablet, coated	Oral
10011	Tablet	Oral
10608	Tablet, film coated	Oral
7536	Tablet	Oral
8531	Tablet, film coated	Oral
8532	Tablet, film coated	Oral
7485	Film, orally soluble	Oral
11638	Tablet, film coated	Oral
9387	Tablet, film coated	Oral
9734	Tablet, film coated	Oral
10012	Tablet	Oral
9151	Tablet, film coated	Oral
11802	Comprimé pelliculé	Oral
5976	Tablet, film coated	Oral
10562	Tablet	Oral
5157	Tablet, film coated	Oral
9260	Tablet, film coated	Oral
10798	Tablet, film coated	Oral
11888	Tablet, film coated	Oral
11889	Tablet, film coated	Oral
7698	Tablet, film coated	Oral
8036	Tablet, film coated	Oral
7798	Tablet, film coated	Oral
5583	Tablet	Oral
11567	Tablet, film coated	Oral
9994	Tablet, film coated	Oral
11291	Tablet, film coated	Oral
4677	Tablet, film coated	Oral
10188	Tablet, film coated	Oral
7755	Tablet, film coated	Oral
8695	Tablet, film coated	Oral
9259	Tablet, film coated	Oral
6163	Tablet, film coated	Oral
9244	Tablet	Oral
8741	Tablet, film coated	Oral
10799	Tablet, film coated	Oral
11887	Tablet, film coated	Oral
9545	Tablet, film coated	Oral
6557	Tablet	Oral
11566	Tablet, film coated	Oral
11290	Tablet, film coated	Oral
7600	Tablet, film coated	Oral
9433	Tablet, film coated	Oral
9340	Tablet, film coated	Oral
10563	Tablet	Oral
10354	Tablet, film coated	Oral
10600	Comprimés pelliculés	Oral
10335	Orodispersible films	Oral
10429	Orodispersible films	Oral
10845	Orodispersible films	Oral
2708	Tablet, film coated	Oral
11559	Tablet	Oral
10607	Tablet, orally disintegrating	Oral
4608	Tablet coated	Oral
1204	Capsule	Oral
7291	Tablet, film coated	Oral
8777	Tablet, film coated	Oral
7292	Tablet, film coated	Oral
3110	Tablet, prolonged release	Oral
8306	Tablet, extended release	Oral
11203	Comprimés pelliculés à libération prolongée	Oral
5983	Tablet	Oral
8544	Tablet, modified release	Oral
9437	Tablet, modified release	Oral
5468	Tablet, film coated, prolonged release   	Oral
7316	Tablet	Oral
8589	Capsule	Oral
5087	Capsule, modified release	Oral
6029	Capsule, modified release	Oral
9072	Capsule, hard, modified release	Oral
6344	Capsule	Oral
11575	Gélules	Oral
10949	Gélules	Oral
6345	Capsule	Oral
11576	Gélules	Oral
10948	Gélules	Oral
11166	Capsule, hard	Oral
10913	Géllule	Oral
9318	Tablet, modified release	Oral
5639	Tablet, film coated	Oral
8070	Tablet, film coated	Oral
9081	Tablet, film coated	Oral
9317	Tablet, film coated	Oral
5547	Tablet, film coated	Oral
8588	Tablet, film coated	Oral
11593	Tablet, film coated	Oral
5546	Tablet, film coated	Oral
10181	Capsules soft	Oral
10692	Capsule	Oral
9414	Capsules molles	Oral
8285		IM
11244	Solution for SC injection	SC
9395	Cartrige, two compartments	SC
10863	Lyophilized for injection (SC-IM) freeze dried powder 	IM/SC
2014	Prefilled pen	SC
5185	Injectable solution	SC
11245	Solution for SC injection	SC
2015	Prefilled pen	SC
7032	Injectable solution	SC
9837	Powder and solvent for solution for injection	SC
6915	Oral lyophilisate tablets	Sublingual
6914	Oral lyophilisate tablets	Sublingual
10205	Oral solution	Oral
6583	Solution for injection IV/IM	IV/IM
10749	Injectable solution	IV/IM
850	Ampoule	SC
5848	Injectable powder	IM
5849	Injectable powder	IM
7148	Solution injectable à libération prolongée 	SC
7149	Solution injectable à libération prolongée 	SC
11670	Injectable solution	SC
11671	Injectable solution	SC
11672	Injectable solution	SC
8446	Injectable solution	SC
11039	Injectable solution	SC
521	Vial pouder /Prefilled syringe solvent	SC
522	Vial pouder /Prefilled syringe solvent	SC
11311	Vial pouder /Prefilled syringe solvent	SC
11312	Vial pouder /Prefilled syringe solvent	SC
8565	Ampoule Injectable	IM/Intraarticular/intralesional/intradermal/intrabursal/periarticular/soft tissue injection
4291	Elixir	Oral
7159	Elixir	Oral
3885		IV/IM
8279		IV/IM
9694	Injectable solution	IV/IM
10206		IV/IM
9289	Injection	IM/IV/Intraarticular/intralesional/soft tissue injection
4292	Tablet, scored	Oral
9014	Sol Inj	IV
9693	Injectable solution	IV/IM
439	Injectable	Infusion/IV/IM
7406	Injectable powder for solution+diluent	IV
5497	Injectable dry powder for solution	IV/IM
9885		Infusion/IV/IM
8744	Freeze dried	Infusion/IV/IM
9411	Injectable powder for solution	Infusion/IV/IM
9884		Infusion/IV/IM
8691	Injectable powder for solution	Infusion/IV/IM
5498	Injectable powder for solution	IV/IM
441	Injectable	Infusion/IV/IM
7868	Freeze dried	Infusion/IV/IM
442	Injectable	Infusion/IV/IM
6904	Powder for solution for injection (IV)	IV
416	Injectable	IM/Intraarticular/intralesional/intrarectal
417	Injectable	IM/Intraarticular/intralesional/intrarectal
11844	Oral solution	Oral
6028	Syrup	Oral
7041	Syrup	Oral
11173	Oral solution	Oral
9732	Syrup	oral
4667	Tablet, scored	Oral
4459	Tablet, scored	Oral
4666	Tablet, scored	Oral
4461	Tablet, scored	Oral
4664	Tablet, scored	Oral
4460	Tablet, scored	Oral
4668	Tablet, scored	Oral
4462	Tablet, scored	Oral
7077	Injectable suspension	IM/Intraarticular
11051	Powder for solution for injection	Infusion/IV/IM
9729	Injection powder for IM/IV Infusion	Infusion/IV/IM
437	Injectable	Infusion/IV/IM
2645	Tablet, scored	Oral
8120	Tablet	Oral
8121	Tablet	Oral
10752	Syrup	Oral
1309	Tablet	Oral
1310	Tablet	Oral
7327	Tablet	Oral
1311	Tablet	Oral
1312	Tablet	Oral
4710	Tablet	Oral
8903	Tablet, film coated	Oral
8904	Tablet, film coated	Oral
2028	Hypokit	IV/IM/SC
10323		SC
5742	Injectable solution	SC
10866	Solution for injection (SC)	SC
10027	Ampoule	Infusion/IM/SC
9973	Nasal Spray	Nasal
11366	Comprimés pelliculés	Oral
11368	Comprimés pelliculés sécables	Oral
11367	Comprimés pelliculés sécables	Oral
2503	Comprimé pelliculé	Oral
11172	Comprimé pelliculé	Oral
1665	Capsule	Oral
9938	Tablet	Oral
2768	Comprimé pelliculé sécable	Oral
4466	Capsule	Oral
6955	Comprimés de microgranules	Oral
7284	Gélules	Oral
4560	Capsule	Oral
4562	Capsule	Oral
7158	Capsule	Oral
11877	Tablet, film coated	Oral
11878	Tablet, film coated	Oral
11879	Tablet, film coated	Oral
11239	Lyophilized powder foe solution for infusion	Infusion
7824		Infusion
4580	Suspension	Oral
4579	Capsule	Oral
4637	Powder for suspension	Oral
4575	Powder for suspension	Oral
4643	Powder for suspension	Oral
4574	Powder for suspension	Oral
4644	Capsule	Oral
4469	Capsule	Oral
4561	Capsule	Oral
4573	Capsule	Oral
2139		Infusion/IV/IM
2140	Injection	Infusion/IV/IM
899	Capsule	Oral
11800	Gélule	Oral
4615	Capsule	Oral
11182	Capsule	Oral
893	Capsule	Oral
3881	Capsule	Oral
9146	Tablet, film coated	Oral
4626	Powder for suspension	Oral
4604	Powder for suspension	Oral
4507	Powder for suspension	Oral
2924	Powder for oral suspension	Oral
4518	Powder for suspension	Oral
11801	Comprimés dispersibles	Oral
9147	Tablet, film coated	Oral
7598	Vial	Infusion/IV/IM
2137	Vial	Infusion/IV/IM
5044	powder for injection	Infusion/IV/IM
8640		Infusion/IV/IM
3944	Injectable powder for solution	Infusion/IV
10421	Powder for solution for injection (IV administration)	Infusion/IV
8412	Powder for solution for injection/ infusion	Infusion/IV
11792	Powder for injection	IV
11847	Powder for injection	IV
10271	Powder for suspension	Oral
1129	Suspension	Oral
10272	Powder for suspension	Oral
1130	Suspension	Oral
1854	Powder for oral suspension	Oral
1106	Suspension	Oral
10280	Powder for Oral suspension	Oral
1105	Suspension	Oral
5094	Powder for suspension	Oral
806	Suspension	Oral
6988	Suspension	Oral
9367	Powder for oral suspension	Oral
6251	Powder for suspension	Oral
5384	Suspension	Oral
10860	Powder for oral suspension	Oral
7025	Powder for oral suspension	Oral
11609	Powder for oral suspension	Oral
730	Tablet	Oral
1131	Tablet	Oral
9849	Tablet 	Oral
1132	Tablet	Oral
8322	Tablet, film coated	Oral
1478	Tablet, film coated	Oral
6457	Tablet	Oral
8919	Tablet	Oral
1104	Tablet	Oral
5545	Tablet	Oral
8820	Tablet, film coated	Oral
5093	Tablet	Oral
793	Tablet	Oral
6351	Tablet	Oral
1855	Tablet	Oral
8838	Chewable tablet	Oral
10922	Powder for oral suspension	Oral
6781	Sterile powder for IM/IV injectable solution with solvent	Infusion/IV/IM
11565	Sterile powder for IM/IV injectable solution with solvent	Infusion/IV/IM
11725	Sterile powder for solution for IV infusion	Infusion/IV/IM
9982	Powder for IV Infusion	Infusion 
6138	Injectable powder for solution	Infusion
6475	Injectable powder for solution for perfusion	Infusion
6288	Injection	Infusion
8706	Injectable powder for solution for infusion	Infusion
11796	Injectable powder for solution for infusion	Infusion
10422	Powder for solution for injection (IV infusion)	Infusion
8609	Powder for solution for IV infusion only	IV
6782	Injectable sterile powder for solution for IV infusion	Infusion/IV
11564	Injectable sterile powder for solution for IV infusion	Infusion/IV
11579	Poudre pour solution pour infusion	
11793	Powder for injection	
1671	Capsule	Oral
6602	Granules for suspension	Oral
6603	Capsule	Oral
11843	Powder for injection	IV/IM
2263	Vial	Infusion/IV/IM
3943	IV	Infusion/IV/IM
6283	Injection	IV
1659	Suspension	Oral
1498	Suspension	Oral
8621	Tablet, film coated	Oral
8620	Capsule	Oral
1658	Capsule	Oral
1503	Capsule	Oral
11834	Tablet, film coated	Oral
11689	Suspension 	Oral
9632	Powder for solution for injection/ infusion	Infusion/IV/IM
1842		IV/IM
2272	Injectable powder for solution  IM/IV	IV/IM
5966	Injectable powder for solution  IM/IV	IV/IM
1394	IM/IV Sterile powder for injection	IV/IM
9240	IV/IM Injection	Infusion/IV/IM
2334	IV/IM	IV/IM
5944	Tablet, film coated	Oral
5774	Tablet	Oral
6719	Tablet	Oral
1395	Tablet	Oral
5382	Tablet, film coated	Oral
9633	Powder for solution for injection/ infusion	Infusion/IV/IM
6529	Powder for suspension	Oral
1820	Suspension	Oral
6605	Tablet, film coated, modified release	Oral
6604	Tablet, film coated, modified release	Oral
6530	Powder for suspension	Oral
6422	Powder for Oral Suspension	Oral
7242	Powder for Oral Suspension	Oral
1660	Injection	Infusion/IV/IM
2266	Injectable  powder for solution IM/IV	Infusion/IV/IM
9132		IV/IM
3354	Dry powder for  injection IM	IM
6505	Injectable powder for solution	IV/IM
9129		IV/IM
5717	IM/IV	Infusion/IV/IM
6786	Sterile powder and solvent for IM injectable solution	IM
6787	Sterile powder and solvent for IV injectable solution	IV
6891	Sterile powder for IM/IV injectable solution	IV/IM
7618	Sterile powder and solvent for IV injectable solution	IV
11034	Sterile powder and solvent for IM injectable solution	IM
11721	Sterile powder and solvent for IM injectable solution	IM
11722	Sterile powder for IM/IV injectable solution	IV/IM
11723	Sterile powder and solvent for IM injectable solution	IM
11724	Sterile powder and solvent for IV injectable solution	IV
5202	powder for injection + solvent (Lidocaine 1%)	IM
7819	1Vial powder & 1Amp solvent for IM	IM
1618	IM injection	IM
1570	Vial + Solvent	Infusion/IV
1571	Vial + Solvent	IM
755	Vial	Infusion/IV
9696		IM
11583	Powder for IM injection +amp of solvent	IM
11835	Powder for injectable preparation	IV/IM
11836	Powder for injectable preparation	IV/IM
2271	Injectable powder for solution	Infusion/IV/IM
6784	Sterile powder and solvent for IV injectable solution	IV
6785	Sterile powder and solvent for IM injectable solution	IM
6892	Sterile powder for IM/IV injectable solution	IV/IM
7617	Sterile powder and solvent for IV injectable solution	IV
10075	Sterile powder and solvent for IM injectable solution	IM
10928	Sterile powder and solvent for IM injectable solution	IM
10929	Sterile powder and solvent for IV injectable solution	IV
10930	Sterile powder for IM/IV injectable solution	IV/IM
10931	Sterile powder and solvent for IV injectable solution	IV
10932	Sterile powder and solvent for IM injectable solution	IM
11720	Sterile powder for IV injectable solution	IV/IM
5201	Powder for injection + solvent	IM
6912	Powder for injection	Infusion/IV/IM
9144		Infusion/IV/IM
7818	1Vial powder & 1Amp solvent for IM	IM
7923	Injectable powder for solution+solvent	IM
7779	Injectable powder for solution+solvent	Infusion/IV
9127		IV/IM
3263	Dry powder injection IM	IM
1617	IM injection	IM
5716	IM, IV	IV/IM
2332		Infusion/IV
9697		IM
8876	Injectable	Infusion/IV
1062	Suspension	Oral
8879	Suspension	Oral
5245	Dry suspension	Oral
753	Suspension	Oral
1682	Suspension	Oral
1124	Suspension	Oral
8880	Suspension	Oral
1726	Dry suspension	Oral
754	Suspension	Oral
6512	Oral suspension	Oral
3591	Suspension	Oral
10647	powder for oral suspension	Oral
6122	Oral Suspension	Oral
1122	Capsule	Oral
8877	Capsule	Oral
7837	Capsule, hard	Oral
9039	Capsule	Oral
5697	Capsule	Oral
1123	Capsule	Oral
8878	Capsule	Oral
1727	Capsule	Oral
11860	Tablet, film coated	Oral
6853	Capsule	Oral
5763	Capsule, hard	Oral
3590	Capsule	Oral
7677	Capsule	Oral
5696	Capsule	Oral
2910	Granules	Oral
2909	Tablet, film coated	Oral
3987	Tablet	Oral
8617	Tablet, film coated	Oral
760	Tablet	Oral
761	Suspension	Oral
11471	Powder for oral suspension	Oral
3777	Suspension	Oral
3560	Suspension	Oral
3561	Suspension	Oral
8840	Suspension	Oral
8841	Suspension	Oral
11307	Powder for oral suspension	Oral
7910	Suspension	Oral
8227	Suspension	Oral
8839	Capsule	Oral
3851	Capsule	Oral
11404	Capsule	Oral
8340	Capsule	Oral
9603	Powder for concentrate for solution for infusion 	Infusion
5658	IM,IV	Infusion/IM
11318	Injectable powder for solution IM/IV	Infusion/IM
8090	Injectable powder for solution IM/IV	Infusion/IM
5277	IM/IV	Infusion/IM
5659	IM,IV	Infusion/IM
9332	Powder for solution for injection or infusion	Infusion/IM
10189	IV	Infusion/IV
8143	Injectable powder for solution/Infusion	Infusion/IV
6893	Sterile powder for solution for IV injection or infusion	Infusion/IV
10904	Sterile powder for solution for IV injection or infusion	Infusion/IV
10926	Sterile powder for solution for IV injection or infusion	Infusion/IV
11562	Sterile powder for solution for IV injection or infusion	Infusion/IV
10187	IV	Infusion/IV
8142	Injectable powder for solution/Infusion	Infusion/IV
6894	Sterile powder for solution for IV injection or infusion	Infusion/IV
10903	Sterile powder for solution for IV injection or infusion	Infusion/IV
10927	Sterile powder for solution for IV injection or infusion	Infusion/IV
11563	Sterile powder for solution for IV injection or infusion	Infusion/IV
10097	Powder for solution for injection or infusion	Infusion/IV
6542	Injectable powder for Infusion/IV	Infusion/IV
6997	Poudre pour solution injectable ou pour perfusion	Infusion/IV
7198	powder for solution for injection or infusion	Infusion/IV
11372	Powder for solution for injection or infusion	Infusion/IV
7021	Injectable powder	Infusion/IV
6513	Injectable	Infusion/IV
8181	Powder for concentrate for solution for infusion	Infusion
10994	Powder for injection	IV/IM
11739	Powder for concentrate for solution for infusion	Infusion
11358	Powder for solution fo injection	Infusion
5626	Injection IV	Infusion
9886	Powder for solution for infusion	Infusion
6254	Injectable powder for solution for infusion	Infusion 
6776	Injectable powder for solution for infusion	Infusion 
7984	Powder for IV injectable preparation	Infusion
10096	Powder for concentrate for solution for infusion	Infusion
10071	Injectable powder for concentrate for solution for Infusion	Infusion
8912	Powder for concentrate for solution for infusion	Infusion
4614	Suspension	Oral
11509	Tablet	Oral
4584	Tablet	Oral
4585	Tablet	Oral
1765	Tablet, film coated	Oral
1766	Tablet, film coated	Oral
4390	Tablet, film coated	Oral
7168	Tablet, film coated	Oral
1860	Tablet, coated	Oral
9579	Tablet, film coated	Oral
6410	Tablet, film coated	Oral
1861	Tablet, coated	Oral
5331	Tablet, film coated	Oral
1557	Tablet, film coated	Oral
9578	Injectable powder for solution for intravenous infusion	Infusion 
9581	Granules	Oral
5967	Suspension	Oral
9582	Granules for Oral suspension	Oral
6047	Suspension	Oral
9580	Tablet,coated, modified release	Oral
1362	Powder for oral suspension  + solvent	Oral
5590	Powder for oral suspension + solvent	Oral
1721	Dry suspension	Oral
5207	Suspension	Oral
7136	POS	Oral
6947	Capsule	Oral
5981	Tablet	Oral
7358	Tablet, film coated	Oral
9513	Tablet, film coated	Oral
1363	Capsule	Oral
1720	Capsule	Oral
1835	Capsule	Oral
7454	Capsule	Oral
5617	Capsule	Oral
4258	Tablet, film coated	Oral
808	Capsule	Oral
5206	Capsule	Oral
7359	Tablet, film coated	Oral
9514	Tablet, film coated	Oral
9593	Tablet, film coated	Oral
7436	Tablet, film coated	Oral
411	Capsule	Oral
412	Capsule	Oral
8379	Capsule	Oral
6404	Solution for injection or infusion	Infusion/IV/IM
8751	Injectable solution	IV/IM
2941	Injectable solution	Infusion/IV/IM
11614		Infusion/IV/IM
11613		Infusion/IV/IM
10853	Solution for infusion for IV or IM injection	Infusion/IV/IM
6180	Injectable solution	Infusion
2739	Vial	IV/IM
8745	injection IV/IM	IV/IM
8399	Injectable solution	Infusion/IV/IM
3594	Tablet	Oral
4450	Tablet, film-scored	Oral
2295	Tablet	Oral
6307	Tablet, film coated	Oral
1662	Tablet	Oral
1819	Tablet, film coated	Oral
1840	Tablet	Oral
1139	Tablet, film coated	Oral
786	Tablet, film coated	Oral
3956	Tablet, film coated	Oral
3464	Tablet	Oral
7952	Tablets, film coated	Oral
8991	Tablet, film coated	Oral
3166	Tablet	Oral
5310	Solution pour perfusion	Infusion 
7093	Solution pour perfusion	Infusion 
11162	Solution pour perfusion	Infusion
5931	Infusion 	Infusion 
3939	Injection	Infusion 
7898		Infusion 
9397	Solution for IV Infusion 	Infusion 
9916	Solution for IV intravenous infusion	Infusion
5938	Solution pour perfusion	Infusion 
7092	Solution pour perfusion	Infusion 
4327	Tablet, film coated	Oral
10876	Solution for  Infusion	Infusion 
7401	Infusion	Infusion
5694	Solution for infusion	Infusion
11568	Solution for infusion	Infusion
7216	Solution Injectable pour perfusion par voie intraveineuse  	Infusion
9426	Solution for Intravenous infusion	Infusion
9571	Solution for IV infusion	Infusion
10875	Tablet, film coated, scored 	Oral
10746	Tablet, film coated	Oral
10747	Tablet, film coated	Oral
8739	Tablet, film coated	Oral
7195	Oral Tablet, film coated	Oral
5270	Tablet, coated	Oral
11534	Tablet, coated, scored	Oral
4434	Tablet	Oral
2974	Tablet	Oral
6059	Tablet, film coated	Oral
7303	Tablet, film coated	Oral
7847	Tablet, film coated	Oral
7233	Tablet, film coated	Oral
9223	Tablet	Oral
10745	Tablet, film coated	Oral
7196	Oral Tablet, film coated	Oral
5271	Tablet, coated	Oral
6143	Tablet, film coated	Oral
11560	Tablet, film coated	Oral
2198	Tablet, film coated	Oral
2199	Tablet, film coated	Oral
6917	Tablet, film coated	Oral
9666	Tablet, film coated	Oral
9221	Tablet	Oral
11157	Tablet	Oral
11403	Tablet, film coated	Oral
5222	Solution for IV infusion	Infusion 
9656	Injectable solution for intravenous infusion	Infusion
6473	Tablet, film coated	Oral
11118	Tablet	Oral
