Code	Numerator1	Numerator1Unit	Denominator1	Denominator1Unit	Numerator2	Numerator2Unit	Denominator2	Denominator2Unit	Numerator3	Numerator3Unit	Denominator3	Denominator3Unit
7341	150	mg 			300	 mg						
7342	300	mg										
7343	150	mg										
7344	300	mg 			300	 mg						
7345	200	mg 			200	 mg 			2	 mg 		
7346	25	mg										
7347	10	mg										
7348	1	mg										
7349	600	mg										
7350	250	mg										
7352	4	mg										
7353	3	mg										
7354	1	mg										
7355	0.5	mg										
7356	0.25	mg										
7357	2	mg										
7358	250	mg										
7359	500	mg										
7360	5	mg										
7361	10	mg										
7362	5	mg										
7363	10	mg										
7365	50	mg										
7366	10	mg										
7367	150	mg	25	ml								
7368	300	mg	50	ml								
7369	100	mg	16.7	ml								
7371	50	mg										
7372	500	mg										
7373	20	mcg										
7374	40	mcg										
7375	50	mcg										
7376	30	mcg										
7377	150	mcg										
7378	100	mcg										
7379	500	mcg										
7381	300	mcg										
7383	80	mcg										
7384	20	mg										
7385	10,000	IU										
7386	300	mg 			12.5	 mg						
7387	300	mg 			25	 mg						
7388	150	mg 			12.5	 mg						
7389	300	mg										
7390	150	mg										
7393	600	mg										
7394	5	mg										
7395	10	mg										
7396	100	mg										
7397	400	mg										
7400	50	mg	5	ml								
7401	500	mg	100	ml								
7402	500	mg	100	ml								
7404	50	mg										
7405	10	mg/ml										
7406	40	mg	2	ml								
7408	20	mg 			5	 mg						
7409	40	mg 			5	 mg						
7410	40	mg 			10	 mg						
7411	40	mg 			25	 mg						
7412	40	mg 			12.5	 mg						
7413	20	mg 			25	 mg						
7414	20	mg 			12.5	 mg						
7415	600	mg 			10	 mg						
7417	200	mg 			30	 mg						
7419	4	mg										
7420	40	mg/ml										
7421	250	mg 			1000	 IU						
7422		800	IU									
7423	250	mg 			800	 IU						
7427	100	mg										
7428												
7429	1	mg/ml										
7430	30	mg										
7431	90	mg										
7432	60	mg										
7434	500	mg										
7435	500	mg										
7436	500	mg										
7437	0.5	mg/ml										
7440	25	mg										
7443	38	mg/ml										
7444	38	mg/ml										
7445	100	mcg 			50	 mcg						
7446	6	mcg 			125	 mcg						
7447	6	mcg 			250	 mcg						
7452	1	mg/ml										
7455	10	mg										
7465	2	mg 			0.035	 mg						
7469	50	mg										
7470	100	mg										
7471	150	mg										
7472	200	mg										
7479	150	mg 			5	 mg						
7481	300	mg 			5	 mg						
7482	300	mg 			10	 mg						
7483	50	mg										
7484	100	mg	20	ml								
7485	50	mg										
7486	4	mg										
7487	5	mg										
7488	20	mg										
7490	40	mg										
7491	100	mg										
7492	50,000	IU										
7493	250	mg										
7494	5	mg/g										
7495	500	mg										
7496	10	mg										
7497	20	mg										
7498	40	mg										
7500	4	%										
7502	200	mg										
7506	50	mg										
7507	0.05	mg/ml										
7508	0.25	mg										
7509	5	mg										
7510	40	mg 			10	 mg						
7511	25000	IU										
7512	10	mg										
7513	20	mg										
7514	60	mg										
7515	18	mg										
7516	25	mg										
7517	10	mg										
7518	40	mg										
7521	250	mcg										
7525	10	mg										
7526	40	mg										
7527	1	mg/ml										
7530	3	mg/ml										
7531	20	mg/g										
7532	3	mg/g 			20	 mg/g						
7533	20	mg										
7534	50	mcg										
7535	20	mg										
7536	50	mg										
7539	10	mg/g										
7543	2.5	mg/g										
7544	80	mg										
7547	30	mg 			12.5	 mg						
7548	10	g										
7551	15	mg										
7552	10	mg 			500	 mg						
7554	100	mg	5	ml								
7555	4	mg/ml										
7558	16.7	%										
7559	10	mg 			0.5	 mg						
7560	10	mg/g										
7562	5	mg										
7569	20	mg										
7570	10	mg										
7571	40	mg										
7573	25	mg										
7576	150	mg										
7579	200	mg										
7582	30	mg										
7583	60	mg										
7585	400	mg										
7586	100	mg	4	ml								
7587	2.5	mg/ml										
7589	10,000	IU										
7591	100	mg										
7594	75	mg	3	ml								
7595	100	mg										
7596	660	mg										
7597	100	mg 	3	ml	100	mg 	3	ml	1	mg 	3	ml
7598	1	g										
7600	5	mg										
7602	35	mg 			450	 mg 			200	 mg		
7603	300	mg										
7604	300	mg 			25	 mg						
7605	20	mg										
7606	40	mg										
7609	15	mg										
7610	10,000	IU										
7611	325	mg 			400	 mg 			20	 mg		
7612	1	%										
7613	30	mg										
7614	1000	mg	100	ml								
7615	500	mg										
7617	1	g										
7618	0.5	g										
7622	20	mg										
7624	75	mg 			2	 mg 			10	 mg		
7626	2	mg										
7628	2	g										
7629	420	mg										
7630	10	mg/g										
7631	150	mg										
7632	100	mg										
7633	25000	IU										
7635	300	mg										
7637	340	mg										
7638	200	mg	8	ml								
7639	0.5	mg										
7640	1	mg										
7641	3	mg										
7642	5	mg										
7643	500	mg										
7644	500	mg										
7645	36	mg 			0.032	 mg						
7646	300	IU										
7647	10	mg										
7648	15	mg										
7650	1	mg										
7651	2	mg										
7653	0.3	mg/ml										
7654	0.6	mg/ml										
7655	0.9	mg/ml										
7658	5	mg										
7659	75	mg 			10.08	 mg 			10.44	 mg		
7660	0.5	mg/g 			10	 mg/g						
7661	0.25	mg/g 			10	 mg/g						
7662	3	mg/ml										
7663	10	mg										
7664	50	mg										
7665	75	mg										
7666	200	mg 			100	mg 			300	 mg		
7668	15	mg										
7669	500	mg										
7670	150	mg										
7671	450	mg										
7674	150	mg 			12.5	 mg						
7675	150	mg										
7676	300	mg 			12.5	 mg						
7677	400	mg										
7678	4	mg	5	ml								
7679	4	mg	2	ml								
7680	5	mg										
7681	300	mg										
7685	0.5	ml	100	ml								
7687	1	mg/g 			100	 mg/g 			10	 mg/g		
7688	25	mg										
7689	100	mg										
7694	2.5	mg										
7697	11.5	%										
7698	20	mg										
7703	500	mg										
7706	15	mg										
7707	10	mg/ml										
7708	10	mg/ml										
7709	400	mg 			240	 mg						
7710	2.5	mg										
7711	5	mg										
7712	10	mg										
7713	10	mg	2	ml								
7715	150	mg	25	ml								
7716	300	mg	50	ml								
7717	30	mg	5	ml								
7718	0.533	g	100	ml								
7724	5	mg										
7726	50	mg										
7727	160	mg										
7728	2.5	mg										
7729	10	mg/ml			20	 mg 						
7730	20	mg/ml										
7731	400	mg										
7732	25	mg										
7733	50	mg										
7734	20	mg										
7735	100	mg/ml										
7738	400	mg 			500	 mg						
7742	10	mg/ml										
7743	25	mg/g 			25	 mg/g						
7744	5	mg										
7745	0.074	%										
7746	5	mg										
7748	400	mg	100	ml								
7750	40	mg										
7752	150	mg										
7753	100	mg										
7754	160	mg										
7755	20	mg										
7760	100000	IU										
7761	150	mg										
7762	40	mg 			10	 mg 			25	 mg		
7763	40	mg 			10	 mg 			12.5	 mg		
7764	20	mg 			5	 mg 			12.5	 mg		
7765	40	mg 			5	 mg 			25	 mg		
7766	40	mg 			5	 mg 			25	 mg		
7767	40	mg										
7768	20	mg										
7769	10	mg										
7770	4	mg										
7771	5	mg										
7772	10	mg										
7773	40	mg										
7774	20	mg										
7775	20	mg										
7776	10	mg										
7777	50	mg										
7778	10	mg										
7779	1	g										
7781	20	mg										
7787	10	mg/ml										
7788	35	mg										
7789	18	mg										
7790	30	mg										
7791	60	mg										
7792	24	mg										
7793	40	mg										
7798	20	mg										
7806	0.5	mg										
7809	1	mg										
7811	30	mg										
7812	40	mg										
7817	500	mg										
7818	1	g										
7819	0.5	g										
7820	75	mg										
7824	50	mg										
7825	10	mg/g										
7826	0.5	mg										
7827	0.5	mg										
7832	50	mg										
7836	40	mg										
7837	200	mg										
7838	2.5	mg										
7839	3	mg/ml										
7840	20	mg										
7841	40	mg										
7842	80	mg										
7843	40	mg 			12.5	 mg						
7844	40	mg 			25	 mg						
7846	1	g										
7847	500	mg										
7849	14	mg										
7850	4	mg	2	ml								
7851	4	mg	5	ml								
7852	1.5	mg										
7853	20	mg										
7855	50	mg										
7856	200	mg										
7857	75	mg										
7858	150	mg										
7861	10	mg										
7862	20	mg										
7864	10	mg										
7865	200	mg										
7866	500	mg										
7867	1000	mg										
7868	500	mg										
7869	10	mg/g										
7870	2.5	mg										
7871	100	mg										
7872	30	mg										
7875	40	mg/g										
7877	140	mcg										
7878	10	mg 			0.5	 mg						
7879	100	mg										
7882	150	mg										
7884	100	mg										
7889	80	mg										
7890	160	mg										
7891	320	mg										
7892	80	mg 			12.5	 mg						
7893	160	mg 			12.5	 mg						
7894	160	mg 			25	 mg						
7895	320	mg 			12.5	 mg						
7896	320	mg 			25	 mg						
7897	1	mg/ml										
7898	200	mg	100	ml								
7907	25	mcg 			200	 mcg						
7908	25	mcg 			100	 mcg						
7909	1.5	mg/ml										
7910	125	mg	5	ml								
7911	20	mg 			400	 mg						
7913	37.5	mg 			325	 mg						
7918	50	mg										
7919	500	mg										
7920	250	mg										
7921	2.4	g										
7922	5	mg										
7923	1	g										
7926	25	mg										
7928	150	mg										
7929	75	mg										
7930	20	mg/ml										
7932	3	mg/ml										
7933	10	mg/ml										
7934	160	mg										
7935	160	mg 			12.5	 mg						
7936	160	mg 			25	 mg						
7938	50	mg										
7940	80	mg										
7941	5	mg										
7942	20	mg										
7943	10	mg										
7947	10	mg 			10	 mg						
7949	150	mg										
7950	200	mg										
7951	100	mg										
7952	500	mg										
7956	50	IU										
7957	200	IU										
7959	10	mg/ml										
7960	40	mg										
7961	100	IU/ml										
7964	300	mcg/ml										
7965	300	mcg	0.5	ml								
7966	6	mg										
7967	500	mg 	12.5	 mg								
7968	1000	mg 	12.5	 mg								
7969	100	mg										
7970	50	mg										
7972	40	mg										
7973		10	mg									
7974	100	mg	5	ml								
7976												
7978	20	mg/ml										
7980	500	IU										
7982	300	mg										
7985	400	mg										
7986	200	mg										
7987	0.5	mg/ml										
7989	110	mcg 			50	 mcg						
7990	4	mg										
7991	500	mg 	50	 mg								
7992	1000	mg 	50	 mg								
7993	1000	mg 	100	 mg								
7994	120	mg										
7995	240	mg										
7996	20	mg										
7997	10	mg										
7998	5	mg										
7999	5	mg										
8000	15	mg										
8001	20	mg										
8002	0.5	mg										
8003	1	mg										
8004	1.5	mg										
8005	2	mg										
8006	2.5	mg										
8010	250	mg 			1500000	 IU						
8011	100	mg	2	ml								
8013	50	mg										
8014	1	%										
8015	4	mg										
8016	500	mg										
8017	10	mg/g										
8018	68	mg										
8024	50000	IU										
8025	2000	IU										
8026	5000	IU										
8030	10	mg/g 			20	 mg/g						
8031	40	mg										
8032	160	mg 			10	 mg						
8033	160	mg 			5	 mg						
8034	10	mg 			10	 mg						
8035	5	mg 			10	 mg						
8036	20	mg										
8048	5000	IU										
8049	1	mg										
8050	2.5	mg										
8052	25	mg/g										
8053	440	mg										
8059												
8060	5	mg										
8062	30	mg	1.5	ml								
8063	7.5	mg	0.15	ml								
8064	10	mg	0.3	ml								
8065	50	mg/ml										
8066	15	mg	0.5	ml								
8067	200	mg 			50	 mg						
8068	10	mg/g										
8069	100	mg										
8070	5	mg										
8075												
8076												
8081	100	mg/g										
8082	12.5	mg										
8083	0.75	mg	0.5	ml								
8084	1.5	mg	0.5	ml								
8085	100	IU/ml										
8087	100	IU/ml										
8088	100	IU/ml										
8089	100	IU/ml										
8090	1	g										
8092	1000	mg	100	ml								
8093												
8094	0.5	mg										
8095	0.5	mg										
8096	10	mg										
8098	100	mg										
8099												
8100	8	mg	4	ml								
8101	5	mg										
8102	1	mg										
8103	500	mg										
8104	750	mg										
8105	375	mg										
8106	500	mg										
8107	10	mg/ml										
8111	100	IU/ml										
8112	100	IU/ml										
8113	100	IU/ml										
8118	10	mg										
8119	20	mg										
8120	5	mg										
8121	30	mg										
8125	40	mg										
8127	30	mg										
8128	60	mg										
8130	5	mg 			5	 mg 			1.25	 mg		
8131	5	mg 			10	 mg 			1.25	 mg		
8132	10	mg 			5	 mg 			2.5	 mg		
8133	10	mg 			10	 mg 			2.5	 mg		
8138	100	mg/ml										
8141	5	mg										
8142	1	g										
8143	500	mg										
8144		NO										
8145	20	mg	2	ml								
8147	10	mcg 			250	 mcg						
8148	5	mcg 			125	 mcg						
8149	5	mcg 			50	 mcg						
8155	100	mg										
8156	0.5	mg/g										
8157	500	mg										
8158	500	mg										
8159	500	mg										
8165	1000	mg										
8169	680	mg										
8173	5	mg										
8174	30	mg										
8175	35	mg										
8176	25	mg	5	ml								
8177	5	mg										
8181	1	g										
8183	800	mg										
8186	1000	IU										
8187	500	IU										
8188	1000	IU										
8189	2000	IU										
8191	20	mg/g										
8192	20	mg/g										
8193	2	mg/g 			20	 mg/g						
8194	1	mg										
8195	5	mg										
8196	0.5	mg										
8201	1000	mg										
8202	162	mg	0.9	ml								
8203	25	mg										
8204	10	mg										
8210	400	mg										
8214	70	mg										
8215	35	mg										
8216	5	mg										
8217	10	mg										
8222	500	mg										
8223	75	mg										
8224	20	mg	2	ml								
8225	0.6	mg/g										
8226	200	mg										
8227	125	mg	5	ml								
8230	100	mg/ml										
8231	100	mg										
8232	160	mg 			5	 mg 			25	 mg		
8233	160	mg 			5	 mg 			25	 mg		
8234	160	mg 			10	 mg 			25	 mg		
8235	160	mg 			10	 mg 			25	 mg		
8236	75	mg 			100	 mg 			20	 mg 		
8237		NO										
8239	100	mg										
8240	20	mg										
8241	20	mg										
8242	25	mg										
8243	100	mg										
8244	200	mg										
8245	300	mg										
8246	5	g	10	ml								
8249	20	mg	2	ml								
8250	100	mg/ml										
8251	100	mg/ml										
8252	2	%										
8253	10	mg										
8254	100	mg										
8255	125	mg										
8256	250	mg										
8260	0.5	mg										
8261	1	mg										
8262	2	mg										
8263	3	mg										
8264	4	mg										
8269	0.5	mg 			2	 mg						
8270	25	mg										
8272	250	mg/ml										
8273	10	mg/g										
8274	50	mg/ml										
8275	50	mg/ml										
8278	400	mcg										
8279	8	mg	2	ml								
8281	50	mg										
8284	10	mg/ml										
8285	0.9	mg										
8286	25	mg	5	ml								
8287	10	g										
8288	  100 	mg										
8289	300	mg	15	ml								
8290	450	mg 			50	 mg						
8292	50	mg										
8299	150	mg										
8300	75	mg										
8301	2	mg 			0.035	 mg						
8302	20	mg										
8304	50	mg										
8306	10	mg										
8307	40	mg										
8308	20	mg										
8309	40	mg										
8312	10	mg 			10	 mg						
8313	20	mg 			10	 mg						
8314	25	%										
8315	500	IU 			500	 IU						
8316	15	mg 	25	 mg								
8317	30	mg 	25	 mg								
8318	45	mg 	25	 mg								
8319	1.5	g										
8320	3	g										
8321	1	g										
8322	625	mg										
8323	10	mg/ml										
8324	1	g	100	g								
8325	5	mg										
8326	10	mg										
8329	0.5	mg/ml										
8331	100	mg										
8332	40	mg										
8333	15	mg										
8338	150	mg										
8339	1000	mg 	2.5	 mg								
8340	300	mg										
8341	250	mg										
8342	60	mg										
8343	30	mg										
8345	200	mg										
8346	200	mg										
8347	2	mg										
8348	4	mg										
8349	6	mg										
8350	8	mg										
8351	10	mg										
8352	12	mg										
8353	80	mg 			12.5	 mg						
8354	160	mg 			12.5	 mg						
8357	320	mg 			25	 mg						
8360	50	mg/g										
8362	0.5	mg										
8363	1	mg/g 			3	 mg/g						
8364	90	mg										
8365	2	mg/g										
8366	1	mg										
8368	20	mg/ml										
8372	1000	mg	100	ml								
8373	4	mg										
8374	500	mcg										
8377	100	mg										
8378	150	mg										
8379	300	mg										
8380	10	mg/ml										
8381	10	mg/g										
8382	25	mg										
8383	25	mg										
8384	200	mg										
8385	200	mg										
8386	400	mg										
8387	400	mg										
8388	25	mg										
8389	75	mg										
8390	150	mg										
8394	50	mcg 			100	 mcg						
8395	50	mcg 			250	 mcg						
8396	50	mcg 			500	 mcg						
8397	125	mg 			750000	 IU						
8398	300	mg										
8399	500	mg	2	ml								
8402	500	mg										
8403	600	mg										
8404	5	mg										
8405	1	mg/ml										
8406	10	mg										
8407	4	mg										
8408	75	mg										
8409	10	%										
8410	2.5	mg 			5	 mg						
8411	1	%										
8412	1.2	g										
8413	300	IU/ml										
8414	300	IU/ml										
8418	280	mg/ml										
8419	10	mg										
8420	20	mg										
8421	50	mg	50	ml								
8422	600	mg			500	IU						
8423	1	g	5	ml								
8424	8	mg/ml										
8425	40	mg										
8428	20	%										
8433	200	mg										
8435	2.5	mcg 			500	 mcg						
8436	1	mg/ml										
8437	3	mg	3	ml								
8438	470	mg										
8441	150	mg/ml										
8443	0.5	mg/ml										
8444	4	g										
8445	1	mg										
8446	0.25	mg										
8447	50	mg										
8448	100	mg										
8449	200	mg										
8451	20	mg/ml										
8452	20	mcg/ml										
8453	10	mcg	0.5	ml								
8454												
8455	1000	CCID50			5000	CCID50			1000	CCID50		
8456	210	mg										
8457	35	mg/ml										
8458	400	mg	200	ml								
8459	60	mg										
8460	125	mg/ml										
8461	10	mg/g										
8462	10	mg										
8463	200	mg										
8464	400	mg										
8466	5	mg										
8467	10	mg										
8468	5	mg										
8469	10	mg										
8470	15	mg										
8471	20	mg										
8472	20	mg										
8473	20	mg										
8474	10	mg										
8475	10	mg										
8477	100	mg										
8478	4	mg										
8479	500	mg										
8480	30	mg										
8481	250	mg										
8482	500	mg										
8483	1000	mg										
8484	100	mg										
8485	40	mg										
8486	20	mg										
8487	50	mg										
8488	100	mg										
8489	850	mg 	2.5	 mg								
8491	13.3	mg/24h										
8492	100	mg										
8493	500	mg										
8496	100	IU/ml										
8497	100	IU/ml										
8498	35	mcg										
8499	60	mg										
8502	0.25	mg/ml										
8503	100	mg										
8504	200	mg										
8506	81	mg										
8507	20	mg										
8508	25	mg										
8509	20	mg										
8510	10	mg										
8512	150	mg 			12.5	 mg						
8513	300	mg 			12.5	 mg						
8514	300	mg 			25	 mg						
8515	25	mg										
8516	100	mg										
8517	200	mg										
8518	1	g										
8519	2	g										
8520	75	mg										
8521	100	mg										
8522	125	mg										
8524	150	mg										
8525	100	mg										
8526	200	mg										
8527	4	mg										
8528	10	mg										
8529	1	mg/ml										
8530	1	mg										
8531	50	mg										
8532	50	mg										
8534	20	mg 			10	 mg						
8535	10	mg 			5	 mg						
8541	140	mg										
8542	140	mg										
8543	2.5	mcg 			2.5	 mcg						
8544	10	mg										
8546	5	mg	10	ml								
8547	50	mg										
8548	50	mg										
8551	0.5	mg										
8553	20	mg										
8556	30	mg										
8558	500	IU										
8559	0.25	mg/ml										
8560	0.5	mg/g										
8561	500	mg										
8562	1000	mg										
8563	0.5	mg/g										
8565	2	ml										
8566	200	mg	5	ml								
8569	50	mg										
8570	10	mg										
8571	2.5	mg										
8572	5	mg										
8573	35	mg 			450	 mg						
8575	25	mg										
8577	10	IU										
8578	5	mg/ml										
8579	850	mg										
8580	500	mg										
8581	750	mg										
8582	1000	mg										
8584	160	mg 			10	 mg						
8585	2,000	IU										
8586	2000	IU/drop										
8587	5	mg/ml										
8588	1	mg										
8589	0.4	mg										
8590	2	mg/ml										
8593	20	mg										
8594	50	mg/ml										
8596	10	mg/g										
8597	10	mg/g										
8603												
8605	20	mg/ml										
8606	25	mg	1.25	ml								
8607	25	mg	0.5	ml								
8608	0.2	mg										
8609	4.5	g										
8610	75	mg	3	ml								
8613	150	mg										
8616	100	mg										
8617	100	mg										
8620	500	mg										
8621	1000	mg										
8622	75	mcg			30	mcg						
8628	10	mg										
8633	10	mg/ml										
8634	10	mg										
8635	1	mg/ml										
8637	120	mg										
8638	180	mg										
8639	5	MUI										
8640	1	MUI										
8641	250	mg	5	ml								
8643	8	mg										
8644	30	mg										
8649	500	mg										
8650	600	mg 			400	 IU						
8651	240	mg	5	ml								
8652	1	mg/g										
8653	250	mg 			100	 mg 			5	 mg		
8654	500	mg 			25	 mg						
8655	665	mg										
8656	100	mg 			1	 mg						
8657	5	mg										
8658	250	mg										
8659	125	mg										
8660	20	mg										
8661	50	mg/ml										
8662	1	%										
8663	1	%										
8664	0.03	mg										
8669	10	mg										
8670	20	mg										
8671	20	mg										
8672	0.5	mg/ml										
8673	50	IU										
8674	100	IU										
8675	0.6	mg										
8680	1000	mg 	12.5	 mg								
8681	850	mg 	12.5	 mg								
8682	850	mg 	5	 mg								
8683	1000	mg 	5	 mg								
8684	75	mcg			30	mcg						
8685	400	mg 			50	 mg						
8686	10	mg 			145	 mg						
8687	20	mg 			10	 mg						
8688	40	mg 			10	 mg						
8689	4	mg	2	ml								
8690	8	mg	4	ml								
8692	1	mg										
8695	20	mg										
8701	60	mg	1.5	ml								
8704	300	mg										
8705	400	mg										
8706	4.5	g										
8707	75	mg	3	ml								
8708	15	mg	5	ml								
8709	30	mg										
8710	100	mg 			200	mg 			200	 mcg		
8711	400	mg 			50	 mg 			20	 mg		
8712	50000	IU										
8713	20	mg										
8714	100	mg										
8715	250	mg										
8719	10	mg										
8720	4	mg										
8721	100	mg 			10	 mg			2.5	 mg		
8722	100	mg 			20	 mg 			5	 mg		
8723	100	mg 			20	 mg 			10	 mg		
8724	20	mg										
8725	40	mg										
8726	0.5	%										
8728	100	mg	5	ml								
8729	100	mg	5	ml								
8731	5	mg										
8732	3.6	mg										
8733	1000	mg	20	ml								
8734	20	mg/ml										
8735	80	mg	4	ml								
8736	1.2	g										
8737	60	mcg 			40	 mcg						
8738	25	mg										
8739	500	mg										
8740	250	mg										
8741	5	mg										
8742	100	mg/g										
8743	54	mg	1.8	ml								
8744	40	mg										
8745	500	mg	2	ml								
8746	5000	IU										
8747	1500	IU										
8748	10	mg/g										
8751	600	mg	4	ml								
8753	10	mg										
8754	20	mg										
8756	4.5	mg/ml										
8757	2.5	%										
8758	0.15	g/ml										
8759	100	mg										
8760	100	mg										
8761	1	mg/g										
8763	500	mg										
8764	25	mg										
8765	50	mg										
8766	100	mg										
8767	10	mg										
8768	5	mg										
8769	5	mg 			12.5	 mg						
8773	40	mg										
8774	500	mg										
8775	500	mg										
8777	30	mg										
8778	60	mg										
8779	25	mg/g										
8782	0.5	mg										
8783	4	mg										
8785	150	mg										
8786	1	g										
8787	500	mg										
8788	90	mg										
8789	50	mg										
8790	25	mg										
8791	200	mg										
8792	400	mg										
8793	0.5	mg										
8794	25	mg										
8796	20	mg										
8797	10	mg										
8800	1	mg										
8804	20	mg/ml										
8805	450	mg										
8806	150	mg										
8807	20	mg/g										
8809	250	mg										
8810	500	mg										
8811	1000	mg										
8812	200	mg 			38	 mg						
8814	5	%										
8815	80	mg										
8816	160	mg										
8817	80	mg 			12.5	 mg						
8818	160	mg 			12.5	 mg						
8819	160	mg 			25	 mg						
8820	1000	mg										
8822	500	mg										
8823	75	mg										
8824	150	mg										
8825	200	mcg										
8826												
8827	150	mg										
8828	75	mg										
8829	37.5	mg										
8830	5	mg										
8831	10	mg										
8832	2.5	mg										
8833	5	mg										
8834	80	mg	4	ml								
8835	80	mg	4	ml								
8836	80	mg										
8838	457	mg	5	ml								
8839	300	mg										
8840	125	mg	5	ml								
8841	125	mg	5	ml								
8842	125	mg										
8843	62.5	mg										
8844	500,000	IU										
8847	7	mg/ml										
8848												
8849	250	IU										
8850	500	IU										
8851	1000	IU										
8852	2000	IU										
8853	50	mg										
8854	6	mg/ml										
8856	0.5	mg	10	ml								
8857	0.1	mg	2	ml								
8858	40	mg										
8859	600	mg										
8862	4	mg										
8863	1	mg/ml										
8864	5	mg/ml										
8865	0.5	mg	10	ml								
8868	40	mg										
8869	60	mg										
8870	50	mg/g 			10	 mg/g						
8871	10	mg	2	ml								
8876	1	g										
8877	200	mg										
8879	100	mg	5	ml								
8880	100	mg	5	ml								
8881	50	mg										
8882	150	mg										
8883	75	mg										
8886	0.3	g										
8887	5	mg/g										
8888	60	mg										
8889	30	mg										
8892	11	mg										
8893	225	mg			87.5	mg						
8894	175	mg										
8895	263	mg										
8896	350	mg										
8897	525	mg										
8898	10	mg										
8899	400	mg										
8900	100	mg										
8901	1200	mg										
8903	5	mg										
8904	10	mg										
8905	20	mg										
8906	100	mcg/ml										
8907	100	IU/ml										
8908	600	IU	0.72	ml								
8909	300	IU	0.36	ml								
8910	250	IU										
8911	500	IU										
8912	1	g 			0.5	 g						
8913	20	mg/ml										
8914	15	mcg/ml										
8915	5	mg/ml 			20	 mg/ml						
8918	8	mg										
8919	1000	mg										
8920		NO										
8921	60	mg/ml										
8922	0.5	mg	10	ml								
8923	20	mg										
8924	100	mg										
8925	4	mg										
8926	400	mg	200	ml								
8927	60	mg/ml										
8928	0.5	mg/g										
8929	100	mg										
8931	1	mg/g										
8932	1	mg/g										
8933	1	mg/g										
8938	200	mg										
8939	50	mg										
8942	2.5	mg/ml										
8943	2.5	mg/ml										
8944	80	mg/ml										
8947	1350	PFU										
8948	200	IU/ml										
8949	1.5	mg										
8950	3	mg										
8951	4.5	mg										
8952	65	mg										
8953	50	mg/ml										
8957	3	mg/g										
8958	8	mg	4	ml								
8959	4	mg	2	ml								
8960	5	mg										
8961	10	mg										
8962	4	mg	2	ml								
8963	0.1	mg/ml										
8964	0.3	mg	0.3	ml								
8965	9	mg										
8971	100	mg										
8972	300	mg										
8973	0.3	%			1.5	%						
8975	0.5	mg/ml 			5	 mg/ml						
8976	1	mg/ml 			10	 mg/ml						
8978	0.5	mg/ml										
8979	25	mg										
8980	40	mg										
8981	500	mg	100	ml								
8982	250	IU/ml										
8983	600	IU 			250	 IU						
8984	2400	IU 			1000	 IU						
8985	1200	IU 			500	 IU						
8986	250	IU										
8987	500	IU										
8988	1000	IU										
8989	20	%										
8990	4	mg										
8991	500	mg										
8992	75	mg										
8993	1000	mg 	2.5	 mg								
8994	1000	mg 	5	 mg								
8996	1	mg/ml										
8998	5	mg										
8999	10	mg										
9000	10	mg 			20	mg			30	mg		
9001	30	mg										
9002	63	mcg 			94	 mcg						
9003	125	mcg										
9004												
9005	40	mg										
9006	20	mg										
9007	100	mg										
9008	35	mg										
9009	8	mg/ml										
9010	500	mg										
9011	1000	mg										
9012	850	mg										
9013	8	mg										
9014	5	mg/ml										
9015	1	mg/ml										
9016	450	mg										
9017	1	mg/g										
9019	100	mcg										
9020	0.4	mg/ml										
9021	1	mg/ml										
9022	3.5	mg										
9023	20	mg										
9024	10	mg										
9025	25	mg										
9026	50	mg										
9029	100	mg/ml										
9031	100	IU/ml										
9032	500	UI	5	ml								
9033	4	mg										
9034	100	mg 			200	mg 			200	 mcg		
9035	100	mg 	3	ml	100	mg 	3	ml	1	mg 	3	ml
9036	5	mg										
9037	10	mg										
9038												
9039	200	mg										
9040	300	mg										
9041	100	mg										
9042	75	mcg										
9043	400	mg										
9045	10	mg/g										
9046	40	mg/ml										
9048	10,000	IU										
9050	10	mg/ml										
9051	20	mg 			8.19	 mg						
9052	15	mg 			6.14	 mg						
9053	5	mg										
9054	20	mg										
9055	100	mg										
9056	250	mg										
9058	100	mcg										
9059	200	mcg										
9061	1	mg/g 			25	 mg/g						
9063	10	mg										
9064	40	mg 			10	 mg						
9065	20	mg 										
9066	1000	mg										
9067	25	mg										
9068	50	mg										
9069	450	mg										
9070	150	mg										
9071	300	mg										
9072	0.4	mg										
9073	250	IU										
9081	5	mg										
9083	6	billions	2	g								
9086	20	mg/ml										
9087	10	mg	2	ml								
9090	8	mg										
9092	2.5	mg 			0.5	 mg						
9093	30	mg										
9094	60	mg										
9095	100	mg										
9096	3	mg 			30	 mcg						
9097	120	mg										
9098	90	mg										
9099	60	mg										
9100	150	mg										
9101	100	mg										
9102	150	mg										
9103	2.5	mg/ml										
9104	2.5	mg/ml										
9105	1000	mg	100	ml								
9106												
9108	3	mg 			30	 mcg						
9109	5	mcg 			44	 mcg						
9110	40	mg										
9111	200	mg										
9112	3	mg 			30	 mcg						
9114	60	mg										
9115	500	mg										
9116	4	mg	2	ml								
9117	8	mg	4	ml								
9118	10	mg/g										
9120	2	mg/g										
9122	100	mg 			37.5	 mg 			200	 mg		
9123	100	mg 			37.5	 mg 			200	 mg		
9124	50	mg 			12.5	 mg 			200	 mg		
9125	  50,000 	IU										
9126	500	mg										
9127	1	g										
9128	40	mg										
9129	1	g										
9130	500	mg 			500	 mg						
9132	1	g										
9133	20	mg	2	ml								
9134	1	g										
9139	250	mg 			1500000	 IU						
9140	125	mg 			750000	 IU						
