Code	Parent	Route CLEAN	Parenteral
5116	O-Oral	O-Oral	
5117	O-Oral	O-Oral	
5120	O-Oral	O-Oral	
5121	Res-Respiratory	Res-Respiratory	
5122	O-Oral	O-Oral	
5123	O-Oral	O-Oral	
5124	O-Oral	O-Oral	
5125	O-Oral	O-Oral	
5126	O-Oral	O-Oral	
5134	O-Oral	O-Oral	
5135	V-Vaginal	V-Vaginal	
5136	O-Oral	O-Oral	
5137	O-Oral	O-Oral	
5143	O-Oral	O-Oral	
5144	O-Oral	O-Oral	
5146	O-Oral	O-Oral	
5150	Parentaral	Inf-Infusion	Parentaral
5152	Parentaral	Inf-Infusion	Parentaral
5153	Parentaral	Inf-Infusion	Parentaral
5155	O-Oral	O-Oral	
5157	O-Oral	O-Oral	
5158	O-Oral	O-Oral	
5159	O-Oral	O-Oral	
5161	O-Oral	O-Oral	
5163	O-Oral	O-Oral	
5164	O-Oral	O-Oral	
5171	O-Oral	O-Oral	
5172	O-Oral	O-Oral	
5173	O-Oral	O-Oral	
5174	O-Oral	O-Oral	
5175	O-Oral	O-Oral	
5177	O-Oral	O-Oral	
5179	O-Oral	O-Oral	
5180	O-Oral	O-Oral	
5181	O-Oral	O-Oral	
5182	O-Oral	O-Oral	
5184	O-Oral	O-Oral	
5185	Parentaral	SC-Subcutanous	Parentaral
5186	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
5187	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
5188	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
5189	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
5190	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
5191	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
5192	O-Oral	O-Oral	
5193	Parentaral	Inf-Infusion	Parentaral
5194	Parentaral	SC-Subcutanous	Parentaral
5195	O-Oral	O-Oral	
5198	Parentaral	Inf-Infusion	Parentaral
5199	IV-Intravenous	IV-Intravenous	
5201	Parentaral	IM-Intramuscular	Parentaral
5202	Parentaral	IM-Intramuscular	Parentaral
5205	TS-Topical,scalp	TS-Topical,scalp	
5206	O-Oral	O-Oral	
5207	O-Oral	O-Oral	
5208	IUt - Intrauterin	IUt - Intrauterin	
5209	IVit-Intravitreal	IVit-Intravitreal	
5210	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5211	T-Topical	T-Topical	
5213	Parentaral	Inf-Infusion	Parentaral
5216	O-Oral	O-Oral	
5220	O-Oral	O-Oral	
5222	Parentaral	Inf-Infusion	Parentaral
5223	O-Oral	O-Oral	
5224	O-Oral	O-Oral	
5225	O-Oral	O-Oral	
5226	O-Oral	O-Oral	
5229	O-Oral	O-Oral	
5233	O-Oral	O-Oral	
5234	N-Nasal	N-Nasal	
5235	T-Topical	T-Topical	
5236	O-Oral	O-Oral	
5237	Res-Respiratory	Res-Respiratory	
5238	Res-Respiratory	Res-Respiratory	
5239	T-Topical	T-Topical	
5240	Oph-Ophtalmic	Oph-Ophtalmic	
5241	O-Oral	O-Oral	
5243	O-Oral	O-Oral	
5244	O-Oral	O-Oral	
5245	O-Oral	O-Oral	
5248	O-Oral	O-Oral	
5250	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5252	O-Oral	O-Oral	
5253	O-Oral	O-Oral	
5258	O-Oral	O-Oral	
5262	Parentaral	SC-Subcutanous	Parentaral
5263	Parentaral	SC-Subcutanous	Parentaral
5264	Parentaral	SC-Subcutanous	Parentaral
5266	O-Oral	O-Oral	
5267	O-Oral	O-Oral	
5268	O-Oral	O-Oral	
5269	O-Oral	O-Oral	
5270	O-Oral	O-Oral	
5271	O-Oral	O-Oral	
5274	O-Oral	O-Oral	
5275	O-Oral	O-Oral	
5276	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5277	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5278	O-Oral	O-Oral	
5282	O-Oral	O-Oral	
5283	O-Oral	O-Oral	
5284	O-Oral	O-Oral	
5285	O-Oral	O-Oral	
5286	O-Oral	O-Oral	
5289	O-Oral	O-Oral	
5291	O-Oral	O-Oral	
5292	O-Oral	O-Oral	
5293	O-Oral	O-Oral	
5295	O-Oral	O-Oral	
5298	T-Topical	T-Topical	
5302	O-Oral	O-Oral	
5303	T-Topical	T-Topical	
5306	O-Oral	O-Oral	
5309	Parentaral	Inf-Infusion	Parentaral
5310	Parentaral	Inf-Infusion	Parentaral
5311	Parentaral	Inf-Infusion	Parentaral
5312	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5313	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5314	O-Oral	O-Oral	
5315	O-Oral	O-Oral	
5316	O-Oral	O-Oral	
5317	O-Oral	O-Oral	
5319	O-Oral	O-Oral	
5325	O-Oral	O-Oral	
5326	Parentaral	Inf-Infusion	Parentaral
5327	Parentaral	Inf-IV-SC-ITh-Infusion-Intravenous-Subcutanous-Intrathecal	Parentaral
5329	O-Oral	O-Oral	
5330	O-Oral	O-Oral	
5331	O-Oral	O-Oral	
5332	V-Vaginal	V-Vaginal	
5334	Parentaral	SC-Subcutanous	Parentaral
5335	O-Oral	O-Oral	
5336	O-Oral	O-Oral	
5341	O-Oral	O-Oral	
5342	O-Oral	O-Oral	
5343	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
5344	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
5345	O-Oral	O-Oral	
5346	OG-Oral gingival	OG-Oral gingival	
5356	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5357	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5358	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5359	Res-Respiratory	Res-Respiratory	
5360	Res-Respiratory	Res-Respiratory	
5361	Res-Respiratory	Res-Respiratory	
5363	Oph-Ophtalmic	Oph-Ophtalmic	
5364	O-Oral	O-Oral	
5365	O-Oral	O-Oral	
5366	Parentaral and Non-parentaral	Inf-O-Infusion-Oral	Parentaral and Non-parentaral
5376	O-Oral	O-Oral	
5381	O-Oral	O-Oral	
5382	O-Oral	O-Oral	
5383	O-Oral	O-Oral	
5384	O-Oral	O-Oral	
5385	O-Oral	O-Oral	
5386	O-Oral	O-Oral	
5387	O-Oral	O-Oral	
5390	O-Oral	O-Oral	
5394	Parentaral	IM-Intramuscular	Parentaral
5396	O-Oral	O-Oral	
5397	O-Oral	O-Oral	
5399	O-Oral	O-Oral	
5400	O-Oral	O-Oral	
5401	O-Oral	O-Oral	
5404	O-Oral	O-Oral	
5405	O-Oral	O-Oral	
5416	O-Oral	O-Oral	
5417	O-Oral	O-Oral	
5418	O-Oral	O-Oral	
5419	O-Oral	O-Oral	
5420	O-Oral	O-Oral	
5422	O-Oral	O-Oral	
5427	O-Oral	O-Oral	
5429	O-Oral	O-Oral	
5432	O-Oral	O-Oral	
5434	Parentaral	Inf-Infusion	Parentaral
5436	O-Oral	O-Oral	
5438	O-Oral	O-Oral	
5439	O-Oral	O-Oral	
5440	O-Oral	O-Oral	
5449	O-Oral	O-Oral	
5462	O-Oral	O-Oral	
5464	O-Oral	O-Oral	
5468	O-Oral	O-Oral	
5475	O-Oral	O-Oral	
5476	O-Oral	O-Oral	
5478	O-Oral	O-Oral	
5481	Res-Respiratory	Res-Respiratory	
5482	O-Oral	O-Oral	
5483	O-Oral	O-Oral	
5484	O-Oral	O-Oral	
5485	O-Oral	O-Oral	
5486	O-Oral	O-Oral	
5487	O-Oral	O-Oral	
5489	Parentaral	Inf-Infusion	Parentaral
5490	O-Oral	O-Oral	
5492	O-Oral	O-Oral	
5493	O-Oral	O-Oral	
5497	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5498	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5499	T-Topical	T-Topical	
5500	T-Topical	T-Topical	
5502	Parentaral	Inf-Infusion	Parentaral
5504	T-Topical	T-Topical	
5506	O-Oral	O-Oral	
5507	O-Oral	O-Oral	
5513	Parentaral	Inf-Infusion	Parentaral
5516	O-Oral	O-Oral	
5518	O-Oral	O-Oral	
5519	O-Oral	O-Oral	
5520	O-Oral	O-Oral	
5521	TD-Transdermal	TD-Transdermal	
5522	O-Oral	O-Oral	
5523	O-Oral	O-Oral	
5524	O-Oral	O-Oral	
5537	O-Oral	O-Oral	
5538	O-Oral	O-Oral	
5539	IV-Intravenous	IV-Intravenous	
5540	IV-Intravenous	IV-Intravenous	
5541	IV-Intravenous	IV-Intravenous	
5542	O-Oral	O-Oral	
5543	O-Oral	O-Oral	
5545	O-Oral	O-Oral	
5546	O-Oral	O-Oral	
5547	O-Oral	O-Oral	
5548	O-Oral	O-Oral	
5549	O-Oral	O-Oral	
5554	Parentaral	Inf-Infusion	Parentaral
5555	Parentaral	Inf-Infusion	Parentaral
5561	O-Oral	O-Oral	
5562	O-Oral	O-Oral	
5565	O-Oral	O-Oral	
5567	Parentaral	Inf-Infusion	Parentaral
5569	T-Topical	T-Topical	
5573	Parentaral	Inf-Infusion	Parentaral
5574	Parentaral	Inf-Infusion	Parentaral
5576	O-Oral	O-Oral	
5577	O-Oral	O-Oral	
5580	O-Oral	O-Oral	
5583	O-Oral	O-Oral	
5585	O-Oral	O-Oral	
5586	O-Oral	O-Oral	
5587	O-Oral	O-Oral	
5588	O-Oral	O-Oral	
5589	O-Oral	O-Oral	
5590	O-Oral	O-Oral	
5593	O-Oral-V-Vaginal	O-Oral-V-Vaginal	
5595	Parentaral	SC-Subcutanous	Parentaral
5596	O-Oral	O-Oral	
5598	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
5599	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
5610	Parentaral	SC-Subcutanous	Parentaral
5611	Parentaral	IM-Intramuscular	Parentaral
5612	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
5613	Parentaral	SC-Subcutanous	Parentaral
5614	O-Oral	O-Oral	
5615	O-Oral	O-Oral	
5616	O-Oral	O-Oral	
5617	O-Oral	O-Oral	
5623	O-Oral	O-Oral	
5624	N-Nasal	N-Nasal	
5625			
5626	Parentaral	Inf-Infusion	Parentaral
5630			
5633	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5639	O-Oral	O-Oral	
5644	IV-Intravenous	IV-Intravenous	
5647	O-Oral	O-Oral	
5648	O-Oral	O-Oral	
5658	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5659	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5661	TD-Transdermal	TD-Transdermal	
5662	TD-Transdermal	TD-Transdermal	
5666	O-Oral	O-Oral	
5667	O-Oral	O-Oral	
5669	O-Oral	O-Oral	
5670	O-Oral	O-Oral	
5671	Res-Respiratory	Res-Respiratory	
5672	O-Oral	O-Oral	
5673	Parentaral	IM-Intramuscular	Parentaral
5679	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5680	Parentaral	Inf-Infusion	Parentaral
5681	Parentaral	Inf-Infusion	Parentaral
5683	O-Oral	O-Oral	
5688	O-Oral	O-Oral	
5689	O-Oral	O-Oral	
5690	O-Oral	O-Oral	
5691	O-Oral	O-Oral	
5693	O-Oral	O-Oral	
5694	Parentaral	Inf-Infusion	Parentaral
5695	O-Oral	O-Oral	
5696	O-Oral	O-Oral	
5697	O-Oral	O-Oral	
5704	O-Oral	O-Oral	
5707	Parentaral	Inf-Infusion	Parentaral
5709	Parentaral	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal	Parentaral
5710	TD-Transdermal	TD-Transdermal	
5711	TD-Transdermal	TD-Transdermal	
5712	O-Oral	O-Oral	
5716	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5717	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
5719	O-Oral	O-Oral	
5724	OG-Oral gingival	OG-Oral gingival	
5725	Ot-Otic	Ot-Otic	
5729	O-Oral	O-Oral	
5730	O-Oral	O-Oral	
5733	Parentaral	IM-Intramuscular	Parentaral
5734	O-Oral	O-Oral	
5735	O-Oral	O-Oral	
5739	O-Oral	O-Oral	
5742	Parentaral	SC-Subcutanous	Parentaral
5754	O-Oral	O-Oral	
5758	Parentaral	SC-Subcutanous	Parentaral
5759	O-Oral	O-Oral	
5761	O-Oral	O-Oral	
5763	O-Oral	O-Oral	
5764	O-Oral	O-Oral	
5766	O-Oral	O-Oral	
5768	Parentaral	Inf-Infusion	Parentaral
5769	Parentaral	Inf-Infusion	Parentaral
5770	O-Oral	O-Oral	
5771	O-Oral	O-Oral	
5774	O-Oral	O-Oral	
5775	O-Oral	O-Oral	
5776	O-Oral	O-Oral	
5779	Parentaral	Inf-Infusion	Parentaral
5781	OG-Res-Oral gingival-Respiratory	OG-Res-Oral gingival-Respiratory	
5782	O-Oral	O-Oral	
5783	T-Topical	T-Topical	
5784	O-Oral	O-Oral	
5785	O-Oral	O-Oral	
5787	O-Oral	O-Oral	
5788	Parentaral	Inf-Infusion	Parentaral
5789	Parentaral	Inf-Infusion	Parentaral
5790	Parentaral	Inf-Infusion	Parentaral
5791	O-Oral	O-Oral	
5792	O-Oral	O-Oral	
5795	O-Oral	O-Oral	
5797	O-Oral	O-Oral	
5798	Parentaral	Inf-Infusion	Parentaral
5801	O-Oral	O-Oral	
5802	O-Oral	O-Oral	
5806	O-Oral	O-Oral	
5807	O-Oral	O-Oral	
5808	O-Oral	O-Oral	
5810	O-Oral	O-Oral	
5811	O-Oral	O-Oral	
5812	O-Oral	O-Oral	
5823	O-Oral	O-Oral	
5825	O-Oral	O-Oral	
5826	O-Oral	O-Oral	
5827	O-Oral	O-Oral	
5828	O-Oral	O-Oral	
5831	Parentaral	Inf-Infusion	Parentaral
5833	Parentaral	Inf-Infusion	Parentaral
5837	Parentaral	Inf-Infusion	Parentaral
5838	Parentaral	Inf-Infusion	Parentaral
5842	Parentaral	SC-Subcutanous	Parentaral
5843	Parentaral	SC-Subcutanous	Parentaral
5844	Parentaral	SC-Subcutanous	Parentaral
5846	Parentaral	SC-Subcutanous	Parentaral
5847	O-Oral	O-Oral	
5848	Parentaral	IM-Intramuscular	Parentaral
5849	Parentaral	IM-Intramuscular	Parentaral
5856	O-Oral	O-Oral	
5859	O-Oral	O-Oral	
5860	SL-Sublingual	SL-Sublingual	
5861	SL-Sublingual	SL-Sublingual	
5863	O-Oral	O-Oral	
5866	Parentaral	Inf-Infusion	Parentaral
5867	Parentaral	Inf-Infusion	Parentaral
5877	O-Oral	O-Oral	
5878	O-Oral	O-Oral	
5879	O-Oral	O-Oral	
5880	O-Oral	O-Oral	
5881	O-Oral	O-Oral	
5882	O-Oral	O-Oral	
5883	O-Oral	O-Oral	
5886	Oph-Ophtalmic	Oph-Ophtalmic	
5888	Parentaral	Inf-Infusion	Parentaral
5889	O-Oral	O-Oral	
5891	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5894	Parentaral	Inf-Infusion	Parentaral
5896	O-Oral	O-Oral	
5897	O-Oral	O-Oral	
5900	Parentaral	Inf-Infusion	Parentaral
5901	Parentaral	Inf-Infusion	Parentaral
5902	Parentaral	Inf-Infusion	Parentaral
5904	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5905	Parentaral	Inf-Infusion	Parentaral
5906	Parentaral	Inf-Infusion	Parentaral
5907	Parentaral	Inf-Infusion	Parentaral
5910	O-Oral	O-Oral	
5911	O-Oral	O-Oral	
5912	O-Oral	O-Oral	
5913	O-Oral	O-Oral	
5914	O-Oral	O-Oral	
5915	N-Nasal	N-Nasal	
5916	O-Oral	O-Oral	
5924	Res-Respiratory	Res-Respiratory	
5925	Res-Respiratory	Res-Respiratory	
5927	O-Oral	O-Oral	
5929	O-Oral	O-Oral	
5930	O-Oral	O-Oral	
5931	Parentaral	Inf-Infusion	Parentaral
5938	Parentaral	Inf-Infusion	Parentaral
5942	O-Oral	O-Oral	
5944	O-Oral	O-Oral	
5948	O-Oral	O-Oral	
5949	Res-Respiratory	Res-Respiratory	
5950	O-Oral	O-Oral	
5951	O-Oral	O-Oral	
5954	T-Topical	T-Topical	
5956	Parentaral	Inf-Infusion	Parentaral
5957	O-Oral	O-Oral	
5958	O-Oral	O-Oral	
5959	O-Oral	O-Oral	
5962	Parentaral	Inf-IV-Epid-Infusion-Intravenous-Epidural	Parentaral
5963	Parentaral	Inf-IV-Epid-Infusion-Intravenous-Epidural	Parentaral
5966	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5967	O-Oral	O-Oral	
5968	O-Oral	O-Oral	
5969	O-Oral	O-Oral	
5970	O-Oral	O-Oral	
5971	O-Oral	O-Oral	
5974	O-Oral	O-Oral	
5976	O-Oral	O-Oral	
5979	O-Oral	O-Oral	
5980	N-Nasal	N-Nasal	
5981	O-Oral	O-Oral	
5982	O-Oral	O-Oral	
5983	O-Oral	O-Oral	
5984	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5986	T-Topical	T-Topical	
5987	O-Oral	O-Oral	
5988	O-Oral	O-Oral	
5989	O-Oral	O-Oral	
5990	IV-Intravenous	IV-Intravenous	
5992	IV-Intravenous	IV-Intravenous	
5996	O-Oral	O-Oral	
5998	O-Oral	O-Oral	
5999	O-Oral	O-Oral	
6001	O-Oral	O-Oral	
6002	Parentaral	IM-Intramuscular	Parentaral
6003	O-Oral	O-Oral	
6007	O-Oral	O-Oral	
6008	O-Oral	O-Oral	
6012	O-Oral	O-Oral	
6013	O-Oral	O-Oral	
6014	T-Topical	T-Topical	
6017	O-Oral	O-Oral	
6018	O-Oral	O-Oral	
6024	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6025	O-Oral	O-Oral	
6026	O-Oral	O-Oral	
6027	T-Topical	T-Topical	
6028	O-Oral	O-Oral	
6029	O-Oral	O-Oral	
6030	O-Oral	O-Oral	
6031	O-Oral	O-Oral	
6047	O-Oral	O-Oral	
6048	Res-Respiratory	Res-Respiratory	
6054	O-Oral	O-Oral	
6055	O-Oral	O-Oral	
6056	O-Oral	O-Oral	
6057	O-Oral	O-Oral	
6058	O-Oral	O-Oral	
6059	O-Oral	O-Oral	
6060	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
6064	O-Oral	O-Oral	
6065	O-Oral	O-Oral	
6066	O-Oral	O-Oral	
6072	O-Oral	O-Oral	
6073	Res-Respiratory	Res-Respiratory	
6077	O-Oral	O-Oral	
6078	O-Oral	O-Oral	
6080	Res-Respiratory	Res-Respiratory	
6088	O-Oral	O-Oral	
6089	O-Oral	O-Oral	
6092	O-Oral	O-Oral	
6093	O-Oral	O-Oral	
6094	O-Oral	O-Oral	
6095	O-Oral	O-Oral	
6096	TS-Topical,scalp	TS-Topical,scalp	
6097	Res-Respiratory	Res-Respiratory	
6099	O-Oral	O-Oral	
6100	O-Oral	O-Oral	
6101	O-Oral	O-Oral	
6103	O-Oral	O-Oral	
6104	O-Oral	O-Oral	
6105	O-Oral	O-Oral	
6109	Parentaral	Inf-Infusion	Parentaral
6110	Parentaral	Inf-Infusion	Parentaral
6113	O-Oral	O-Oral	
6118	T-Topical	T-Topical	
6119	T-Topical	T-Topical	
6120	Res-Respiratory	Res-Respiratory	
6121	O-Oral	O-Oral	
6122	O-Oral	O-Oral	
6123	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6124	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6125	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6126	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6127	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6130	O-Oral	O-Oral	
6131	O-Oral	O-Oral	
6132	O-Oral	O-Oral	
6133	O-Oral	O-Oral	
6138	Parentaral	Inf-Infusion	Parentaral
6143	O-Oral	O-Oral	
6144	TS-Topical,scalp	TS-Topical,scalp	
6149	O-Oral	O-Oral	
6150	O-Oral	O-Oral	
6151	O-Oral	O-Oral	
6152	O-Oral	O-Oral	
6157	Res-Respiratory	Res-Respiratory	
6158	Res-Respiratory	Res-Respiratory	
6161	Parentaral	Inf-Infusion	Parentaral
6162	Parentaral	Inf-Infusion	Parentaral
6163	O-Oral	O-Oral	
6164	O-Oral	O-Oral	
6169	V-Vaginal	V-Vaginal	
6180	Parentaral	Inf-Infusion	Parentaral
6181	O-Oral	O-Oral	
6182	O-Oral	O-Oral	
6187	Oph-Ophtalmic	Oph-Ophtalmic	
6188	O-Oral	O-Oral	
6192	O-Oral	O-Oral	
6193	O-Oral	O-Oral	
6197	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
6201	Parentaral	Inf-Infusion	Parentaral
6204	O-Oral	O-Oral	
6206	Parentaral	P-Parenteral	Parentaral
6207	O-Oral	O-Oral	
6211	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
6212	O-Oral	O-Oral	
6213	O-Oral	O-Oral	
6215	Parentaral	Inf-Infusion	Parentaral
6216	Parentaral	Inf-Infusion	Parentaral
6217	Res-Respiratory	Res-Respiratory	
6218	O-Oral	O-Oral	
6219	O-Oral	O-Oral	
6220	O-Oral	O-Oral	
6222	O-Oral	O-Oral	
6223	O-Oral	O-Oral	
6224	O-Oral	O-Oral	
6225	O-Oral	O-Oral	
6231	Parentaral	SC-Subcutanous	Parentaral
6232	Parentaral	SC-Subcutanous	Parentaral
6233	O-Oral	O-Oral	
6236	O-Oral	O-Oral	
6237	O-Oral	O-Oral	
6238	O-Oral	O-Oral	
6239	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6240	T-Topical	T-Topical	
6241	O-Oral	O-Oral	
6242	O-Oral	O-Oral	
6243	O-Oral	O-Oral	
6248	O-Oral	O-Oral	
6249	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6251	O-Oral	O-Oral	
6252	O-Oral	O-Oral	
6253	R-Rectal	R-Rectal	
6254	Parentaral	Inf-Infusion	Parentaral
6255	O-Oral	O-Oral	
6258	O-Oral	O-Oral	
6260	O-Oral	O-Oral	
6262	O-Oral	O-Oral	
6264	O-Oral	O-Oral	
6265	O-Oral	O-Oral	
6267	O-Oral	O-Oral	
6269	O-Oral	O-Oral	
6270	O-Oral	O-Oral	
6271	O-Oral	O-Oral	
6272	O-Oral	O-Oral	
6283	IV-Intravenous	IV-Intravenous	
6284	O-Oral	O-Oral	
6285	O-Oral	O-Oral	
6286	O-Oral	O-Oral	
6288	Parentaral	Inf-Infusion	Parentaral
6290	O-Oral	O-Oral	
6293	O-Oral	O-Oral	
6294	O-Oral	O-Oral	
6295	O-Oral	O-Oral	
6299	Parentaral	Inf-SC-Infusion-Subcutanous	Parentaral
6300	Parentaral	IM-Intramuscular	Parentaral
6301	O-Oral	O-Oral	
6302	O-Oral	O-Oral	
6303	O-Oral	O-Oral	
6304	Parentaral	Inf-Infusion	Parentaral
6305	Parentaral	Inf-Infusion	Parentaral
6306	O-Oral	O-Oral	
6307	O-Oral	O-Oral	
6308	O-Oral	O-Oral	
6309	O-Oral	O-Oral	
6310	O-Oral	O-Oral	
6311	O-Oral	O-Oral	
6312	O-Oral	O-Oral	
6313	O-Oral	O-Oral	
6314	O-Oral	O-Oral	
6318	Parentaral	SC-Subcutanous	Parentaral
6319	Parentaral	SC-Subcutanous	Parentaral
6320	O-Oral	O-Oral	
6322	Parentaral	Inf-Infusion	Parentaral
6323	Parentaral	Inf-Infusion	Parentaral
6324	O-Oral	O-Oral	
6325	Parentaral	Inf-Infusion	Parentaral
6326	Parentaral	Inf-Infusion	Parentaral
6327	O-Oral	O-Oral	
6335	Parentaral	SC-Subcutanous	Parentaral
6336	T-Topical	T-Topical	
6337	T-Topical	T-Topical	
6338	O-Oral	O-Oral	
6339	O-Oral	O-Oral	
6340	O-Oral	O-Oral	
6342	O-Oral	O-Oral	
6343	O-Oral	O-Oral	
6344	O-Oral	O-Oral	
6345	O-Oral	O-Oral	
6347	O-Oral	O-Oral	
6351	O-Oral	O-Oral	
6352	O-Oral	O-Oral	
6353	O-Oral	O-Oral	
6354	O-Oral	O-Oral	
6355	O-Oral	O-Oral	
6356	O-Oral	O-Oral	
6358	O-Oral	O-Oral	
6359	O-Oral	O-Oral	
6360	Oph-Ophtalmic	Oph-Ophtalmic	
6361	Parentaral	Inf-Infusion	Parentaral
6362	Parentaral	Inf-Infusion	Parentaral
6364	Irrigation	Irrigation	
6367	T-Topical	T-Topical	
6368	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
6370	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
6372	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
6374	O-Oral	O-Oral	
6375	O-Oral	O-Oral	
6380	IV-Intravenous	IV-Intravenous	
6383	Parentaral	Inf-Infusion	Parentaral
6384	Parentaral	Inf-Infusion	Parentaral
6385	T-Topical	T-Topical	
6387	O-Oral	O-Oral	
6388	O-Oral	O-Oral	
6389	O-Oral	O-Oral	
6390	T-Topical	T-Topical	
6393	O-Oral	O-Oral	
6394	R-Rectal	R-Rectal	
6395	R-Rectal	R-Rectal	
6396	R-Rectal	R-Rectal	
6398	O-Oral	O-Oral	
6400	T-Topical	T-Topical	
6401	O-Oral	O-Oral	
6402	TS-Topical,scalp	TS-Topical,scalp	
6404	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
6405	Parentaral	Inf-Infusion	Parentaral
6406	Parentaral	Inf-Infusion	Parentaral
6407	O-Oral	O-Oral	
6408	O-Oral	O-Oral	
6409	O-Oral	O-Oral	
6410	O-Oral	O-Oral	
6411	Parentaral	Inf-Infusion	Parentaral
6412	Parentaral	Inf-Infusion	Parentaral
6413	Parentaral	Inf-Infusion	Parentaral
6420	O-Oral	O-Oral	
6421	O-Oral	O-Oral	
6422	O-Oral	O-Oral	
6425	Parentaral	Injectable route (except IV route)	Parentaral
6426	Parentaral	Inf-IV-IVes-Infusion-Intravenous-Intravesical	Parentaral
6434	O-Oral	O-Oral	
6437	O-Oral	O-Oral	
6438	O-Oral	O-Oral	
6439	O-Oral	O-Oral	
6441	O-Oral	O-Oral	
6442	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
6443	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
6445	O-Oral	O-Oral	
6446	O-Oral	O-Oral	
6451	Parentaral	IM-Intramuscular	Parentaral
6453	T-Topical	T-Topical	
6455	Parentaral	Inf-Infusion	Parentaral
6456	Parentaral	Inf-Infusion	Parentaral
6457	O-Oral	O-Oral	
6459	O-Oral	O-Oral	
6460	Parentaral	Inf-Infusion	Parentaral
6461	O-Oral	O-Oral	
6462	O-Oral	O-Oral	
6463	Parentaral	Inf-Infusion	Parentaral
6464	Parentaral	Inf-Infusion	Parentaral
6465	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
6466	O-Oral	O-Oral	
6467	O-Oral	O-Oral	
6468	Parentaral	SC-Subcutanous	Parentaral
6469	Parentaral	Inf-Infusion	Parentaral
6470	Parentaral	SC-Subcutanous	Parentaral
6471	O-Oral	O-Oral	
6473	O-Oral	O-Oral	
6474	Res-Respiratory	Res-Respiratory	
6475	Parentaral	Inf-Infusion	Parentaral
6477	O-Oral	O-Oral	
6478	O-Oral	O-Oral	
6480	O-Oral	O-Oral	
6481	O-Oral	O-Oral	
6483	T-Topical	T-Topical	
6484	O-Oral	O-Oral	
6486	O-Oral	O-Oral	
6487	O-Oral	O-Oral	
6488	O-Oral	O-Oral	
6489	O-Oral	O-Oral	
6494	O-Oral	O-Oral	
6497	Parentaral	Inf-Infusion	Parentaral
