MoPHCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country	SubsidyPercentage
6293	167833/11	MOTRINEX	10mg	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
11854	126624/1	MOUNJARO KWIKPEN	10mg/dose	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	0
11855	126724/1	MOUNJARO KWIKPEN	12.5mg/dose	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	0
11856	126824/1	MOUNJARO KWIKPEN	15mg/dose	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	0
11857	126524/1	MOUNJARO KWIKPEN	7.5mg/dose	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	0
11858	126324/1	MOUNJARO KWIKPEN	2.5mg/dose	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	0
11859	126424/1	MOUNJARO KWIKPEN	5mg/dose	1prefilled pen (4doses)	Solution for injection 	Droguerie de l'Union	Eli Lilly Italia SpA	Italy	0
9645	65318/1	MOVICOL		20	Sachet	Mectapharm S.A.L.	Norgine Ltd	UK	0
9646	84418/1	MOVICOL PEDIATRIC PLAIN		30 Sachets	Powder for oral solution	Mectapharm S.A.L.	Norgine Ltd	UK	0
1855	148391/04	MOXICLAV	1g	14	Tablet	New Allpharma	Medochemie Ltd	Cyprus	0
8412	218131/09	MOXICLAV	1200mg	1Vial	Powder for solution for injection/ infusion	New Allpharma	Medochemie Ltd	Cyprus	0
1854	405602/00	MOXICLAV  FORTE	312.5mg/5ml	100ml	Powder for oral suspension	New Allpharma	Medochemie Ltd	Cyprus	0
9367	100015/1	MOXICLAV BIS	457mg/5ml	70ml	Powder for oral suspension	New Allpharma	Medochemie Ltd	Cyprus	0
3881	405601/00	MOXILEN	500mg	50x10	Capsule	New Allpharma	Medochemie Ltd	Cyprus	0
5044	195476/04	MOXILEN	1g	10vials	powder for injection	New Allpharma	Medochemie Ltd	Cyprus	0
9829	186618/1	MOXITEC	5mg/ml		Eye drops solution	Levant Alie Houses S.A.L.	Famar SA, batch releaser: pharmathen SA, Greece	Greece	0
7267	166612/11	MOZOBIL	20mg/ml	1Vial	Injectable solution	Mersaco	Euroapi UK Limited	UK	0
8744	159715/1	MP 40	40mg	1Vial + 1ampoule solvent of 2ml	Freeze dried	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	0
7868	186480/12	MP 500	500mg	10Vials	Freeze dried	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	0
3632	236276	MST CONTINUS	10mg	60	Tablet, prolonged release	Mersaco	Bard Pharmaceuticals Ltd	UK	0
3633	38940	MST CONTINUS	30mg	60	Tablet, prolonged release	Mersaco	Bard Pharmaceuticals Ltd	UK	0
3634	38941	MST CONTINUS	60mg	60	Tablet, prolonged release	Mersaco	Bard Pharmaceuticals Ltd	UK	0
7393	187413/13	MUCINEX		20	Tablet, extended release bilayer	Droguerie Columbus	Reckitt Benckiser Healthcare Imternational Ltd, Nottingham	UK	0
9739	154118/1	MUCOSOLVAN	30mg/5ml	100ml	Syrup	Mersaco	Delpharm Reims	France	0
9391	9118/1	MUCOSOLVAN LA	75mg	10	Capsule	Mersaco	Delpharm Reims	France	0
4649	27807/94	MUCOTAL ADULTE	250mg/5ml	150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
4650	27808/94	MUCOTAL PEDIATRIQUE	100mg/5ml	150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
4651	27809/94	MUCOTAL PROMETHAZINE		150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
5859	218109/09	MUCOVIC FORTE	30mg/5ml	100ml	Oral solution sans sucre	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	0
11451	30523/1	MUCOVIC FORTE	30mg/5ml	150ml	Oral solution sans sucre	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	0
3491	208592/03	MUCUM		100ml	Syrup, sugar free	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
10296	143819/1	MUCUS RELIEF DM		Box of 10	Tablet	Medis Pharm Drugstore	Allegiant Health	USA	0
11227	132620/1	MUKORAL	30mg	20	Tablet	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	0
7677	186974/14	MUREX	400mg	5	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
10647	108216/1	MUREX	100mg/5ml	60ml	powder for oral suspension	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
9039	108416/1	MUREX 200	200mg	8	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
4652	194751/04	MUSCEROL 2		20	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
7602	187181/13	MUSCEROL 3		30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
4653	194752/04	MUSCEROL EXTRA		20	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10519	100520/1	MVASI	25mg/ml (100mg)	1Vialx4ml	Concentrate for solution for infusion	Mersaco	Amgen Manufacturing Ltd	USA	0
10520	100620/1	MVASI	25mg/ml (400mg)	1Vialx16ml	Concentrate for solution for infusion	Mersaco	Amgen Manufacturing Ltd	USA	0
10116	189019/1	MYCAMINE	50mg		for infusion	Mersaco	Astellas Pharma Tech Co, Ltd Takaoka Plant	Japan	0
4612	22581	MYCICORT		10ml	Drops suspension	Pharmadex	Pharmadex	Lebanon	0
4613	22577	MYCICORT		30g	Ointment	Pharmadex	Pharmadex	Lebanon	0
11310	105717/1	MYCODERM-V		40g	Vaginal cream	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries 	Jordan	0
6687	218913/10	MYCOHEAL		40g	Oral gel	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
3902	194782/04	MYCOSTER	8%	3ml	Film forming solution for topical application	Mersaco	Pierre Fabre Medicament Production	France	0
4067	194314/05	MYCOSTER	1%	30g	Cream	Mersaco	Pierre Fabre Medicament Production	France	0
11788	130023/1	MYCOSTER	8%	3ml	Film forming solution for topical application	Mersaco	Pierre Fabre Medicament Production	France	0
5683	18987	MYDOCALM		30	Tablet, film coated	Levant Alie Houses S.A.L.	Labatec Farmaceutica SA	Portugal	0
11675	139123/1	MYDRIACYL	1%	15ml	Ophtalmic solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	0
10518	61320/1	MYFORTIC	360mg	120	Tablet, gastroresistant	Khalil Fattal & Fils S.A.L.	Novartis Pharma Produktions GmbH, Wehr	Germany	0
10226	17620/1	MYLOTARG	4.5mg/Vial	1Vial	Injection for intravenous infusion only	Droguerie Fattal  S.A.L.	Wyeth Pharmaceutical Division of Wyeth Holding LLC	USA	0
8281	9815/1	MYOZYME 	50mg	1Vial	Powder for concentrate for solution for infusion	Mersaco	Sanofi BV	Ireland	0
4324	208886/03	MYXEN	50mg	10	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4325	208885/03	MYXEN	150mg	1	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4326	208035/03	MYXEN	50mg/5ml	35ml	Powder for suspension	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
6400	221671/08	NADIXA		25g	Cream	Spephal S.A.L.	Ferrer Internacional SA	Spain	0
11032	101819/1	NAFLOX	3mg/ml	10ml	Eye drops	Pharmamedic S.A.R.L.	Farmigea SpA	Italy	0
6441	219226/09	NAFTILUX 	200mg	20	Gélules	Droguerie R. Pharaon & Fils S.A.L.	Millmount Healthcare Limited	Ireland	0
11594	115123/1	NAFTIPRAX	200mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Benta Lyon, France for Benta SAL	Lebanon	0
5047	24125/06	NALBUPHINE RENAUDIN 1%	20mg/2ml	10ampoules	solution injectable	Minapharm Halabi	Renaudin 	France	0
5811	218025/09	NANOFIB	145mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
3074	27365	NAPHCON A		15ml	Ophtalmic solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	0
9823	158918/1	NAPROXENE SODIQUE ARROW	550mg	16	Comprimé pelliculé sécable	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
10153	70916/1	NARIX		12ml	Nasal spray	Pharmapro	Mediphar Laboratories	Lebanon	0
1781	974473/00	NASACORT AQ	55mcg/dose	120Spray	Nasal Spray	Mersaco	Recipharm HC Limited	UK	0
11400	62022/1	NASACORT AQ	55mcg/dose	120Spray	Nasal Spray	Mersaco	Recipharm HC Limited	UK	0
9600	103318/1	NASONEX	0.05%	120 Puffs	Aqueous Nasal Spray	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium	0
4446	194499/06	NAUSETRON	8mg	10	Tablet, scored	Pharmapro	Mediphar Laboratories	Lebanon	0
9491	118016/1	NAUSETRON		100ml	Oral solution	Pharmapro	Mediphar Laboratories	Lebanon	0
9928	67919/1	NAUSETRON		60ml	Oral solution	Pharmapro	Mediphar Laboratories	Lebanon	0
4447	973305/01	NAUZEX	10mg	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	0
2805	208848/03	NAVELBINE	20mg	1	Capsule, soft 	Mersaco	Fareva Pau	France	0
2813	208849/03	NAVELBINE	30mg	1	Capsule, soft 	Mersaco	Fareva Pau	France	0
9330	123315/1	NAXIDERM	1%	30g	Topical gel	Pharmapro	Mediphar Laboratories	Lebanon	0
4262	974046/02	NEANXETIN	20mg	14	Capsule	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
3686	236734	NEBILET	5mg	30	Tablet	Sadco	Berlin Chemie AG	Germany	0
6338	96410/11	NEBILET PLUS	5mg/12.5mg	30	Tablet, film coated	Sadco	Berlin Chemie AG	Germany	0
6339	96411/11	NEBILET PLUS	5mg/25mg	30	Tablet, film coated	Sadco	Berlin Chemie AG	Germany	0
10973	51122/1	NEBIVOLOL BIOGARAN	5mg	30	Comprimés quadrisecables 	Commercial and Trading Ressources SAL (CTR)	Stada Arzneimittel AG	Germany	0
5717	219710/09	NEGACEF	1g	10Vials	IM/IV	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
9919	55619/1	NEO SULFA	12g	12g	Powder	Pharmadex	Pharmadex	Lebanon	0
2289	38852	NEO-CODION		20	Comprimés enrobés	Pharmamedic S.A.R.L.	Sophartex	France	0
5343	222447/08	NEOGRASTIM 30	30MU= 300mcg	1ml	Injectable SC/IV	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
9181	103316/1	NEOOPRAZOLE	20mg	56	Capsule, hard, gastro-resistant	Mediterranean Pharmaceutical Company	Laboratorios DR Esteve SA	Spain	0
9691	102817/1	NEO-PAN	20mg/ml	10Ampoules x 1ml	Solution for injection	New Allpharma	Medochemie Ltd	Cyprus	0
8578	13416/1	NEOSTIGMINE RENAUDIN	5mg/5ml	10 ampoules 	Injectable solution	Minapharm Halabi	Renaudin 	France	0
8691	171415/1	NEPHARED	125mg	1vial	Injectable powder for solution	Drugstore 3U S.A.R.L.	Neon Laboratories Limited	India	0
9411	151916/1	NEPHARED	40mg	1vial	Injectable powder for solution	Drugstore 3U S.A.R.L.	Neon Laboratories Limited	India	0
7339	96652/12	NEPINE	200mg	60	Tablet	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon	0
7857	186458/12	NERVAX	75mg	20	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	0
7858	186459/12	NERVAX	150mg	60	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	0
6360	218050/09	NETILDEX	0.1% + 0.3%	5ml	Eye drops solution	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy	0
7839	80314/1	NETTACIN	0.3%	5ml	Eye drops solution	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy	0
8957	151016/1	NETTACIN	0.3%	5g	Ophtalmic Ointment	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy	0
7966	4915/1	NEULASTIM	6mg/0.6ml	1Prefilled syringe x 0.6ml		Mersaco	Amgen Europe BV	The Netherlands	0
9245	78417/1	NEUMOTROPIO	10mcg	30 Hard capsules (2bottles of 15capsules and 1zephir inhaler)	Inhalation powder	Abela Frères S.A.L.	Pharmaline under license from Exeltis Healthcare SL, Spain	Lebanon	0
7965	4815/1	NEUPOGEN	30MIU	1Prefilled syringe x 0.5ml	Injectable solution	Mersaco	Amgen Europe BV	The Netherlands	0
9450	69118/1	NEUPRO	2mg/24h	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	0
9451	69218/1	NEUPRO	4mg/24h	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	0
9452	69318/1	NEUPRO	6mg/24h	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	0
9453	69418/1	NEUPRO	8mg/24h	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	0
6879	167720/10	NEUREXAL	150mg	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
6880	167719/10	NEUREXAL	75mg	14	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
7732	48214/1	NEUREXAL	25mg	20	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
11811	55924/1	NEUREXAL	75mg	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
11491	154221	NEUROBION		20	Tablet, coated	Food & Drug Corporation FDC	P&G Health Austria GmbH & Co. OG.	Austria	0
11492	154321	NEUROBION		30	Tablet, coated	Food & Drug Corporation FDC	P&G Health Austria GmbH & Co. OG.	Austria	0
11757	79222/1	NEUROBION		6Ampoules of 3ml	Solution for injection	Food & Drug Corporation FDC	Cenexi HSC	France	0
11758	79122/1	NEUROBION		3Ampoules of 3ml	Solution for injection	Food & Drug Corporation FDC	Cenexi HSC	France	0
4448	23884	NEUROMED		30	Tablet, coated	Pharmapro	Mediphar Laboratories	Lebanon	0
9220	94817/1	NEUROMED		20	Tablet, coated	Pharmapro	Mediphar Laboratories	Lebanon	0
6645	221151/08	NEURONOX	100units	1 Vial	Injectable lyophilised powder	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon	0
7956	186798/14	NEURONOX	50units	1 Vial	Injectable lyophilised powder	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon	0
7957	186797/14	NEURONOX	200units	1 Vial	Injectable lyophilised powder	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon	0
6569	218591/10	NEUROPLEX	400mg	50	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	0
6570	218590/10	NEUROPLEX	300mg	50	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	0
7597	186151/13	NEURORUBINE		5x3ml	Ampoule	Mectapharm S.A.L.	Haupt Pharma Wulfing GmbH	Germany	0
7666	186793/14	NEURORUBINE-FORTE		20	Tablet, film coated	Mectapharm S.A.L.	Acino Pharma AG	Switzerland	0
49	38699	NEUROTOP  RETARD	300mg	50	Tablet	Bellapharma S.A.R.L.	GL Pharma GmbH	Austria	0
531	973718/02	NEUROTOP RETARD	600mg	50	Tablet	Bellapharma S.A.R.L.	GL Pharma GmbH	Austria	0
1097	973354/01	NEUTROMAX	300mcg = 30MUI	1Vial	Injectable	Droguerie Phenicia	BioSidus SAU	Argentine	0
10778	85821/1	NEVILOC	5mg	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
5319	221744/08	NEXAVAR	200mg 	60	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	0
1510	973437/01	NEXIUM	20mg	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	0
1511	973436/01	NEXIUM	40mg	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	0
6181	221697/10	NEXIUM	10mg	28 Sachets	Granules, gastroresistant, for oral suspension	Omnipharma	AstraZeneca AB	Sweden	0
11070	61421/1	NEXIUM	10mg	28 Sachets		Omnipharma	AstraZeneca AB	Sweden	0
11217	97821/1	NEXIUM	20mg	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	0
11218	97921/1	NEXIUM	40mg	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	0
11461	61321/1	NEXIUM	40mg	10	Injectable powder for solution for injection and infusion	Omnipharma	AstraZeneca AB	Sweden	0
7840	222479/08	NEXPRAZOL 20	20mg	10	Tablet, enteric coated	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon	0
10835	149520/1	NICARDIPINE ARROW	10mg/10ml	boite de 10ampoules	Solution injectable	Darapharma S.A.L.	Haupt Pharma Livron SAS	France	0
9023	174216/1	NICORANDIL BIOGARAN	20mg	30	Comprimes	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	0
9024	174116/1	NICORANDIL BIOGARAN	10mg	30	Comprimes secables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	0
11388	65921/1	NICORANDIL BIOGARAN	10mg	30	Comprimes secables	Commercial and Trading Ressources SAL (CTR)	Holsten Pharma GmbH	Germany	0
11389	66021/1	NICORANDIL BIOGARAN	20mg	30	Comprimes	Commercial and Trading Ressources SAL (CTR)	Holsten Pharma GmbH	Germany	0
10205	172419/1	NICTUR	360mcg/ml	15ml	Oral solution	Mediterranean Pharmaceutical Company	Laboratorio Reig Jofre SA	Spain	0
6681	167745/11	NIFELAT 30 LA		30	Tablet, prolonged release	Droguerie Columbus	Remedica Ltd 	Cyprus	0
6682	167744/11	NIFELAT 60 LA		30	Tablet, prolonged release	Droguerie Columbus	Remedica Ltd 	Cyprus	0
7167	96655/12	NIFELAT R	20mg	30	Tablet, sustained release	Droguerie Columbus	Remedica Ltd 	Cyprus	0
10773	6821/1	NIFE-PAR	5mg/ml	30ml	Oral solution	Mediterranean Pharmaceutical Company	Laboratorio Reig Jofre SA	Spain	0
9489	22018/1	NIMBEX	2mg/ml	5Ampoules x 10ml	Injectable	Abela Frères S.A.L.	GlaxoSmithKline Manufacturing SpA	Italy	0
11243	43320	NIMENRIX		1Vial powder + 1Prefilled syringe solvent +2needles (1dose 0.5ml)	Powder and solvent for solution in pre-filled syringe conjugate vaccine	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV 	Belgium	0
2688	261012	NIMOTOP	30mg	Box of 30 	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	0
9172	64917/1	NINLARO	4mg	3 packs of 1 hard capsule	Capsule, hard	Century Pharma SAL	Takeda Ireland Ltd	Ireland	0
9173	64817/1	NINLARO	3mg	3 packs of 1 hard capsule	Capsule, hard	Century Pharma SAL	Takeda Ireland Ltd	Ireland	0
9174	64717/1	NINLARO	2.3mg	3 packs of 1 hard capsule	Capsule, hard	Century Pharma SAL	Takeda Ireland Ltd	Ireland	0
6599	166529/11	NITRODERM TTS 5	5mg/24h	10	Patch	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon	0
11494	54023/1	NITROFURANTOIN	100mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
9921	51218/1	NITROGLICERINA BIOINDUSTRIA L.I.M.	50mg/50ml	1Flacon x 50ml	Concentrate for solution for intravenous infusion	Mediterranean Pharmaceutical Company	Bioindustria L.I.M. SpA	Italy	0
8421	92215/1	NITROJECT INJECTION	5mg/ml	5Vials x 10ml		Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada	0
11493	160820/1	NIVESTIM	30MIU/0.5ml	5Prefilled syringes 	Injectable solution for injection/ infusion	Food & Drug Corporation FDC	Hospira Zagreb D.O.O.	Croatia	0
10198	5520/1	NOMAL	500mg	100	Tablet	Pharmadex	Pharmadex	Lebanon	0
1137	208273/96	NOPAIN DS	500mg	10	Tablet, film coated	Abela Frères S.A.L.	Al-Hikma Pharmaceuticals	Jordan	0
10114	99119/1	NORADRENALINE HIKMA	4mg/4ml	10Ampoules	Concentrate for solution for infusion	Abela Frères S.A.L.	Hikma Italy SpA	Italy	0
5213	24352/06	NORADRENALINE NOREPINEPHRINE (tartrate) Aguettant	2mg/ml sulfite free	4ml x 10amp	concentrate for solution for infusion	Pharmamed	Aguettant	France	0
11513	73421/1	NORADRENALINE NOREPINEPHRINE (tartrate) Aguettant	2mg/ml sulfite free	4ml x 10amp	concentrate for solution for infusion	Pharmamed	Haupt Pharma Livron	France	0
2871	148228/03	NORADRENALINE RENAUDIN	(2mg/ml) 8mg/4ml	10Ampoules	Injectable solution (IV) Sans conservateur	Minapharm Halabi	Renaudin 	France	0
2014	208835/03	NORDITROPIN NORDIFLEX	5mg/1.5ml	1 x 1.5ml	Prefilled pen	Mersaco	Novo Nordisk AS	Denmark	0
2015	208834/03	NORDITROPIN NORDIFLEX	10mg/1.5ml	1 x 1.5ml	Prefilled pen	Mersaco	Novo Nordisk AS	Denmark	0
11829	20224/1	NORFEN 400		30	FCT	Droguerie Phenicia	Normon SA	Spain	0
8573	63114/1	NORGESIC		30	Tablet	Omnipharma	Fine Foods & Pharmaceuticals N.T.M., SpA	Italy	0
6938	96590/12	NORMIGORE	75mg	28	Tablet, film coated	Raymond Georges Abou Adal & Co	Adamed Pharma S.A. Ksawerow, Poland  for Arwan Pharmaceutical Industries Lebanon SAL 	Lebanon	0
3755	405931/00	NORMIX SIROP	2g/100ml	60ml	Granules for oral  suspension	Droguerie Phenicia	Alfasigma SpA	Italy	0
3754	405939/00	NORMIX TAB	200mg	12	Tablet, film coated	Droguerie Phenicia	Alfasigma SpA	Italy	0
8526	119815/1	NORMOCOXIB	200mg	30	Capsule, hard	Droguerie Phenicia	Normon SA	Spain	0
11817	20024/1	NORMODEX	25mg	20	FCT	Droguerie Phenicia	Normon SA	Spain	0
7710	186056/13	NORMOPRIL	2.5mg	28	Tablet	Droguerie Phenicia	Normon SA	Spain	0
7711	186057/13	NORMOPRIL	5mg	28	Tablet	Droguerie Phenicia	Normon SA	Spain	0
7712	186058/13	NORMOPRIL	10mg	28	Tablet	Droguerie Phenicia	Normon SA	Spain	0
4327	25618	NOROXIN	400mg	14	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
10221	86518/1	NOSPAZM	40mg	30	Tablet, film coated	BroadMed SAL	Pharmactive Ilac San. ve Tic. AS	Turkey	0
7455	185829/13	NOVADOM	10mg	30	Tablet	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	0
7980	89114/1	NOVOEIGHT	500IU	1Vial	Injectable powder and solvent for solution	Mersaco	Novo Nordisk AS	Denmark	0
2016	208836/03	NOVOMIX 30	100IU/ml	5 x 3ml Prefilled pen	Flexpen	Mersaco	Novo Nordisk AS	Denmark	0
8085	145114/1	NOVOMIX 30	100IU/ml	5 x 3ml Prefilled pen	Flexpen	Mersaco	Novo Nordisk Production SAS, Chartres	France	0
8111	42415/1	NOVOMIX 30	100IU/ml	5 x 3ml Prefilled pen	Flexpen	Mersaco	Novo Nordisk Produçao Farmacêutica Do Brazil Ltda	Brazil	0
2010	973042/01	NOVONORM	2mg	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
2036	236884/99	NOVONORM	0.5mg	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
2038	236882/99	NOVONORM	1mg	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
2017	208837/03	NOVORAPID FLEXPEN	100U/ml	5 x 3ml Prefilled pen		Mersaco	Novo Nordisk AS	Denmark	0
8087	145214/1	NOVORAPID FLEXPEN	100U/ml	5 x 3ml Prefilled pen		Mersaco	Novo Nordisk Production SAS, Chartres	France	0
8113	42615/1	NOVORAPID FLEXPEN	100U/ml	5 x 3ml Prefilled pen		Mersaco	Novo Nordisk Produçao Farmacêutica Do Brazil Ltda	Brazil	0
5539	218018/09	NOVOSEVEN RT	2mg/Vial (100KIU)	1	Injectable powder (Vial) and solvent for solution (in prefilled syringe)	Mersaco	Novo Nordisk AS	Denmark	0
5540	218019/09	NOVOSEVEN RT	1mg/Vial (50KIU)	1	Injectable powder (Vial) and solvent for solution (in prefilled syringe)	Mersaco	Novo Nordisk AS	Denmark	0
5541	218017/09	NOVOSEVEN RT	5mg/Vial (250KIU)	1	Injectable powder (Vial) and solvent for solution (in prefilled syringe)	Mersaco	Novo Nordisk AS	Denmark	0
9817	109318/1	NOXAFIL	100mg	24	Tablet, gastroresistant	Droguerie de l'Union	N.V. Organon	The Netherlands	0
10336	183019/1	NOZAMET	4mg	10	Film, orodispersible	IPS "Integrated Pharma Solutions SARL"	Packed by Pharmadex SAL Lebanon under license from APR Applied Pharma Research SA, Switzerland	Lebanon	0
10337	183119/1	NOZAMET	8mg	10	Film, orodispersible	IPS "Integrated Pharma Solutions SARL"	Packed by Pharmadex SAL Lebanon under license from APR Applied Pharma Research SA, Switzerland	Lebanon	0
10435	115220/1	NOZENTRIX	8mg	10	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Pharmathen SA, Greece (Bulk manufacturer)	Lebanon	0
7521	186525/13	NPLATE	250mcg	1 Vial	Injectable powder for solution	Mersaco	Amgen Europe BV	The Netherlands	0
10645	126320/1	NUBEQA	300mg	112	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Orion Corporation Orion Pharma	Finland	0
2731	26932	NUCLEO C.M.P. FORTE		30	Capsule	Spephal S.A.L.	Ferrer Internacional SA	Spain	0
9322	171417/1	NUCLEOBUVIR	400mg	28	Tablet, film coated	Sigmamed SARL	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	0
8408	126515/1	NU-SEALS	75mg	56	Tablet, enteric coated	Droguerie de l'Union	Chanelle Medical	Ireland	0
8826	93216/1	NUTRYELT		10 ampoules x 10ml	Solution a diluer pour perfusion IV	Droguerie Solupharm SAL	Aguettant	France	0
2936	208819/03	NUVARING	0.120mg/0.015mg	1Sachet	Vaginal Ring	Droguerie de l'Union	N.V. Organon	The Netherlands	0
8558	9516/1	NUWIQ	500IU	1powder vial + 1prefilled syringe, 1butterfly needle, 2alcohol swabs+ 1vial adapter	Powder and solvent for solution for injection for IV use	Mediterranean Pharmaceutical Company	Octapharma AB	Sweden	0
9890	41419/1	OCALIVA	10mg	30	Tablet, film coated	Droguerie Mercury S.A.L.	Almac Pharma Services Limited	UK	0
9891	41319/1	OCALIVA	5mg	30	Tablet, film coated	Droguerie Mercury S.A.L.	Almac Pharma Services Limited	UK	0
9549	35218/1	OCREVUS	300mg/10ml	1Vial of 10ml	Concentrate for solution for infusion	Omnipharma	Roche Diagnostics  GmbH 	Germany	0
3273	405920	OCTAGAM	5g	100ml	Solution for IV use	Mediterranean Pharmaceutical Company	Octapharma Pharmazeutika  Produktions GesmbH	Austria	0
3272	405919	OCTAGAM	2.5g	50ml	Solution for IV use	Mediterranean Pharmaceutical Company	Octapharma Pharmazeutika  Produktions GesmbH	Austria	0
