MoPHCode	RegistrationNumber	DrugName	Presentation	Agent	Manufacturer	Country	Public Price LL	Pharmacist Margin	Stratum	public price Decision 119/1 20230126	Responsible Party Name	Responsible Party Country	Exch_Dates
9729	56318/1	HYDROCORTISONE ORBUCELL	Box of 10Vials	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon	1,091,712	23.08	A2	12.20			2/4/2025
2645	947/72	HYDROCORTISONE ROUSSEL	25	Mersaco	Opella Healthcare International SAS	France	260,705	23.08	A1	2.91	Sanofi Aventis	France	2/4/2025
4505	21365	HYDROMYCINE	15g	Mephico S.A.L.	Mephico SAL	Lebanon	238,052	23.08	A1	2.66			2/4/2025
4508	24962	HYGROTON	20	Mephico S.A.L.	Mephico SAL	Lebanon	422,351	23.08	A1	4.72			2/4/2025
3950	148393/04	HYPODIPINE 5	28	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	362,837	23.08	A1	4.05			2/4/2025
3593	405471/00	HYPOSEC	14	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	659,827	23.08	A1	7.37			2/4/2025
11610	2023/1	HYPOSEC	56	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	1,478,227	23.08	B	16.52	RAM Pharmaceutical Industries Co Ltd	Jordan	2/4/2025
9893	34319/1	HYPOTONIC SALINE	500ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	149,393	16.67		1.67			2/4/2025
9894	34419/1	HYPOTONIC SALINE	1000ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	163,184	16.67		1.82			2/4/2025
9748	41219/1	HYRIMOZ	2Prefilled syringe	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria	26,053,947	10.71	E1	291.11	Sandoz GmbH, Kundl	Austria	2/4/2025
9749	41119/1	HYRIMOZ	2Prefilled pen	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria	26,053,947	10.71	E1	291.11	Sandoz GmbH, Kundl	Austria	2/4/2025
6847	97888/12	HYZAAR	30	Droguerie de l'Union	Algorithm S.A.L. under license from Organon LLC 30 Hudson Street, Jersey City, NJ, USA	Lebanon	1,523,022	23.08	B	17.02			2/4/2025
6848	97889/12	HYZAAR	28	Droguerie de l'Union	Algorithm S.A.L. under license from Organon LLC 30 Hudson Street, Jersey City, NJ, USA	Lebanon	1,740,596	23.08	B	19.45			2/4/2025
771	236879/00	IALUGEN PLUS	60g	Alisar Pharma Corp	IBSA	Switzerland	1,064,323	23.08	A2	11.89			2/4/2025
772	236880/00	IALUGEN PLUS	10	Alisar Pharma Corp	IBSA	Switzerland	1,463,444	23.08	B	16.35			2/4/2025
7333	97360/12	IBECARD 150- IPS	30	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	564,414	23.08	A1	6.31			2/4/2025
7338	97361/12	IBECARD 300- IPS	30	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	564,414	23.08	A1	6.31	Benta SAL	Lebanon	2/4/2025
8512	185801/13	IBECARD PLUS 150/12.5	30	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	559,294	23.08	A1	6.25			2/4/2025
8513	185802/13	IBECARD PLUS 300/12.5	30	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	559,294	23.08	A1	6.25			2/4/2025
8514	185803/13	IBECARD PLUS 300/25	30	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	624,567	23.08	A1	6.98			2/4/2025
8520	1716/1	IBRANCE	21	Droguerie Fattal  S.A.L.	Pfizer Pharmaceuticals LLC	USA	172,164,216	2.44	E2	1,923.62	Pfizer Inc	USA	2/4/2025
8521	1816/1	IBRANCE	21	Droguerie Fattal  S.A.L.	Pfizer Pharmaceuticals LLC	USA	172,164,216	2.44	E2	1,923.62	Pfizer Inc	USA	2/4/2025
8522	1916/1	IBRANCE	21	Droguerie Fattal  S.A.L.	Pfizer Pharmaceuticals LLC	USA	172,164,216	2.44	E2	1,923.62	Pfizer Inc	USA	2/4/2025
10663	98721/1/1	IBRANCE	21	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	172,164,216	2.44	E2	1,923.62	Pfizer Europe MA EEIG	Belgium	2/4/2025
10664	108521/1	IBRANCE	21	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	172,164,216	2.44	E2	1,923.62	Pfizer Europe MA EEIG	Belgium	2/4/2025
10665	108421/1	IBRANCE	21	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	172,164,216	2.44	E2	1,923.62	Pfizer Europe MA EEIG	Belgium	2/4/2025
7417	97970/12	IBUGESIC COLD AND SINUS	20	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	154,542	23.08	A1	1.73	Dar Al Dawa Development & Investment Co Ltd	Jordan	2/4/2025
11486	124622/1	IBUPROFEN B. BRAUN	1Bottle	Droguerie de l'Union	B. Braun Medical SA	Spain	161,261	23.08	A1	1.80	B. Braun Melsungen AG	Germany	2/4/2025
11487	124722/1	IBUPROFEN B. BRAUN	1Bottle	Droguerie de l'Union	B. Braun Medical SA	Spain	231,141	23.08	A1	2.58	B. Braun Melsungen AG	Germany	2/4/2025
11488	124722/1	IBUPROFEN B. BRAUN	1Bottle	Droguerie de l'Union	B. Braun Medical SA	Spain	550,975	23.08	A1	6.16	B. Braun Melsungen AG	Germany	2/4/2025
11697	142422/1	IBUSOL	1glass bottle of 100ml	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	309,724	23.08	A1	3.46			2/4/2025
11419	98520/1	IBUSTICK	60g	Macromed S.A.R.L.	Farmasierra Manufacturing SL	Spain	857,372	23.08	A2	9.58	Farmasierra Laboratorios SL	Spain	2/4/2025
4600	2889	ICHTAMMOL  OINTMENT	15g	Pharmadex	Pharmadex	Lebanon	90,869	23.08	A1	1.02			2/4/2025
8081	120114/1	ICHTAMMOL  OINTMENT	30g	Pharmadex	Pharmadex	Lebanon	174,060	23.08	A1	1.94			2/4/2025
11586	8422/1	ICLUSIG	30	Droguerie de l'Union	Patheon Inc., Mississauga, Ontario, Canada	Canada	103,555,986	2.44	E2	1,157.05	Takeda Pharmaceuticals USA Inc	USA	2/4/2025
11587	8322/1	ICLUSIG	30	Droguerie de l'Union	Patheon Inc., Mississauga, Ontario, Canada	Canada	207,092,603	2.44	E2	2,313.88	Takeda Pharmaceuticals USA Inc	USA	2/4/2025
3268	974211/01	IFENEC	6	Droguerie Phenicia	Fulton Medicinali SpA	Italy	546,944	23.08	A1	6.11	Ital Farmaco SpA	Italy	2/4/2025
10064	92117/1	IG VENA	1Vial of 100ml	Macromed S.A.R.L.	Kedrion SpA 	Italy	28,622,366	19.35	D	319.80	Kedrion SpA 	Italy	2/4/2025
10065	91917/1	IG VENA	1Vial of 20ml	Macromed S.A.R.L.	Kedrion SpA 	Italy	7,474,948	21.26	C	83.52	Kedrion SpA 	Italy	2/4/2025
10062	92217/1	IG VENA	1Vial of 200ml	Macromed S.A.R.L.	Kedrion SpA 	Italy	50,900,087	10.71	E1	568.72	Kedrion SpA 	Italy	2/4/2025
10063	92017/1	IG VENA	1Vial of 50ml	Macromed S.A.R.L.	Kedrion SpA 	Italy	17,011,323	19.35	D	190.07	Kedrion SpA 	Italy	2/4/2025
9764	124018/1	ILUVIEN		Droguerie de l'Union	Alliance Medical Products Inc.	USA	629,182,630	2.44	E2	7,029.97	Alimera Sciences Inc.	USA	2/4/2025
10951	23222/1	IMATINIB GP PHARM	180	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	26,083,945	19.35	D	291.44	GP-Pharm, SA	Argentine	2/4/2025
10952	136921/1	IMATINIB GP PHARM	30	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	26,083,945	19.35	D	291.44	GP-Pharm, SA	Argentine	2/4/2025
10956	90922/1	IMATINIB NEAPOLIS	30	Medis Pharm Drugstore	Neapolis Pharma	Tunisia	36,046,335	19.35	D	402.75	Neapolis Pharma	Tunisia	2/4/2025
10957	90722/1	IMATINIB NEAPOLIS	60	Medis Pharm Drugstore	Neapolis Pharma	Tunisia	31,085,276	19.35	D	347.32	Neapolis Pharma	Tunisia	2/4/2025
10958	90822/1	IMATINIB NEAPOLIS	30	Medis Pharm Drugstore	Neapolis Pharma	Tunisia	16,360,672	19.35	D	182.80	Neapolis Pharma	Tunisia	2/4/2025
11265	6621/1	IMATINIB SPC 	60	Advanced Healthcare Services SAL	Pharmaline SAL Licensed by Sudair Pharma Company, KSA	Lebanon	29,473,181	19.35	D	329.31			2/4/2025
11264	6521/1	IMATINIB SPC 	30	Advanced Healthcare Services SAL	Pharmaline SAL Licensed by Sudair Pharma Company, KSA	Lebanon	62,161,280	10.71	E1	694.54			2/4/2025
10596	180920/1	IMBRUVICA	30	Mersaco	Cilag AG	Switzerland	177,350,206	2.44	E2	1,981.57	Janssen Cilag  International NV	Belgium	2/4/2025
10597	180820/1	IMBRUVICA	30	Mersaco	Cilag AG	Switzerland	532,049,516	2.44	E2	5,944.69	Janssen Cilag  International NV	Belgium	2/4/2025
10033	74419/1	IMFINZI	1Vial	Omnipharma	Catalent Indiana, LLC	USA	227,939,689	2.44	E2	2,546.81	AstraZeneca UK Ltd	UK	2/4/2025
10034	74319/1	IMFINZI	1Vial	Omnipharma	Catalent Indiana, LLC	USA	59,776,110	10.71	E1	667.89	AstraZeneca UK Ltd	UK	2/4/2025
11728	124/1	IMFINZI	1Vial	Omnipharma	AstraZeneca AB	Sweden	59,776,110	10.71	E1	667.89	AstraZeneca UK Ltd	UK	2/4/2025
11729	74419/1	IMFINZI	1Vial	Omnipharma	AstraZeneca AB	USA	227,939,689	2.44	E2	2,546.81	AstraZeneca UK Ltd	UK	2/4/2025
9703	127318/1	IMIGRAN	2	Abela Frères S.A.L.	GlaxoSmithKline Pharmaceuticals SA	Poland	378,964	23.08	A1	4.23	GlaxoWellcome UK Ltd	UK	2/4/2025
9704	127418/1	IMIGRAN	2	Abela Frères S.A.L.	GlaxoSmithKline Pharmaceuticals SA	Poland	616,824	23.08	A1	6.89	GlaxoWellcome UK Ltd	UK	2/4/2025
9886	13319/1	IMILASTIN	box of 5Vials	Drugstore 3U S.A.R.L.	Packed by Pharmadex SAL Lebanon under license from ACS Dobfar SpA, Italy	Lebanon	5,556,142	23.08	B	62.08			2/4/2025
6254	167824/11	IMIPENEM-CILASTATIN LABATEC	10 Vials	Levant Alie Houses S.A.L.	ACS Dobfar S.P.A.	Italy	8,922,845	21.26	C	99.70	Labatec Pharma SA	Switzerland	2/4/2025
6776	97203/12	IMIPENEME CILASTATINE PANPHARMA	10 Vials	Minapharm Halabi	ACS Dobfar S.P.A.	Italy	10,840,366	21.26	C	121.12	Panpharma	France	2/4/2025
6958	97879/11	IMMUNINE	1Vial + 1Vial (Water for injection)	Abela Frères S.A.L.	Baxter AG	Austria	20,506,214	19.35	D	229.12	Baxter AG	Austria	2/4/2025
9031	90316/1	IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB	Seringue preremplie 	Codipha	LFB Biomedicaments	France	6,853,730	23.08	B	76.58	LFB Biomedicaments	France	2/4/2025
9032	90416/1	IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB	Seringue preremplie 	Codipha	LFB Biomedicaments	France	26,599,935	19.35	D	297.21	LFB Biomedicaments	France	2/4/2025
6723	166602/11	IMMUNORHO	1 Vial	Macromed S.A.R.L.	Kedrion SpA 	Italy	5,794,649	23.08	B	64.74	Kedrion SpA 	Italy	2/4/2025
11547	146421/1	IMNOVID	21	Droguerie de l'Union	Celgene International SARL	Switzerland	637,848,621	2.44	E2	7,126.80	Bristol-Myers Squibb Pharma EEIG	Ireland	2/4/2025
11549	146721/1	IMNOVID	21	Droguerie de l'Union	Celgene International SARL	Switzerland	662,450,757	2.44	E2	7,401.68	Bristol-Myers Squibb Pharma EEIG	Ireland	2/4/2025
10094	192318/1	IMODIUM	6	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	138,416	23.08	A1	1.55	Johnson and Johnson Lda	Portugal	2/4/2025
7651	96736/12	IMODIUM INSTANTS	12	Droguerie Columbus	Catalent UK Swindon Zydis Ltd	UK	451,531	23.08	A1	5.05	McNeil Products Ltd	UK	2/4/2025
11920	78120/1	IMOX	5ml	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries 	Jordan	464,970	23.08	A1	5.20	Amman Pharmaceutical Industries 	Jordan	2/4/2025
8018	69914/1	IMPLANON NXT	1	Droguerie de l'Union	N.V. Organon	The Netherlands	12,299,971	21.26	C	137.43	N.V. Organon	The Netherlands	2/4/2025
3348	195076/04	IMUKIN	1	BroadMed SAL	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	6,348,312	23.08	B	70.93			2/4/2025
5090	24729/07	IMUNOCELL	50	Benta Trading Co s.a.l.	Benta SAL	Lebanon	3,791,428	23.08	B	42.36			2/4/2025
7506	186167/13	IMURAN	100	Abela Frères S.A.L.	Excella GmbH & Co KG	Germany	2,030,546	23.08	B	22.69	Aspen Pharma Trading Limited	Ireland	2/4/2025
10766	58120/1	INAGLIMET	60	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1,670,844	23.08	B	18.67			2/4/2025
10767	58020/1	INAGLIMET	60	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1,670,844	23.08	B	18.67			2/4/2025
10585	30420/1	INAGLIP	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1,242,606	23.08	B	13.88			2/4/2025
10758	9720/1	INCRESYNC	28	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	3,897,143	23.08	B	43.54	The Arab Pharmaceutical Manufacturing PSC, Sult	Jordan	2/4/2025
11526	16922/1	INCRESYNC	28	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	2,533,143	23.08	B	28.30	The Arab Pharmaceutical Manufacturing PSC, Sult	Jordan	2/4/2025
4306	25489	INDOCID	10	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	424,910	23.08	A1	4.75			2/4/2025
2451	78986/98	INDOCOLLYRE	5ml	Spephal S.A.L.	Chauvin	France	408,528	23.08	A1	4.56			2/4/2025
4602	20040	INDOMEL	30	Pharmadex	Pharmadex	Lebanon	170,220	23.08	A1	1.90			2/4/2025
4603	22583	INDOMEL	10	Pharmadex	Pharmadex	Lebanon	222,694	23.08	A1	2.49			2/4/2025
5416	222406/08	INDUCTAL	30	Droguerie Phenicia	Roemmers S.A.I.C.F.	Argentine	1,411,035	23.08	A2	15.77			2/4/2025
5417	222407/08	INDUCTAL	30	Droguerie Phenicia	Roemmers S.A.I.C.F.	Argentine	1,693,242	23.08	B	18.92			2/4/2025
9064	163216/1	INEGY	28	Droguerie de l'Union	Algorithm S.A.L. under license from Organon GmbH Weystrasse 20, 6006 Luzern, Switzerland	Lebanon	4,484,594	23.08	B	50.11			2/4/2025
9065	163116/1	INEGY	28	Droguerie de l'Union	Algorithm S.A.L. under license from Organon GmbH Weystrasse 20, 6006 Luzern, Switzerland	Lebanon	4,452,598	23.08	B	49.75			2/4/2025
5394	23864/07	INFANRIX HEXA	1dose= 0.5ml	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	4,230,416	23.08	B	47.27			2/4/2025
34	973379/01	INFANRIX IPV + HIB		Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	3,014,239	23.08	B	33.68			2/4/2025
8457	135414/1	INFASURF	1Vial x 3ml	Droguerie de l'Union	ONY Inc	USA	23,344,161	19.35	D	260.83	Jazeera Pharmaceutical Industries	Saudi Arabia	2/4/2025
8456	135514/1	INFASURF	1Vial x 6ml	Droguerie de l'Union	ONY Inc	USA	40,596,749	10.71	E1	453.59	Jazeera Pharmaceutical Industries	Saudi Arabia	2/4/2025
11206	47819/1	INFLACAM 	3Ampoules	Macromed S.A.R.L.	Arab Company for Pharmaceuticals and Medicinal Plants (Mepaco-Medifood)	Egypt	190,826	23.08	A1	2.13	Arab Company for Pharmaceuticals and Medicinal Plants (Mepaco-Medifood)	Egypt	2/4/2025
3938	195330/04	INFLORAN	20	Pharmamedic S.A.R.L.	Laboratorio Farmaceutico (SIT) Specialita Igienico Terapeutiche S.r.l.	Italy	647,732	23.08	A1	7.24			2/4/2025
3188	405530/00	INFLUVAC	0.5ml	Mersaco	Abbott Biologicals BV	The Netherlands	573,821	23.08	A1	6.41	Abbott Biologicals BV	The Netherlands	2/4/2025
10277	121320/1	INFLUVAC TETRA	1pre-filled syringe	Mersaco	Abbott Biologicals BV	The Netherlands	970,254	23.08	A2	10.84	Abbott Biologicals BV	The Netherlands	2/4/2025
10317	149519/1	INLYTA	56	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	367,434,289	2.44	E2	4,105.41	Pfizer Europe MA EEIG	Belgium	2/4/2025
10318	1494/19	INLYTA	56	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	74,698,999	2.44	E2	834.63	Pfizer Europe MA EEIG	Belgium	2/4/2025
2025	26464	INSULATARD	10ml	Mersaco	Novo Nordisk AS	Denmark	752,552	23.08	A2	8.41			2/4/2025
8496	145014/1	INSULATARD	10ml	Mersaco	Novo Nordisk Production SAS, Chartres	France	752,552	23.08	A2	8.41	Novo Nordisk AS	Denmark	2/4/2025
6073	167170/10	INUVER	120 actuations	Sadco	Chiesi Farmaceutici SpA	Italy	3,493,991	23.08	B	39.04	Chiesi Farmaceutici SpA	Italy	2/4/2025
10115	109019/1	INUVER NEXTHALER	1Inhaler 120doses	Sadco	Chiesi Farmaceutici SpA	Italy	4,380,927	23.08	B	48.95	Chiesi Farmaceutici SpA	Italy	2/4/2025
8181	61115/1	INVANZ	1 Vial	Droguerie de l'Union	Fareva Mirabel	France	3,785,604	23.08	B	42.30	Merck Canada Inc	Canada	2/4/2025
9162	84317/1	INVEGA	28	Mersaco	Janssen Cilag Manufacturing LLC	Puerto Rico	5,386,121	23.08	B	60.18	Janssen Cilag  International NV	Belgium	2/4/2025
9163	84417/1	INVEGA	28	Mersaco	Janssen Cilag Manufacturing LLC	Puerto Rico	5,825,557	23.08	B	65.09	Janssen Cilag  International NV	Belgium	2/4/2025
9164	84517/1	INVEGA	28	Mersaco	Janssen Cilag Manufacturing LLC	Puerto Rico	5,825,557	23.08	B	65.09	Janssen Cilag  International NV	Belgium	2/4/2025
6799	97852/11	INVEGA SUSTENNA	1 prefilled syringe + 2 needles	Mersaco	Janssen Pharmaceutica NV	Belgium	9,661,754	21.26	C	107.95	Janssen Cilag  International NV	Belgium	2/4/2025
6797	97855/11	INVEGA SUSTENNA	1 prefilled syringe + 2 needles	Mersaco	Janssen Pharmaceutica NV	Belgium	17,363,826	19.35	D	194.01	Janssen Cilag  International NV	Belgium	2/4/2025
6798	97854/11	INVEGA SUSTENNA	1 prefilled syringe + 2 needles	Mersaco	Janssen Pharmaceutica NV	Belgium	13,877,673	19.35	D	155.06	Janssen Cilag  International NV	Belgium	2/4/2025
6800	97856/11	INVEGA SUSTENNA	1 prefilled syringe + 2 needles	Mersaco	Janssen Pharmaceutica NV	Belgium	25,024,258	19.35	D	279.60	Janssen Cilag  International NV	Belgium	2/4/2025
8587	103714/1	IPNODIS MEDIS	10Ampoules x 1ml	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	565,758	23.08	A1	6.32	Les Laboratoires Medis SA	Tunisia	2/4/2025
6939	097201/12	IPPROTON	10Vials	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	6,533,762	23.08	B	73.00	Les Laboratoires Medis SA	Tunisia	2/4/2025
11751	819/01	IPRASAL VEM	20Vialsx2.5ml	New Europharm	Vem Ilac San. Ve Tic AS	Turkey	417,935	23.08	A1	4.67	Vem Ilac San. Ve Tic AS	Turkey	2/4/2025
8374	95315/1	IPRATROPIUM ARROW ADULTES	Récipient unidose boite de 10	Darapharma S.A.L.	Laboratoire Unither	France	303,708	23.08	A1	3.39	Arrow Génériques	France	2/4/2025
6120	24986/07	IPRAVENT	20x2ml	Droguerie de l'Union	Cipla Ltd	India	630,262	23.08	A1	7.04	Cipla Ltd	India	2/4/2025
10586	17921/1	IRBAVEL 150	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	564,414	23.08	A1	6.31			2/4/2025
10587	17821/1	IRBAVEL 300	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	564,414	23.08	A1	6.31			2/4/2025
10588	17721/1	IRBAVEL PLUS 150/12.5	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	559,294	23.08	A1	6.25			2/4/2025
10589	17621/1	IRBAVEL PLUS 300/12.5	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	559,294	23.08	A1	6.25			2/4/2025
10590	17521/1	IRBAVEL PLUS 300/25	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	624,567	23.08	A1	6.98			2/4/2025
9070	23717/1	IRBESARTAN ARROW	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	470,345	23.08	A1	5.26	Arrow Génériques	France	2/4/2025
9071	23817/1	IRBESARTAN ARROW	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	470,345	23.08	A1	5.26	Arrow Génériques	France	2/4/2025
6238	218930/10	IRESSA	30	Omnipharma	NIPRO Pharma Corporation, Kagamiishi Plant	Japan	135,027,509	2.44	E2	1,508.69	AstraZeneca UK Ltd	UK	2/4/2025
11713	145823/1	IRIDINA DUE	Bottle 10ml	Multipharm	C.O.C. Farmaceutici SRL	Italy	469,001	23.08	A1	5.24	Montefarmaco OTC	Italy	2/4/2025
5193	24323/06	IRINOGEN	1 vial	New Europharm	Bioprofarma S.A.	Argentine	5,239,642	23.08	B	58.54			2/4/2025
10654	13121/1	IRINOGEN	1 vial	New Europharm	Laboratorio Kemex SA	Argentine	5,239,642	23.08	B	58.54	Bioprofarma Bago SA	Argentine	2/4/2025
1732	148394/04	IRINOTECAN GP PHARM	1Vial	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	5,239,642	23.08	B	58.54			2/4/2025
6906	97467/12	IRINOTECAN HYDROCHLORIDE	1Vial	Droguerie Fattal  S.A.L.	Hospira UK Ltd	UK	2,085,644	23.08	B	23.30	Hospira UK Ltd	UK	2/4/2025
6463	218948/10	IRINOTECAN THYMOORGAN	1 Vial	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany	2,123,271	23.08	B	23.72	Hikma Pharmaceuticals	Jordan	2/4/2025
6464	218947/10	IRINOTECAN THYMOORGAN	1 Vial	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany	6,111,796	23.08	B	68.29	Hikma Pharmaceuticals	Jordan	2/4/2025
10216	56317/1	IRNOCAM 100	1Vial	Benta Trading Co s.a.l.	Manufactured by Hetero Labs Ltd, India for Benta SAL	Lebanon	7,320,947	21.26	C	81.80			2/4/2025
10217	56217/1	IRNOCAM 40	1Vial	Benta Trading Co s.a.l.	Manufactured by Hetero Labs Ltd, India for Benta SAL	Lebanon	908,694	23.08	A2	10.15			2/4/2025
11503	53823/1	ISDN	100	Promopharm S.A.R.L.	Apotex Inc	Canada	311,771	23.08	A1	3.48	AA Pharma Inc.	Canada	2/4/2025
4605	20377	ISODEX	30	Pharmadex	Pharmadex	Lebanon	138,224	23.08	A1	1.54			2/4/2025
5671	221979/09	ISOFLURANE HIKMA	100ml	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan	1,583,046	23.08	B	17.69			2/4/2025
5285	221420/08	ISOPTIN	20	Mersaco	Pharmaline Licensed by Abbott Laboratories GmbH, Germany	Lebanon	362,150	23.08	A1	4.05			2/4/2025
5286	221419/08	ISOPTIN SR	20	Mersaco	Pharmaline Licensed by Abbott Laboratories GmbH, Germany	Lebanon	1,027,907	23.08	A2	11.48			2/4/2025
4075	23632/06	ISOSUPRA LIDOSE	30	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium	1,826,282	23.08	B	20.41	Laboratoires SMB, SA	Belgium	2/4/2025
9189	51117/1	ISOTONIC SALINE	1000ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	188,772	16.67		2.11			2/4/2025
9190	51017/1	ISOTONIC SALINE	500ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	174,553	16.67		1.95			2/4/2025
9892	158118/1	ISOTONIC SALINE	100ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	167,780	16.67		1.87			2/4/2025
9895	193218/1	ISOTONIC SALINE	50ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	170,630	16.67		1.91			2/4/2025
9896	158218/1	ISOTONIC SALINE	250ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	166,708	16.67		1.86			2/4/2025
4607	2848/94	ISOTONIC SODIUM CHLORIDE	30ml	Pharmadex	Pharmadex	Lebanon	153,582	23.08	A1	1.72			2/4/2025
7204	167520/10	ITRAZOL	4	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	149,167	23.08	A1	1.67	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	2/4/2025
7205	167519/10	ITRAZOL	15	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	559,038	23.08	A1	6.25	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	2/4/2025
10693	24020/1	IVABRADINE ARROW	56	Darapharma S.A.L.	Laboratorios Liconsa SA	Spain	1,323,685	23.08	A2	14.79	Arrow Génériques	France	2/4/2025
10694	24120/1	IVABRADINE ARROW	56	Darapharma S.A.L.	Laboratorios Liconsa SA	Spain	1,323,685	23.08	A2	14.79	Arrow Génériques	France	2/4/2025
11768	11421/1	IVER	6	Droguerie Phenicia	Laboratorio Elea Phoenix SA	Argentine	431,373	23.08	A1	4.82	Laboratorio Elea Phoenix SA	Argentine	2/4/2025
10514	13221/1	IVERMECTIN BENTA	10	Benta Trading Co s.a.l.	Manufactured by Neel Nayan Pharma Pvt, Ltd, India for Benta SAL	Lebanon	784,548	23.08	A2	8.77			2/4/2025
10515	13321/1	IVERMECTIN BENTA	6	Benta Trading Co s.a.l.	Manufactured by Neel Nayan Pharma Pvt, Ltd, India for Benta SAL	Lebanon	470,985	23.08	A1	5.26			2/4/2025
10447	11321/1	IVERMECTINE BIOGARAN	4	Commercial and Trading Ressources SAL (CTR)	Europeenne De Pharmacotechnie- Europhartech	France	1,100,607	23.08	A2	12.30	Laboratoires Biogaran	France	2/4/2025
5210	222236/07	IVIRON	5amp x 5ml	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1,745,203	23.08	B	19.50			2/4/2025
9505	102016/1	IVY-CALM	120ml	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	251,299	23.08	A1	2.81	Julphar	United Arab Emirates	2/4/2025
10266	48720/1	IXIFI	1Vial	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV 	Belgium	23,911,751	19.35	D	267.17	Pfizer Japan Inc.	Japan	2/4/2025
